trialNumber,subid,condition,pre_post,cueTime,bgcTime,trialprog,feedback,feedback_time,baseline,window0,window1,window2,window3,window4
4,PLR125,anticipated_w,pre,1003,4810,3,1,6337,2474.2988,232.8693,392.7705,672.9554,879.3567,814.6139
5,PLR125,anticipated_w,pre,1002,4812,4,1,6329,2439.3544,-391.9887,261.6892,539.3892,241.6077,453.3598
6,PLR125,unexpected_b,pre,1002,4810,1,0,NaN,2405.0837,-94.0991,-106.1387,244.8281,671.7924,897.1147
7,PLR125,unexpected_w,pre,1003,4812,2,0,NaN,2791.761,-83.1679,-114.991,-124.0761,287.9197,352.8898
8,PLR125,unexpected_w,pre,1002,4810,3,0,NaN,2748,-178.0777,-16.3214,164.5231,328.8718,422.2698
9,PLR125,anticipated_b,pre,1003,4812,2,1,6338,2966.4183,-332.8714,-457.9363,-280.1305,150.5544,143.2166
10,PLR125,anticipated_w,pre,1002,4808,5,1,6334,2843.8008,-419.7483,-963.0739,-710.9479,-81.1411,136.9135
11,PLR125,unexpected_b,pre,1003,4812,4,0,NaN,2204.4608,-460.8327,-222.7823,5.5896,198.4614,217.2376
12,PLR125,anticipated_b,pre,1002,4810,3,0,NaN,1490.2988,435.6319,619.5547,625.0436,647.3504,527.0742
13,PLR125,anticipated_b,pre,1002,4810,4,1,6337,1640.1434,-222.9438,136.47,643.5772,798.6087,667.7931
14,PLR125,anticipated_b,pre,1002,4810,5,0,NaN,1956.2191,-3.3779,-464.6937,-496.654,-74.3011,51.8126
15,PLR125,anticipated_b,pre,1003,4808,6,0,NaN,1711.3525,-359.4303,-490.8925,-232.0626,175.6538,332.9014
16,PLR125,anticipated_b,pre,1002,4810,7,0,NaN,1622.4741,-286.756,-447.0861,-319.1338,355.7381,532.6211
17,PLR125,anticipated_b,pre,1003,4810,8,0,NaN,1876.259,-523.9227,-490.0174,-73.5573,289.6612,274.741
18,PLR125,unexpected_w,pre,1003,4812,5,0,NaN,1605.8765,-343.4752,-224.575,48.4079,364.8735,603.2822
19,PLR125,anticipated_w,pre,1002,4810,6,1,6334,1621.9522,-283.4533,-321.0467,-181.3577,309.9281,414.778
20,PLR125,unexpected_b,pre,1002,4810,6,0,NaN,1633.2789,-185.6431,-328.9953,-209.1339,-192.9575,-105.1122
21,PLR125,anticipated_w,pre,1003,4808,7,0,NaN,1268.9363,-92.8527,141.5483,425.0385,675.528,729.0161
22,PLR125,unexpected_w,pre,1003,4810,7,0,NaN,1460.1235,-48.818,-106.6938,120.5635,439.6958,612.4479
23,PLR125,anticipated_w,pre,1002,4810,8,1,6337,1662.8689,-256.1732,-164.7064,-175.7702,81.1122,221.3136
24,PLR125,anticipated_b,pre,1003,4810,9,0,NaN,2303.6574,-198.7929,-827.2431,-737.2603,-502.7551,-564.371
25,PLR125,anticipated_w,pre,1002,4810,9,0,NaN,2397.2881,-476.8732,-683.7587,-984.0738,-728.765,-631.6611
26,PLR125,anticipated_w,pre,1002,4808,10,0,NaN,1855.5418,3.2229,48.2776,-41.9283,208.4414,459.4185
27,PLR125,anticipated_w,post,1003,4812,11,1,6340,1747.0821,274.2143,343.0999,314.3416,569.5482,847.037
28,PLR125,anticipated_w,post,1002,4810,12,0,NaN,2258.0398,537.1488,504.2358,356.2585,530.248,622.2776
29,PLR125,anticipated_b,pre,1003,4810,10,0,NaN,2169.3896,-187.846,482.1671,586.4403,289.5621,415.9675
30,PLR125,anticipated_w,post,1002,4812,13,1,6336,2234.6174,22.8511,-89.358,-178.7456,357.7439,496.9778
31,PLR125,anticipated_b,post,1002,4810,11,0,NaN,2823.7689,-7.7887,-854.6934,-710.6177,-117.0336,85.1041
32,PLR125,anticipated_w,post,1003,4812,14,0,NaN,1721.2072,268.8803,-75.6048,317.984,204.3298,71.1905
33,PLR125,anticipated_b,post,1002,4810,12,1,6335,2533.5259,-184.9024,-48.6438,38.7346,42.5728,118.7043
34,PLR125,anticipated_b,post,1002,4810,13,1,6336,1684.3227,420.2321,369.4453,413.0975,770.4231,883.6059
35,PLR125,anticipated_b,post,1002,4808,14,0,NaN,2698.5179,233.4056,-559.4793,-457.123,-460.0747,-462.7879
36,PLR125,unexpected_b,pre,1003,4812,8,0,NaN,1799.8247,-78.0681,-71.5436,413.377,850.5177,834.3023
37,PLR125,anticipated_w,post,1002,4810,15,0,NaN,2214.1434,-221.382,-324.6287,-184.8724,-96.7884,-87.5482
38,PLR125,unexpected_b,pre,1003,4810,9,0,NaN,2043.6135,209.9967,-70.8755,-336.1247,-35.1388,189.1404
39,PLR125,unexpected_w,pre,1003,4810,10,0,NaN,1912.7371,-116.8848,-348.0396,-189.6614,0.80076,-131.3005
40,PLR125,unexpected_b,post,1002,4808,11,0,NaN,1935.1187,214.7531,418.2174,460.438,292.7006,321.1987
41,PLR125,anticipated_b,post,1002,4812,15,0,NaN,1743.7386,292.8225,438.1105,96.4693,310.608,391.1424
42,PLR125,unexpected_w,post,1002,4808,12,0,NaN,1575.7809,165.3473,192.2527,-52.8691,381.8074,659.5525
43,PLR125,unexpected_b,post,1002,4810,13,0,NaN,2139.9969,294.3602,201.5325,45.4333,-181.6524,-61.8779
44,PLR125,anticipated_b,post,1002,4810,16,1,6398,2910.1753,7.4571,125.0537,313.7638,684.976,767.666
45,PLR125,unexpected_w,post,1003,4812,14,0,NaN,3160.1554,-33.3104,-394.661,228.9728,516.6051,652.6303
46,PLR125,anticipated_b,post,1003,4808,17,0,NaN,3875.3485,-301.7393,-233.0103,-160.7078,100.8762,70.08
47,PLR125,anticipated_b,post,1002,4810,18,1,6337,2314.9124,156.3775,90.2767,12.907,834.9805,1040.667
48,PLR125,unexpected_b,post,1003,4810,15,0,NaN,3100.3546,-639.2895,-723.3042,48.9143,389.3513,466.7645
49,PLR125,anticipated_b,post,1003,4810,19,0,NaN,1674.6733,66.5095,543.889,1165.1313,1788.5956,1902.8743
50,PLR125,anticipated_w,post,1002,4810,16,1,6335,1895.5193,-154.4542,562.0563,831.2853,608.8525,689.0124
51,PLR125,unexpected_w,post,1003,4810,16,0,NaN,2457.3068,249.6701,201.7371,-163.5064,158.9852,241.1694
52,PLR125,unexpected_w,post,1003,4810,17,0,NaN,1697.8765,151.1713,-81.8195,-68.7715,335.3966,492.8378
53,PLR125,anticipated_w,post,1003,4812,17,1,6338,2014.8765,332.8168,464.3168,-42.1727,222.5353,473.2346
54,PLR125,anticipated_w,post,1002,4810,18,0,NaN,1766.6454,175.0562,400.78,136.9764,631.7033,912.3466
55,PLR125,unexpected_b,post,1003,4808,18,0,NaN,1900.9084,-101.2336,-232.1768,-310.1406,173.6315,344.8218
56,PLR125,unexpected_w,post,1002,4812,19,0,NaN,1500.6653,376.0279,669.5764,270.4481,550.2737,684.0966
57,PLR125,anticipated_w,post,1002,4810,19,0,NaN,1619.4499,211.1589,210.4604,60.1909,690.2203,938.5739
58,PLR125,anticipated_b,post,1002,4810,20,0,NaN,1606.8287,-153.9261,-275.1336,8.499,582.3331,843.7427
59,PLR125,unexpected_b,post,1002,4812,20,0,NaN,1411.5657,100.887,2.7065,-11.2009,223.8649,480.6247
60,PLR125,anticipated_w,post,1002,4808,20,1,6337,1426.7319,60.5263,394.306,169.5139,828.682,1068.1967
1,PLR126,anticipated_w,pre,1001,4838,1,1,6386,1399.6984,-30.5983,387.6231,460.1084,658.2764,761.6429
2,PLR126,anticipated_w,pre,1002,4812,2,1,6333,1528.1773,-9.9,364.5788,413.869,446.7933,586.41
3,PLR126,anticipated_w,pre,1002,4810,3,1,6332,1684.7968,96.6402,161.3331,-32.7928,20.0393,137.1873
4,PLR126,anticipated_w,pre,1003,4812,4,0,NaN,1789.3028,98.0471,-119.6982,-118.2125,38.3086,100.7369
5,PLR126,anticipated_b,pre,1003,4810,1,1,6411,1259.2669,227.4831,660.7293,686.502,815.1679,829.6934
6,PLR126,unexpected_b,pre,1003,4812,1,0,NaN,1729.5514,-12.2375,105.5808,137.3331,266.1923,383.9804
7,PLR126,unexpected_b,pre,1003,4812,2,0,NaN,1483.5556,-137.2069,262.7049,400.249,190.3561,37.8729
8,PLR126,unexpected_b,pre,1003,4810,3,1,6338,1816.4343,91.7194,-71.4489,-266.575,-61.325,-90.3549
9,PLR126,anticipated_b,pre,1003,4812,2,1,6338,1445.259,-4.3598,311.4451,419.4175,685.7263,750.741
10,PLR126,anticipated_w,pre,1003,4808,5,0,NaN,1574.9611,-85.3663,97.4121,-27.9937,-233.5683,-323.5564
11,PLR126,anticipated_b,pre,1002,4812,3,0,NaN,1403.5578,140.6166,427.7868,243.1925,165.0033,168.9184
12,PLR126,unexpected_b,pre,1003,4812,4,0,NaN,1720.3944,68.1303,-132.0444,-394.1381,-38.8251,5.3357
13,PLR126,anticipated_b,pre,1003,4812,4,0,NaN,1764.0307,-82.3438,180.3558,267.5554,425.1983,358.0883
14,PLR126,anticipated_w,pre,1002,4810,6,0,NaN,1642.1067,-32.3704,36.5425,97.7715,276.3198,328.9727
15,PLR126,anticipated_w,pre,1003,4810,7,0,NaN,1421.1912,135.1197,233.4777,-25.6403,-155.0232,-164.6992
16,PLR126,anticipated_b,pre,1002,4810,5,0,NaN,1676.5657,173.8586,319.2494,257.8211,66.6693,-172.5181
17,PLR126,unexpected_w,pre,1003,4812,5,0,NaN,1631.259,134.5317,0.59681,-412.57,26.5856,179.1617
18,PLR126,anticipated_w,pre,1002,4810,8,1,6337,1391.5896,195.8137,300.1995,243.1225,402.4146,278.204
19,PLR126,anticipated_b,pre,1003,4812,6,0,NaN,1963.3625,-20.6753,-136.1843,-427.5621,-77.684,-34.7594
20,PLR126,anticipated_b,pre,1002,4808,7,0,NaN,1777.512,-193.7159,34.2926,-192.8054,-239.1864,-171.8374
21,PLR126,anticipated_b,pre,1003,4812,8,1,6337,1413.6454,116.3591,124.4424,92.2495,52.9722,159.4419
22,PLR126,anticipated_w,pre,1002,4810,9,0,NaN,1420.0279,160.0603,337.403,49.6213,-44.696,-160.2025
23,PLR126,unexpected_b,pre,1002,4810,6,0,NaN,1680.5857,107.9816,68.5803,-105.4764,111.9396,233.4143
24,PLR126,anticipated_b,pre,1003,4812,9,0,NaN,1640.5259,177.785,254.6558,254.7955,210.6275,139.0614
25,PLR126,anticipated_w,pre,1002,4808,10,0,NaN,1632.7371,85.6608,212.7566,227.284,264.7419,242.1836
26,PLR126,anticipated_b,pre,1002,4810,10,0,NaN,1761.7643,29.637,141.5655,-283.1256,-252.6802,-148.55
27,PLR126,anticipated_w,post,1003,4812,11,1,6338,1615.6295,120.4452,35.479,-86.0349,127.5701,89.4896
28,PLR126,anticipated_w,post,1003,4810,12,1,6337,1961.3393,-270.4166,-37.3792,-109.113,-70.2846,90.5655
29,PLR126,anticipated_b,post,1002,4810,11,0,NaN,1630.255,62.0938,140.0164,16.9698,112.037,191.5307
30,PLR126,unexpected_w,pre,1003,4808,7,0,NaN,1605.7171,114.905,-23.2149,106.6967,341.1022,397.7591
31,PLR126,anticipated_w,post,1003,4812,13,1,6337,1464.9865,42.531,131.3853,119.2803,309.8769,287.1881
32,PLR126,unexpected_w,pre,1002,4810,8,0,NaN,1458.9883,192.0558,464.4011,253.163,378.9886,472.4482
33,PLR126,unexpected_w,pre,1002,4812,9,0,NaN,1277.7331,251.8992,379.4119,511.7543,683.9644,605.8066
34,PLR126,anticipated_w,post,1002,4810,14,0,NaN,1155.294,274.3656,655.519,491.4875,513.5253,409.6742
35,PLR126,anticipated_b,post,1003,4810,12,0,NaN,1809.1116,-14.9113,-50.2436,-281.8889,-76.6998,150.3329
36,PLR126,unexpected_w,pre,1003,4812,10,0,NaN,1748.8008,10.3643,-199.3099,-371.4437,-63.9773,26.7627
37,PLR126,unexpected_w,post,1003,4812,11,0,NaN,1703.1594,-37.0616,-105.7319,-425.8947,-265.5894,-210.8168
38,PLR126,anticipated_b,post,1002,4810,13,0,NaN,1351.9163,182.7013,491.7538,186.6484,325.5143,397.6472
39,PLR126,anticipated_b,post,1003,4810,14,0,NaN,1343.3202,207.4235,205.1084,120.5263,82.4571,90.4576
40,PLR126,unexpected_b,post,1002,4808,12,0,NaN,1647.1912,146.9134,7.439,-86.1324,22.8319,12.9754
41,PLR126,unexpected_b,post,1002,4810,13,0,NaN,1904.3944,-73.7205,-202.729,-354.4722,-60.6717,-58.9738
42,PLR126,anticipated_w,post,1002,4810,15,0,NaN,1785.6813,94.783,22.1134,-123.8915,-40.696,-100.6575
43,PLR126,anticipated_b,post,1003,4812,15,1,6339,1840.741,58.5492,-79.6255,3.4606,224.5174,226.624
44,PLR126,unexpected_w,post,1003,4810,14,0,NaN,1628.6494,106.7771,-20.5486,-364.3658,-219.4995,-245.9388
45,PLR126,anticipated_w,post,1003,4810,16,0,NaN,1670.8685,13.9157,26.0676,111.5012,371.5432,241.9648
46,PLR126,anticipated_w,post,1002,4810,17,0,NaN,1484.5578,67.2237,166.401,166.2889,154.1208,43.0216
47,PLR126,unexpected_w,post,1003,4810,15,0,NaN,1827.3267,-48.9275,-58.331,-370.9086,-326.1355,-313.5886
48,PLR126,unexpected_b,post,1002,4810,16,0,NaN,1654.5219,94.4625,37.3524,71.8541,235.3899,105.6527
49,PLR126,anticipated_b,post,1002,4810,16,0,NaN,1793.2072,25.0808,240.1532,262.1836,278.1479,297.7531
50,PLR126,unexpected_w,post,1003,4812,17,0,NaN,1936.4701,27.0992,-240.9491,-548.3903,-158.197,-141.7955
51,PLR126,anticipated_w,post,1002,4808,18,1,6337,1768.9721,1.5763,-55.8052,-154.6507,-23.5772,165.1152
52,PLR126,unexpected_b,post,1003,4812,18,0,NaN,1546.0279,128.4531,27.6621,190.7641,387.3986,500.3848
53,PLR126,anticipated_b,post,1003,4810,17,1,6336,1957.0279,28.2515,26.4828,-198.3766,75.2872,51.0277
54,PLR126,anticipated_b,post,1003,4812,18,0,NaN,1445.0637,232.4657,96.8085,157.6842,460.6547,545.9997
55,PLR126,unexpected_w,post,1003,4810,19,0,NaN,1508.1833,158.0121,58.0328,-6.2696,-144.1869,33.0786
56,PLR126,anticipated_w,post,1003,4812,19,1,6337,1701.0956,2.1019,-115.276,-336.5333,-89.8708,-38.7861
57,PLR126,anticipated_b,post,1003,4810,19,0,NaN,1688.1275,210.9439,112.0564,179.4649,314.9187,242.1185
58,PLR126,anticipated_b,post,1003,4810,20,0,NaN,1472.7211,252.5325,57.227,-16.844,13.1171,-28.3957
59,PLR126,anticipated_w,post,1003,4812,20,0,NaN,1498.3785,-81.9356,7.8936,70.1068,196.5228,378.2723
60,PLR126,unexpected_b,post,1003,4810,20,0,NaN,1648.4542,93.7917,73.7655,-112.7861,79.4114,67.7204
1,PLR127,anticipated_b,pre,1001,4838,1,1,6385,2069.8207,174.7024,457.5658,365.9923,193.549,265.5444
2,PLR127,anticipated_w,pre,1002,4812,1,1,6330,2519.4861,-168.7781,-353.0953,45.5707,99.3039,-87.9861
3,PLR127,unexpected_w,pre,1002,4810,1,0,NaN,2286.7171,137.4593,112.5791,-127.2213,-267.4923,-373.6695
4,PLR127,anticipated_b,pre,1002,4810,2,1,6335,1550.2908,-10.5282,546.8625,900.7155,1032.2617,906.0742
5,PLR127,anticipated_w,pre,1003,4810,2,0,NaN,2179.8884,-584.6868,-547.1468,-548.9914,-657.1952,-524.9757
6,PLR127,anticipated_w,pre,1002,4808,3,1,6338,1887.5323,-122.0912,255.6063,9.8164,85.3626,219.0232
7,PLR127,anticipated_b,pre,1003,4810,3,0,NaN,1753.8845,151.5504,114.8445,-7.0378,240.2899,279.3854
8,PLR127,anticipated_b,pre,1002,4810,4,0,NaN,1758.8526,-410.4114,-49.8295,234.9079,410.4016,364.576
9,PLR127,anticipated_b,pre,1003,4810,5,0,NaN,2082.3865,-430.5377,-542.4978,-117.336,130.2081,239.431
10,PLR127,anticipated_b,pre,1003,4810,6,1,6338,2145.4104,-392.6688,-861.4797,-560.3095,-268.4377,-203.6564
11,PLR127,unexpected_b,pre,1002,4810,2,0,NaN,1825.1235,129.3276,-166.5749,-628.3315,-247.3063,-174.5521
12,PLR127,anticipated_b,pre,1003,4812,7,0,NaN,1804.9323,233.3492,142.2337,-432.0184,-514.9491,-295.3608
13,PLR127,anticipated_w,pre,1003,4812,4,1,6339,1947.8486,-374.3003,-610.8423,-285.0356,119.0337,235.5006
14,PLR127,unexpected_w,pre,1002,4812,3,0,NaN,1534.6255,353.1917,413.8953,169.6144,220.0489,387.8269
15,PLR127,anticipated_w,pre,1002,4808,5,0,NaN,2004.4306,-394.0356,-390.1323,-92.1218,314.7858,405.0377
16,PLR127,anticipated_w,pre,1002,4810,6,0,NaN,2146.2072,147.671,-360.5118,-500.5685,-161.4047,-57.4532
17,PLR127,anticipated_b,pre,1003,4812,8,0,NaN,2140.5458,-41.5248,-297.0752,-462.7433,-511.4177,-312.2284
18,PLR127,anticipated_w,pre,1002,4810,7,0,NaN,1560.3984,32.5197,-76.7829,162.673,321.6478,478.173
19,PLR127,anticipated_w,pre,1002,4810,8,0,NaN,2016.1293,152.986,129.9631,-121.1496,-239.4623,-379.1135
20,PLR127,unexpected_w,pre,1003,4810,4,0,NaN,1963.2789,72.8178,433.3745,497.0047,728.553,930.2846
21,PLR127,anticipated_b,pre,1002,4808,9,1,6412,2209.9084,-39.547,-172.4294,-99.2949,112.4824,130.8615
22,PLR127,anticipated_w,pre,1002,4810,9,0,NaN,1779.8707,-28.2971,364.289,239.2365,-385.4148,-575.8469
23,PLR127,anticipated_w,pre,1003,4812,10,0,NaN,1725.3546,448.845,554.1979,639.9479,86.2736,-365.807
24,PLR127,anticipated_b,pre,1002,4810,10,0,NaN,1972.3745,11.9805,309.3209,323.344,-4.6602,-133.4062
25,PLR127,unexpected_b,pre,1003,4810,5,0,NaN,1786.7849,-27.6966,33.3205,318.6566,608.7298,768.9453
26,PLR127,unexpected_w,pre,1002,4808,6,0,NaN,2287.9679,-288.5674,-154.7515,176.1959,289.7506,346.8178
27,PLR127,anticipated_b,post,1002,4810,11,0,NaN,2108.6096,127.2959,-7.0045,-813.3722,-776.4184,-490.1016
28,PLR127,unexpected_w,pre,1003,4812,7,0,NaN,2244.0876,-218.2746,-29.4658,-140.1213,55.217,244.3647
29,PLR127,anticipated_w,post,1003,4812,11,0,NaN,1772.9124,407.783,526.0204,637.6318,776.9091,927.5559
30,PLR127,anticipated_b,post,1002,4810,12,0,NaN,2255.8048,158.6845,-108.2838,-196.1031,-66.9539,92.0206
31,PLR127,anticipated_b,post,1002,4808,13,0,NaN,2033.3625,106.3917,348.9988,-80.0348,238.2278,408.2486
32,PLR127,unexpected_w,pre,1003,4812,8,0,NaN,2405.8327,1.9741,-167.5196,27.0392,126.7283,109.7864
33,PLR127,unexpected_w,pre,1002,4810,9,0,NaN,2538.7291,-452.8278,-500.1892,-247.4749,-65.4182,-85.5069
34,PLR127,unexpected_b,pre,1003,4810,10,0,NaN,2514.6574,-107.5586,-525.8464,-232.0796,-113.4557,-263.1098
35,PLR127,anticipated_w,post,1002,4810,12,0,NaN,2175.6175,-10.7205,-160.1427,-83.4032,67.8426,55.1761
36,PLR127,unexpected_b,post,1002,4808,11,0,NaN,1796.9363,196.5364,454.9519,-213.4132,-153.7052,-102.6347
37,PLR127,unexpected_w,post,1002,4808,12,0,NaN,1933.6335,239.2825,261.127,-222.5788,-100.8856,-13.8001
38,PLR127,anticipated_b,post,1002,4810,14,0,NaN,1670.8446,114.9999,430.5482,719.9285,718.5146,823.6633
39,PLR127,anticipated_w,post,1003,4812,13,0,NaN,2494.3586,-164.4678,-205.8334,-288.3186,-115.1275,-67.2395
40,PLR127,anticipated_b,post,1003,4812,15,0,NaN,2239.5657,-172.8378,-99.5048,126.3103,355.7221,496.9739
41,PLR127,unexpected_w,post,1002,4810,13,0,NaN,2292.8988,-39.2349,124.3407,279.7377,428.9793,404.0298
42,PLR127,unexpected_b,post,1002,4808,14,0,NaN,2469.3944,145.1854,47.7799,335.5362,185.1728,148.1294
43,PLR127,anticipated_b,post,1002,4810,16,0,NaN,2360.1833,-19.0257,98.9344,-694.1118,-1148.9396,-1154.2229
44,PLR127,anticipated_b,post,1002,4810,17,0,NaN,2241.7092,62.2887,111.3097,43.4064,453.2887,562.1718
45,PLR127,anticipated_w,post,1003,4810,14,0,NaN,2548.3242,-225.8788,-444.2549,-63.9251,-152.5028,-218.0544
46,PLR127,anticipated_b,post,1002,4810,18,0,NaN,2228.0398,256.7312,204.9959,262.7627,498.374,457.2062
47,PLR127,anticipated_b,post,1003,4810,19,0,NaN,2496.9721,-149.2389,-85.6759,222.677,294.8829,302.4247
48,PLR127,anticipated_w,post,1002,4808,15,0,NaN,2320.0279,178.9973,-64.7737,-14.3115,220.699,314.8293
49,PLR127,anticipated_w,post,1002,4810,16,0,NaN,2317.5418,138.3804,56.8195,-169.8002,29.7565,-6.899
50,PLR127,unexpected_b,post,1003,4812,15,0,NaN,2027.0538,83.8343,313.7075,428.0534,567.0786,613.3113
51,PLR127,anticipated_b,post,1003,4812,20,0,NaN,2032.5657,-186.4229,165.3313,320.6132,365.2221,400.5692
52,PLR127,unexpected_w,post,1003,4810,16,0,NaN,1926.844,65.8342,64.9852,-1.4638,258.9375,73.9972
53,PLR127,anticipated_w,post,1002,4808,17,0,NaN,2623.8367,-437.3724,79.8798,-148.6686,250.323,433.5205
54,PLR127,anticipated_w,post,1003,4812,18,0,NaN,2402.9124,44.8292,-77.8871,-100.7989,17.5204,-22.4362
55,PLR127,unexpected_b,post,1002,4810,17,0,NaN,2123.9163,-53.2378,210.4722,5.5879,392.9009,571.5916
56,PLR127,anticipated_w,post,1003,4812,19,0,NaN,1771.3466,16.7332,243.9349,430.4475,433.1051,451.4629
57,PLR127,unexpected_b,post,1003,4812,18,0,NaN,1947.9044,230.3204,537.0137,496.6418,725.0767,822.667
58,PLR127,unexpected_b,post,1002,4810,19,0,NaN,2374.0359,-352.5779,-116.3657,45.378,209.878,216.2737
59,PLR127,anticipated_w,post,1003,4810,20,0,NaN,1963.3745,254.7221,621.3818,738.0772,482.9889,345.0858
60,PLR127,unexpected_b,post,1003,4812,20,0,NaN,2249.5458,-91.1908,42.0739,192.2021,-35.5479,-211.7442
1,PLR128,unexpected_b,pre,1000,4838,1,1,6389,3012.8597,-390.0487,-147.9521,168.4176,84.1971,37.8467
2,PLR128,anticipated_w,pre,1003,4812,1,1,6333,3021.8566,111.0468,226.2317,180.3598,342.5699,417.3656
3,PLR128,anticipated_b,pre,1002,4810,1,1,6330,2613.3267,-240.5116,376.646,594.854,527.833,618.3479
4,PLR128,unexpected_w,pre,1003,4810,2,0,NaN,2247.8845,179.0504,143.1292,-92.5714,38.4538,-32.1543
5,PLR128,anticipated_w,pre,1002,4810,2,1,6336,2588.2908,-3.0913,266.4234,389.6272,394.4928,247.2806
6,PLR128,anticipated_b,pre,1002,4810,2,1,6336,2538.5578,-6.4275,114.7363,59.3771,225.7994,342.8152
7,PLR128,anticipated_b,pre,1002,4810,3,0,NaN,2035.753,204.4676,617.1966,1173.9361,1199.7071,1032.8026
8,PLR128,anticipated_b,pre,1003,4810,4,0,NaN,2565.1394,116.5468,130.6363,23.911,-148.5449,-105.8061
9,PLR128,anticipated_w,pre,1003,4810,3,0,NaN,2518.3386,102.3189,160.7937,218.8546,318.8021,405.0899
10,PLR128,anticipated_b,pre,1002,4808,5,1,6336,2208.5491,-105.3509,369.9677,630.4257,667.3661,712.1017
11,PLR128,unexpected_w,pre,1003,4812,3,0,NaN,2793.3586,-40.2409,-246.4276,-231.6695,25.2528,138.0621
12,PLR128,anticipated_b,pre,1003,4812,6,1,6340,2354.1873,33.6972,551.3569,659.067,799.0375,730.035
13,PLR128,anticipated_w,pre,1003,4812,4,0,NaN,1828.1753,154.5642,559.5957,594.0936,619.1314,663.9517
14,PLR128,unexpected_b,pre,1003,4812,4,0,NaN,2470.6016,128.3572,163.533,38.1715,225.7619,253.0333
15,PLR128,unexpected_w,pre,1002,4808,5,0,NaN,2395.2709,-49.6134,124.0463,325.8803,53.8866,-32.7074
16,PLR128,anticipated_b,pre,1003,4810,7,0,NaN,2077.1912,308.752,642.8172,349.4957,386.2604,545.8643
17,PLR128,unexpected_w,pre,1002,4810,6,0,NaN,2236.1474,40.569,-23.3134,-199.555,143.1425,273.051
18,PLR128,unexpected_b,pre,1002,4810,7,0,NaN,2207.4821,22.1293,103.9343,-211.9514,-330.7552,-314.4106
19,PLR128,anticipated_b,pre,1003,4812,8,1,6336,2836.7784,-113.5232,74.604,339.1586,485.3498,501.42
20,PLR128,unexpected_b,pre,1003,4808,8,0,NaN,2365.6215,37.7298,-316.9473,-460.3904,-280.3526,-87.1612
21,PLR128,unexpected_b,pre,1002,4810,9,0,NaN,2484.1135,345.0341,594.753,359.8403,400.5924,401.823
22,PLR128,anticipated_w,pre,1003,4810,5,1,6336,2715.1036,152.6939,170.6364,141.4741,149.7452,133.9282
23,PLR128,anticipated_w,pre,1003,4812,6,0,NaN,2597.5657,-3.9859,87.9526,103.5351,245.2137,174.9105
24,PLR128,unexpected_b,pre,1003,4812,10,0,NaN,1860.502,391.7837,545.0799,942.4287,1171.061,1056.9107
25,PLR128,unexpected_b,post,1003,4810,11,0,NaN,2342.4653,-229.389,-257.7342,-247.377,-302.793,-277.5049
26,PLR128,anticipated_b,pre,1003,4810,9,0,NaN,2165.4051,145.9268,388.8974,382.6033,554.6537,518.0552
27,PLR128,anticipated_b,pre,1003,4812,10,1,6340,2406.7331,35.5968,133.9434,196.7746,-71.9622,-73.5664
28,PLR128,unexpected_w,post,1003,4810,12,0,NaN,2670.2749,196.8659,172.844,-206.8526,-14.2329,108.3124
29,PLR128,anticipated_w,pre,1003,4810,7,0,NaN,2373.9363,-4.6253,240.0238,216.2234,447.3011,498.2701
30,PLR128,anticipated_w,pre,1002,4808,8,0,NaN,2292.51,62.177,84.6446,120.2566,102.4942,69.7758
31,PLR128,anticipated_b,post,1002,4812,11,0,NaN,2432.5618,-68.5681,47.35,-97.4315,-269.379,-240.776
32,PLR128,anticipated_w,pre,1003,4812,9,0,NaN,2497.4462,346.5461,276.9989,91.1924,71.7828,167.3554
33,PLR128,anticipated_b,post,1002,4812,12,0,NaN,2953.9323,148.5677,-93.1571,-87.5478,-246.8945,-383.5831
34,PLR128,anticipated_w,pre,1002,4810,10,1,6358,2742.5769,-121.1778,238.3013,362.1374,-203.5727,-363.7832
35,PLR128,anticipated_w,post,1003,4810,11,0,NaN,2124.7809,-177.7158,8.1855,114.5006,-40.4153,-142.8047
36,PLR128,anticipated_w,post,1003,4810,12,0,NaN,1910.7012,54.6749,307.4963,159.5509,94.4984,-28.6774
37,PLR128,unexpected_b,post,1002,4810,13,0,NaN,2091.3825,-178.4539,-240.7396,-382.2879,-256.893,-231.2714
38,PLR128,unexpected_b,post,1003,4810,14,0,NaN,2227.2709,231.0526,-28.0251,-365.1134,-147.4726,-101.2868
39,PLR128,anticipated_b,post,1002,4810,13,0,NaN,2633.3904,158.1138,22.5558,-194.4304,-116.1278,-40.5889
40,PLR128,anticipated_b,post,1003,4810,14,0,NaN,2422.3402,298.4917,565.3972,782.9749,987.3719,1048.0486
41,PLR128,anticipated_b,post,1002,4810,15,1,6338,2201.9841,299.5601,538.7449,433.4844,547.0727,671.5001
42,PLR128,anticipated_b,post,1002,4810,16,0,NaN,2301.6972,187.0549,250.2865,-182.4283,-140.9661,-97.4115
43,PLR128,anticipated_w,post,1002,4810,13,1,6336,2966.5777,143.4034,244.6747,-34.2791,-39.834,20.8429
44,PLR128,anticipated_w,post,1002,4810,14,0,NaN,2771.2709,186.8341,168.6968,-271.0314,-37.8907,25.745
45,PLR128,unexpected_b,post,1003,4808,15,0,NaN,2257.3939,155.8845,282.9638,296.4545,165.7352,-28.0368
