trialNumber,subid,condition,pre_post,cueTime,bgcTime,trialprog,feedback,baseline,window1,window2,window3,window4
56,PLR131,anticipated_b,post,1003,4810,20,0,3918.266,336.9189,591.5533,784.9441,1008.4252
57,PLR131,unexpected_b,post,1002,4810,19,0,2698.2598,406.1394,522.7213,351.2381,549.9314
58,PLR131,anticipated_w,post,1003,4810,19,0,3974.888,-554.2409,-136.8187,78.4019,281.0049
59,PLR131,unexpected_b,post,1003,4810,20,0,2404.838,769.3196,1197.12,993.2376,296.8742
60,PLR131,anticipated_w,post,1003,4810,20,0,2720.196,413.8985,-24.4544,165.4595,-73.2296
1,PLR132,anticipated_w,pre,1000,4836,1,1,3930.312,125.9317,611.3414,621.1334,536.5466
2,PLR132,anticipated_b,pre,1003,4812,1,1,3895.554,322.7128,655.0451,902.6129,850.759
3,PLR132,anticipated_b,pre,1002,4808,2,1,4271.69,94.2029,356.8898,521.9213,648.3058
4,PLR132,anticipated_w,pre,1003,4812,2,1,3147.674,781.3071,1224.0004,1218.7336,1025.7609
5,PLR132,anticipated_w,pre,1002,4808,3,0,2556.377,-710.3224,323.8184,720.5684,773.4213
6,PLR132,unexpected_w,pre,1002,4808,1,0,3564.546,179.9839,311.7922,371.1305,198.3111
7,PLR132,anticipated_b,pre,1002,4810,3,0,3572.255,-1.4273,419.308,446.2975,506.8017
8,PLR132,anticipated_w,pre,1002,4810,4,0,3749.622,208.6238,427.8948,682.1952,651.1889
9,PLR132,anticipated_w,pre,1002,4810,5,1,3617.48,349.9696,538.3452,499.4381,797.5137
10,PLR132,anticipated_b,pre,1002,4810,4,0,3162.466,353.3869,800.1537,1064.1622,555.6411
11,PLR132,unexpected_b,pre,1002,4808,2,0,3826.986,67.3501,118.5497,-640.5301,106.2304
12,PLR132,unexpected_w,pre,1003,4812,3,0,1794.952,242.9535,1001.5816,1336.2474,715.8166
13,PLR132,anticipated_b,pre,1002,4812,5,0,1730.08,-78.2334,966.5292,1582.2162,1696.1091
14,PLR132,unexpected_w,pre,1003,4812,4,0,3623.998,239.5818,345.1911,574.0671,-196.1262
15,PLR132,anticipated_w,pre,1002,4810,6,0,2957.42,641.9855,942.2523,1079.4035,932.2649
16,PLR132,anticipated_w,pre,1002,4808,7,0,3478.182,-93.1694,187.5576,495.0218,325.3621
17,PLR132,unexpected_w,pre,1003,4812,5,0,3515.214,103.5997,-37.2161,-1512.2959,-932.6993
18,PLR132,anticipated_b,pre,1002,4810,6,0,3266.092,221.0404,430.6711,643.9752,708.4248
19,PLR132,unexpected_b,pre,1003,4812,6,0,4020.336,118.0979,-336.9019,-1037.7541,-770.5923
20,PLR132,anticipated_w,pre,1002,4810,8,0,3256.291,-33.9171,597.1733,756.9653,819.2783
21,PLR132,unexpected_w,pre,1002,4810,7,0,3788.69,107.2365,331.4508,207.5852,425.789
22,PLR132,anticipated_w,pre,1003,4810,9,0,3570.05,121.6244,456.6391,627.4983,819.7063
23,PLR132,anticipated_b,pre,1003,4810,7,0,3901.1874,120.0815,490.3483,484.3063,523.966
24,PLR132,unexpected_w,pre,1002,4810,8,0,3921.396,90.8834,271.3456,513.1397,322.5074
25,PLR132,anticipated_w,pre,1003,4810,10,0,3354.359,322.0318,754.6641,1122.8826,937.6389
26,PLR132,anticipated_b,pre,1003,4812,8,0,3663.1018,33.7869,527.1967,466.9297,252.9024
27,PLR132,unexpected_w,pre,1002,4808,9,0,2867.9435,662.08,898.9976,1182.483,1430.567
28,PLR132,anticipated_w,post,1003,4812,11,0,2986.368,243.4513,783.7917,1143.0732,1168.1929
29,PLR132,unexpected_b,pre,1003,4812,10,0,3721.396,43.0769,257.1429,185.9779,154.8498
30,PLR132,anticipated_b,pre,1003,4812,9,0,2849.478,172.0451,692.5829,881.3434,979.6123
31,PLR132,unexpected_b,post,1003,4812,11,0,3643.5042,250.9096,479.4684,411.4895,612.355
32,PLR132,unexpected_b,post,1002,4808,12,0,2396.664,674.5818,1062.2709,1189.2478,1259.1427
33,PLR132,anticipated_b,pre,1003,4810,10,0,3756.392,155.4105,431.3485,636.9252,796.2151
34,PLR132,anticipated_w,post,1003,4812,12,0,4003.98,208.2826,421.603,560.3036,599.6187
35,PLR132,anticipated_w,post,1003,4812,13,1,3136.818,198.8429,735.2047,877.4635,877.4509
36,PLR132,anticipated_w,post,1003,4812,14,0,3486.815,5.1409,520.5716,574.1934,636.227
37,PLR132,anticipated_b,post,1002,4810,11,0,3763.786,17.4976,366.298,256.0459,101.5417
38,PLR132,unexpected_w,post,1002,4808,13,0,3491.654,303.6323,505.2452,706.3649,856.2052
39,PLR132,anticipated_b,post,1002,4810,12,0,3010.3326,76.5244,797.5497,1153.6653,1312.4174
40,PLR132,unexpected_w,post,1003,4812,14,0,3740.636,145.3491,14.8451,-922.3566,-547.7074
41,PLR132,anticipated_b,post,1002,4810,13,0,3588.0287,44.0049,458.7387,609.6604,525.3705
42,PLR132,anticipated_b,post,1002,4810,14,0,4002.9561,-1051.2045,-234.4267,-80.183,-125.5402
43,PLR132,unexpected_b,post,1002,4808,15,0,2334.332,641.6481,958.5383,556.7919,1244.2016
44,PLR132,unexpected_b,post,1002,4812,16,0,3507.8267,-597.1734,326.1039,313.0787,51.48
45,PLR132,anticipated_b,post,1003,4812,15,1,3839.96,48.5881,274.2457,377.5417,352.4707
46,PLR132,anticipated_w,post,1002,4812,15,1,4478.906,32.9414,151.8167,302.2768,-130.8766
47,PLR132,unexpected_w,post,1002,4808,17,0,4061.1576,-432.1576,74.5609,191.1807,360.7626
48,PLR132,anticipated_b,post,1003,4808,16,1,2790.944,171.0185,742.2286,1123.0329,1224.2136
49,PLR132,anticipated_b,post,1003,4812,17,1,4161.517,-151.1829,374.3549,516.2057,-530.851
50,PLR132,anticipated_w,post,1003,4812,16,0,4053.438,271.0956,603.333,603.2532,704.1292
51,PLR132,unexpected_b,post,1003,4812,18,0,2103.5116,402.263,1131.5094,1465.1607,1809.9632
52,PLR132,unexpected_b,post,1002,4808,19,0,3795.804,95.7548,244.217,-241.1023,-73.4258
53,PLR132,anticipated_w,post,1003,4812,17,0,3767.973,-183.9374,119.9432,559.0585,855.8547
54,PLR132,unexpected_b,post,1003,4812,20,0,4087.162,145.4662,249.0397,112.7267,287.7162
55,PLR132,anticipated_w,post,1002,4812,18,0,3432.87,264.7182,686.5859,491.9304,975.9136
56,PLR132,anticipated_b,post,1002,4810,18,0,4098.876,68.103,201.0001,25.4937,-409.9873
57,PLR132,anticipated_w,post,1003,4810,19,0,3322.292,161.3814,720.9862,1025.8004,1163.5315
58,PLR132,anticipated_b,post,1003,4810,19,0,3508.1134,120.7375,577.2291,653.8152,672.5631
59,PLR132,anticipated_b,post,1003,4810,20,0,2464.254,495.0254,904.954,1026.0695,1220.0107
60,PLR132,anticipated_w,post,1003,4812,20,0,3682.916,178.6155,332.0819,463.2058,442.6218
1,PLR133,anticipated_b,pre,1000,4836,1,1,4523.858,299.8542,672.163,962.6168,342.251
2,PLR133,unexpected_w,pre,1002,4810,1,1,5113.102,10.028,-203.015,-380.5369,-273.7995
3,PLR133,anticipated_w,pre,1002,4810,1,1,4819.774,297.6945,398.5726,581.1504,655.3962
4,PLR133,anticipated_w,pre,1002,4810,2,1,4656.894,239.2139,437.1354,385.6039,361.5388
5,PLR133,anticipated_w,pre,1003,4810,3,1,5016.8777,-49.3377,70.3912,43.2904,139.448
6,PLR133,anticipated_b,pre,1002,4812,2,1,4469.836,148.6282,297.9371,509.3048,772.5022
7,PLR133,anticipated_w,pre,1002,4812,4,0,4757.244,118.8863,272.6573,231.1278,461.3589
8,PLR133,anticipated_b,pre,1002,4810,3,1,4726.698,30.0163,277.6297,462.073,669.6949
9,PLR133,anticipated_b,pre,1002,4810,4,1,4616.264,249.0448,408.6394,526.5469,568.5595
10,PLR133,unexpected_b,pre,1002,4808,2,0,4604.948,284.1024,285.0058,438.1928,510.5331
11,PLR133,anticipated_b,pre,1003,4814,5,0,4429.893,-506.4392,218.148,371.8045,534.8423
12,PLR133,unexpected_w,pre,1003,4812,3,0,4589.234,232.992,294.4026,367.224,290.1357
13,PLR133,anticipated_w,pre,1002,4810,5,1,4326.026,156.026,406.9362,532.7933,710.4446
14,PLR133,anticipated_w,pre,1003,4810,6,0,4922.913,-150.3984,13.5513,-188.0454,-8.3101
15,PLR133,unexpected_b,pre,1002,4808,4,0,4245.3752,126.2653,376.6542,511.2572,644.608
16,PLR133,anticipated_w,pre,1002,4810,7,1,3203.264,787.5574,1081.1982,1283.9944,1636.4986
17,PLR133,anticipated_b,pre,1003,4812,6,1,4960.046,138.9403,307.9687,534.2397,573.5801
18,PLR133,anticipated_b,pre,1003,4810,7,1,4938.13,84.8889,205.8007,399.286,457.8763
19,PLR133,anticipated_b,pre,1003,4810,8,1,5485.952,-6.2839,-18.0844,106.1383,170.027
20,PLR133,anticipated_b,pre,1002,4810,9,1,4995.566,0.24937,-245.2272,-1126.171,-338.8832
21,PLR133,unexpected_b,pre,1002,4810,5,0,4060.632,561.2371,758.2346,970.4562,1154.9983
22,PLR133,anticipated_b,pre,1002,4810,10,0,3279.942,-8.3307,820.1798,1152.8521,1482.4572
23,PLR133,unexpected_b,pre,1002,4810,6,0,4372.93,4.3659,176.9392,223.9545,610.5385
24,PLR133,anticipated_w,pre,1003,4810,8,1,4475.04,-260.8528,291.5867,302.5587,378.7163
25,PLR133,unexpected_b,pre,1003,4810,7,0,4973.172,240.9157,206.3175,359.2482,520.1788
26,PLR133,unexpected_b,pre,1002,4810,8,0,4419.59,327.1347,436.833,597.7146,690.2987
27,PLR133,unexpected_b,pre,1003,4810,9,0,4940.4956,19.5233,89.9225,221.5716,231.2985
28,PLR133,anticipated_b,post,1003,4810,11,1,4637.712,-36.4158,329.3195,562.4267,750.0947
29,PLR133,anticipated_w,pre,1002,4810,9,1,3987.455,-1347.5243,-165.6168,385.4379,671.2803
30,PLR133,anticipated_b,post,1002,4810,12,0,4120.958,330.7662,485.6786,615.6491,653.7836
31,PLR133,unexpected_w,pre,1003,4812,10,0,4568.806,17.9587,90.171,255.2675,509.5028
32,PLR133,anticipated_b,post,1003,4810,13,1,4162.924,170.1222,488.721,651.0424,854.847
33,PLR133,unexpected_w,post,1003,4810,11,0,4883.7739,-48.5552,63.7345,196.9383,404.1274
34,PLR133,unexpected_w,post,1003,4810,12,0,3762.814,-394.5535,-45.835,179.0852,599.3394
35,PLR133,anticipated_w,pre,1003,4812,10,0,3939.904,58.993,416.2293,709.1359,678.8418
36,PLR133,anticipated_b,post,1003,4810,14,0,4214.162,159.8317,428.9598,538.3863,777.5649
37,PLR133,anticipated_w,post,1002,4810,11,0,4552.3924,-134.0562,177.3555,254.6601,414.7232
38,PLR133,unexpected_w,post,1003,4808,13,0,4204.023,68.8441,317.606,500.143,766.332
39,PLR133,anticipated_b,post,1003,4812,15,1,4069.722,290.5198,416.3582,637.5805,859.9419
40,PLR133,anticipated_b,post,1002,4810,16,0,4968.844,162.5657,297.8073,341.677,357.343
41,PLR133,anticipated_w,post,1003,4812,12,0,4548.976,-356.5884,29.2047,205.253,374.7404
42,PLR133,anticipated_b,post,1003,4812,17,0,3840.194,293.3417,542.0119,660.3627,806.9278
43,PLR133,anticipated_w,post,1003,4810,13,1,4686.67,102.0496,144.169,67.6031,328.1409
44,PLR133,unexpected_w,post,1003,4812,14,0,4634.714,51.1841,243.8175,396.3931,557.1305
45,PLR133,unexpected_b,post,1002,4810,15,0,3948.336,497.8195,705.5379,690.7711,832.1283
46,PLR133,anticipated_w,post,1002,4810,14,1,4935.754,149.1746,313.1977,415.1809,97.0947
47,PLR133,anticipated_b,post,1003,4812,18,0,4845.082,-14.8309,24.3844,277.3361,210.9516
48,PLR133,unexpected_b,post,1002,4808,16,0,4870.294,-369.4332,-19.2752,196.3867,341.9413
49,PLR133,anticipated_w,post,1003,4812,15,0,5126.114,113.7835,-48.6913,7.5099,99.0226
50,PLR133,unexpected_w,post,1003,4812,17,0,4316.666,-848.533,-73.5248,221.4348,525.9222
51,PLR133,anticipated_w,post,1002,4812,16,0,4490.829,-278.1399,-6.516,111.4546,141.2971
52,PLR133,unexpected_w,post,1003,4810,18,0,4229.168,-209.3886,43.0887,146.9917,273.6051
53,PLR133,unexpected_w,post,1003,4810,19,0,2761.888,-405.972,-904.8691,-1158.5098,-277.7556
54,PLR133,anticipated_w,post,1002,4810,17,1,3369.08,488.7414,782.2897,1000.6931,902.254
55,PLR133,anticipated_w,post,1003,4812,18,0,4281.278,285.0614,311.6506,569.2073,632.6695
56,PLR133,anticipated_b,post,1002,4810,19,1,3929.944,-66.6025,156.9278,398.7934,629.39
57,PLR133,anticipated_w,post,1002,4810,19,0,4901.114,-81.4165,79.0541,160.0772,215.7242
58,PLR133,anticipated_w,post,1002,4808,20,0,4523.9634,-27.162,-223.26,-88.9445,175.1395
59,PLR133,unexpected_b,post,1002,4810,20,0,4191.412,241.9851,605.7014,734.7267,775.0103
60,PLR133,anticipated_b,post,1002,4810,20,0,4681.378,69.6178,50.1976,-66.4452,238.3342
1,PLR134,anticipated_b,pre,1000,4838,1,1,2699.452,-5.3407,318.3715,374.2161,-167.7965
2,PLR134,anticipated_b,pre,1003,4812,2,1,2079.9376,205.4679,768.0834,839.0939,523.0183
3,PLR134,unexpected_b,pre,1003,4812,1,0,2134.734,192.1799,430.766,119.1252,-320.3075
4,PLR134,unexpected_w,pre,1002,4810,2,1,2397,176.2004,9.2739,193.6345,428.7174
5,PLR134,unexpected_b,pre,1003,4810,3,1,2201.028,-49.6246,-114.0511,-129.5847,-245.6604
6,PLR134,anticipated_w,pre,1002,4810,1,1,2591.134,-239.3567,-65.7138,218.4689,-124.1172
7,PLR134,unexpected_b,pre,1002,4812,4,0,2206.213,-228.9483,-56.4798,-207.3159,-213.0996
8,PLR134,unexpected_b,pre,1002,4810,5,0,1641.39,166.7571,-3.6505,-23.7976,51.9818
9,PLR134,anticipated_b,pre,1002,4810,3,1,1849.634,216.5971,747.0057,353.4374,1029.5236
10,PLR134,anticipated_w,pre,1003,4810,2,1,2216.806,202.381,749.6814,710.1373,213.2759
11,PLR134,anticipated_b,pre,1003,4810,4,0,2808.958,185.3046,273.5273,283.8004,618.2248
12,PLR134,anticipated_w,pre,1003,4812,3,1,2637.358,350.3654,391.1445,156.8605,-454.6731
13,PLR134,unexpected_b,pre,1002,4810,6,0,2278.432,-88.7219,-57.4601,-191.7893,-106.4404
14,PLR134,anticipated_w,pre,1002,4810,4,1,2418.882,519.8365,522.8533,410.3281,760.1201
15,PLR134,unexpected_w,pre,1003,4810,7,0,2473.1835,36.324,203.9866,-538.5974,-963.1457
16,PLR134,anticipated_b,pre,1003,4812,5,0,1728.978,148.814,750.5157,964.3791,1160.6018
17,PLR134,anticipated_b,pre,1003,4810,6,0,2988.337,-45.2041,-182.7273,107.2319,193.392
18,PLR134,anticipated_b,pre,1003,4812,7,0,2132.692,44.5647,165.373,571.6147,355.3395
19,PLR134,anticipated_b,pre,1003,4810,8,0,2928.653,55.8187,-466.3259,47.702,257.0361
20,PLR134,anticipated_w,pre,1003,4808,5,0,1940.418,0.64971,-20.5189,221.7963,546.1093
21,PLR134,anticipated_b,pre,1002,4810,9,0,2306.8994,118.0077,512.0943,836.2056,1354.7707
22,PLR134,unexpected_w,pre,1002,4810,8,0,2782.9108,454.44,376.94,-837.5104,-577.77
23,PLR134,anticipated_w,pre,1003,4812,6,1,2329.758,101.1993,87.1072,-126.4177,33.3449
24,PLR134,unexpected_b,pre,1003,4810,9,0,2966.076,58.0179,-152.9064,-231.5571,-416.3071
25,PLR134,unexpected_b,pre,1003,4810,10,0,2509.206,461.0398,507.9411,-142.6619,-406.7585
26,PLR134,anticipated_w,pre,1003,4812,7,1,2534.4192,-48.1042,398.7195,303.2573,120.6207
27,PLR134,anticipated_b,pre,1002,4810,10,1,2387.088,746.8967,614.8384,363.3574,1309.8973
28,PLR134,anticipated_b,post,1002,4812,11,0,3058.19,-33.1669,-226.1648,-157.6018,-17.8917
29,PLR134,unexpected_b,post,1003,4810,11,0,1742.6812,346.5583,506.2936,547.0394,985.1612
30,PLR134,anticipated_b,post,1003,4812,12,1,2456.024,164.6462,390.3058,364.7512,349.6399
31,PLR134,unexpected_w,post,1002,4810,12,0,2761.044,-97.6553,-457.3009,-929.8213,-814.7814
32,PLR134,anticipated_b,post,1002,4810,13,0,2285.726,72.8538,382.5285,294.2719,397.7131
33,PLR134,anticipated_w,pre,1003,4810,8,0,2826.462,496.7397,64.0527,-61.8381,-144.4515
34,PLR134,anticipated_w,pre,1003,4810,9,0,2790.834,-282.1005,-59.1743,-680.4285,-607.6512
35,PLR134,anticipated_w,pre,1002,4810,10,1,2216.592,-73.6242,401.7609,389.2651,467.9143
36,PLR134,unexpected_w,post,1003,4812,13,0,3455.9529,-892.198,-717.7507,-424.6104,-511.5159
37,PLR134,anticipated_w,post,1003,4812,11,1,2801.422,47.5795,-134.7455,69.516,-260.1363
38,PLR134,anticipated_w,post,1003,4810,12,0,2465.384,231.1275,-195.536,343.0257,379.7736
39,PLR134,anticipated_b,post,1002,4808,14,1,2198.152,531.7653,588.6401,799.2577,1196.0266
40,PLR134,unexpected_w,post,1003,4812,14,0,3711.4723,-9.7937,91.3217,203.6958,-139.1445
41,PLR134,anticipated_w,post,1003,4812,13,0,2816.362,340.9684,81.4741,-252.6575,-49.2465
42,PLR134,anticipated_w,post,1002,4810,14,0,1870.118,-150.865,21.8505,224.2707,71.9009
43,PLR134,anticipated_b,post,1002,4810,15,0,1608.4592,-51.0933,327.4692,573.0102,787.8076
44,PLR134,anticipated_w,post,1002,4808,15,1,2533.3252,29.8168,216.9363,145.679,784.366
45,PLR134,anticipated_w,post,1003,4812,16,0,3504.298,-321.3124,-712.3108,-724.1677,-474.9661
46,PLR134,unexpected_w,post,1003,4812,15,0,1820.5132,392.3986,1032.2914,1670.8776,2135.8103
47,PLR134,unexpected_b,post,1002,4810,16,0,3328.6769,-43.8022,-476.0561,-40.1559,301.613
48,PLR134,anticipated_w,post,1002,4810,17,1,3177.534,375.5868,374.365,624.0806,1219.05
49,PLR134,anticipated_w,post,1003,4812,18,0,2339.188,586.8525,268.589,251.1271,389.8939
50,PLR134,anticipated_b,post,1003,4812,16,0,2371,681.6681,920.9139,897.0294,925.3803
51,PLR134,anticipated_b,post,1003,4810,17,0,3169.252,-197.2038,-746.299,-624.8711,421.0253
52,PLR134,anticipated_b,post,1002,4810,18,0,1399.432,557.6957,993.1232,1143.1688,1079.4798
53,PLR134,anticipated_w,post,1003,4812,19,0,3563.756,348.2398,-126.1155,465.0213,830.6516
54,PLR134,unexpected_w,post,1002,4808,17,0,3740.228,-528.6755,-895.6362,-1123.0767,-837.3961
55,PLR134,anticipated_b,post,1002,4810,19,0,3053.178,206.0384,-229.3608,-139.0477,713.0279
56,PLR134,unexpected_b,post,1003,4812,18,0,2577.848,33.8303,208.6291,480.9734,914.2549
57,PLR134,unexpected_w,post,1002,4810,19,0,3637.89,-504.1747,-578.3648,-570.2745,-527.3774
58,PLR134,anticipated_w,post,1002,4810,20,0,2823.864,383.1581,252.1105,79.4826,-183.677
59,PLR134,anticipated_b,post,1002,4808,20,1,2466.374,617.0143,651.6334,963.1659,1300.8781
60,PLR134,unexpected_w,post,1002,4808,20,0,3397.5349,186.3281,98.3747,-535.2933,-1312.7009
1,PLR135,anticipated_w,pre,1001,4838,1,1,1199.062,160.7006,856.3784,901.3193,921.5073
2,PLR135,anticipated_w,pre,1002,4812,2,1,1922.51,-24.302,473.7211,609.1266,651.3261
3,PLR135,anticipated_w,pre,1003,4812,3,0,2424.022,105.7091,31.8764,-855.3266,-494.6901
4,PLR135,anticipated_b,pre,1002,4810,1,1,1668.482,433.7176,993.2302,1159.3079,800.268
5,PLR135,anticipated_b,pre,1002,4810,2,0,2120.458,-32.4916,330.9937,605.2248,505.5294
6,PLR135,anticipated_w,pre,1002,4808,4,0,1998.846,52.0006,39.217,195.0784,110.9271
7,PLR135,anticipated_b,pre,1003,4810,3,0,1576.206,288.7016,650.1574,442.9873,664.1133
8,PLR135,anticipated_w,pre,1002,4812,5,0,1392.552,355.5656,694.0551,892.2274,914.8051
9,PLR135,unexpected_b,pre,1002,4810,1,0,1700.778,178.7199,589.6611,630.6464,590.8523
10,PLR135,unexpected_w,pre,1002,4810,2,0,1682.5288,-129.7977,422.967,454.8894,441.1316
11,PLR135,anticipated_w,pre,1002,4808,6,0,2265.044,94.9434,316.0016,-2.6764,431.3257
12,PLR135,anticipated_b,pre,1003,4810,4,1,2280.644,108.9232,446.8833,445.3203,313.2699
13,PLR135,anticipated_w,pre,1002,4810,7,1,2702.648,77.1347,-172.6178,-627.0451,-80.2635
14,PLR135,anticipated_b,pre,1002,4810,5,0,2383.258,428.6937,464.7021,592.9689,602.8575
15,PLR135,anticipated_b,pre,1002,4810,6,0,1936.574,-51.6559,330.4756,43.7782,-326.0707
16,PLR135,anticipated_w,pre,1003,4810,8,1,2325.326,-157.6852,242.529,41.611,38.8862
17,PLR135,anticipated_b,pre,1003,4812,7,0,3176.944,321.0644,386.7745,308.0035,511.4909
18,PLR135,anticipated_w,pre,1003,4810,9,0,2171.5,392.9853,471.6115,168.7164,546.9958
19,PLR135,anticipated_b,pre,1003,4812,8,0,1904.332,98.6491,664.71,625.3235,828.7856
20,PLR135,unexpected_w,pre,1002,4810,3,0,2439.524,188.1168,482.6142,23.5915,313.039
21,PLR135,unexpected_b,pre,1002,4808,4,0,2435.312,425.0998,434.6859,362.2027,223.7279
22,PLR135,unexpected_b,pre,1002,4812,5,0,1866.536,225.6741,767.4115,644.4346,918.2623
23,PLR135,unexpected_w,pre,1003,4812,6,0,3019.424,12.9983,-143.2328,-128.3169,-134.9933
24,PLR135,anticipated_b,pre,1002,4810,9,0,1957.608,514.8752,987.6739,495.6896,211.6462
25,PLR135,unexpected_b,pre,1003,4810,7,0,2380.994,141.1452,188.3512,21.8947,161.9493
26,PLR135,anticipated_w,pre,1002,4810,10,0,1478.008,373.7063,660.2921,221.678,521.5907
27,PLR135,unexpected_b,pre,1002,4810,8,0,3020.078,148.0796,202.3401,-103.5495,-1167.8805
28,PLR135,anticipated_w,post,1003,4812,11,0,1968.062,509.7082,254.5346,740.3351,624.0935
29,PLR135,unexpected_w,pre,1002,4810,9,0,2522.608,70.7828,418.1945,104.1693,279.7533
30,PLR135,anticipated_w,post,1002,4810,12,0,2293.8483,-473.8757,13.3807,297.0992,528.2127
31,PLR135,anticipated_b,pre,1003,4812,10,0,2162.676,507.0215,468.0662,86.0946,602.5236
32,PLR135,anticipated_b,post,1003,4810,11,0,2438.946,761.0051,739.1233,1137.5813,1133.6212
33,PLR135,anticipated_b,post,1003,4812,12,0,3278.606,-141.6249,423.1272,524.6839,664.1377
34,PLR135,unexpected_b,pre,1002,4810,10,0,2741.088,-23.4851,129.6746,106.8385,118.3574
35,PLR135,unexpected_w,post,1003,4812,11,0,2394.508,103.6307,229.3244,-91.092,183.6559
36,PLR135,anticipated_b,post,1003,4810,13,0,2179.998,-180.5681,200.5378,253.8928,593.6196
37,PLR135,anticipated_b,post,1003,4810,14,0,2670.334,338.2311,299.1891,497.811,226.6891
38,PLR135,anticipated_w,post,1002,4810,13,1,2775.314,233.9849,332.409,423.0326,554.7763
39,PLR135,unexpected_b,post,1003,4810,12,0,2624.362,218.1443,473.1023,461.6863,571.0351
40,PLR135,unexpected_b,post,1003,4810,13,0,1308.586,-172.6841,503.1115,979.3153,1153.4476
41,PLR135,anticipated_b,post,1002,4810,15,0,1914.3584,92.1878,408.2294,468.8601,517.0366
42,PLR135,anticipated_w,post,1003,4810,14,0,1494.824,375.848,439.9947,601.6823,1140.0226
43,PLR135,unexpected_w,post,1003,4812,14,0,2549.29,297.6365,557.6955,416.794,625.2037
44,PLR135,unexpected_w,post,1002,4810,15,0,3144.062,79.9821,-96.1664,-319.2679,-134.541
45,PLR135,anticipated_b,post,1002,4810,16,1,3172.684,148.5912,199.0702,264.3412,113.3706
46,PLR135,unexpected_w,post,1002,4810,16,0,2749.728,242.5262,621.4758,904.3917,905.5955
47,PLR135,unexpected_w,post,1002,4808,17,0,2673.672,58.8914,-243.9772,50.933,410.7272
48,PLR135,unexpected_w,post,1003,4812,18,0,2268.934,-27.9767,292.1647,584.7362,576.3181
49,PLR135,unexpected_b,post,1003,4812,19,0,2360.425,-935.9485,-660.7887,-485.9712,-71.4586
50,PLR135,unexpected_b,post,1003,4812,20,0,1636.8656,174.0546,648.4201,997.9558,1158.6932
51,PLR135,anticipated_w,post,1002,4810,15,0,2090.552,163.0144,81.0476,-301.51,182.2043
52,PLR135,anticipated_w,post,1002,4810,16,1,2288.576,412.2937,719.6614,262.0543,279.8547
53,PLR135,anticipated_b,post,1002,4810,17,0,2888.444,17.1727,-192.254,-1022.6226,-1087.5785
54,PLR135,anticipated_w,post,1002,4810,17,0,1995.048,-394.8799,-51.6982,-308.9009,303.6726
55,PLR135,anticipated_w,post,1002,4810,18,0,1777.764,389.5238,936.4524,774.6919,911.3599
56,PLR135,anticipated_w,post,1003,4810,19,0,2175.516,226.8159,599.7319,817.755,576.9861
57,PLR135,anticipated_b,post,1002,4810,18,0,2295.974,40.6033,150.7559,476.4468,711.3306
58,PLR135,anticipated_b,post,1003,4808,19,0,2791.4,117.0168,-13.6689,386.934,302.0118
59,PLR135,anticipated_w,post,1003,4812,20,0,2671.252,239.0421,462.143,622.3446,482.1241
60,PLR135,anticipated_b,post,1002,4810,20,0,2370.6059,-201.2584,129.3015,219.9592,406.247
1,PLR136,anticipated_b,pre,1000,4838,1,1,3731.8037,-97.0128,-282.016,-182.1819,-144.9133
2,PLR136,unexpected_b,pre,1003,4814,1,1,3459.0961,-206.0857,-163.224,-89.9469,-152.6423
3,PLR136,anticipated_b,pre,1003,4812,2,1,2869.8067,133.4084,97.2757,259.9622,331.1408
4,PLR136,anticipated_w,pre,1002,4814,1,1,1929.6292,-30.6271,576.4329,924.3162,757.4086
5,PLR136,anticipated_b,pre,1002,4808,3,0,2612.0912,186.5928,269.495,601.9549,463.6948
6,PLR136,anticipated_w,pre,1002,4808,2,1,2869.1474,49.5513,-90.0783,216.8169,473.5207
7,PLR136,unexpected_w,pre,1003,4810,2,0,2377.262,12.7401,375.3011,583.8178,478.2611
8,PLR136,anticipated_b,pre,1003,4812,4,1,2120.9884,209.6772,562.2906,636.9003,8.1692
9,PLR136,anticipated_b,pre,1002,4808,5,1,3133.4816,17.9588,180.3388,-34.8926,-404.0363
10,PLR136,anticipated_b,pre,1003,4808,6,0,2684.5114,12.2162,157.6768,114.7197,375.537
11,PLR136,anticipated_b,pre,1002,4810,7,0,2480.34,-505.2276,-144.2282,66.7025,132.7755
12,PLR136,anticipated_w,pre,1002,4810,3,0,2101.738,-6.8556,384.5175,832.5205,884.8272
13,PLR136,anticipated_w,pre,1003,4812,4,0,1671.682,278.5638,406.5851,378.4295,484.3978
14,PLR136,anticipated_b,pre,1002,4810,8,0,1783.1592,-82.6886,186.0074,-76.9344,473.2905
15,PLR136,anticipated_w,pre,1003,4810,5,1,2367.854,135.5976,397.8198,352.7322,-210.1775
16,PLR136,unexpected_b,pre,1002,4810,3,0,1985.682,82.8944,445.8302,679.6079,762.9816
17,PLR136,anticipated_b,pre,1003,4812,9,0,2224.8567,-47.7809,327.7525,360.1517,301.8429
18,PLR136,anticipated_b,pre,1003,4810,10,0,3084.6948,285.9733,365.6476,138.2265,-58.2263
19,PLR136,unexpected_w,pre,1002,4810,4,0,3020.0183,145.6694,99.3798,396.988,637.2107
20,PLR136,anticipated_b,post,1003,4810,11,1,2502.5349,63.3654,223.5533,-270.1189,-343.1021
21,PLR136,unexpected_b,pre,1003,4812,5,0,3251.21,207.7459,204.3047,146.6902,209.8152
