trialNumber,subid,condition,pre_post,cueTime,bgcTime,trialprog,feedback,baseline,window1,window2,window3,window4
26,PLR114,anticipated_b,post,1002,4808,12,0,2641.23,128.3456,422.7994,492.6208,789.9423
27,PLR114,unexpected_w,pre,1003,4812,8,0,3185.93,27.7087,122.6288,-44.4741,86.6414
28,PLR114,anticipated_b,post,1002,4810,13,0,2012.824,289.3021,557.5647,655.5331,818.4113
29,PLR114,anticipated_w,pre,1002,4810,8,0,3167.196,-115.175,-210.6981,-672.446,-224.9691
30,PLR114,unexpected_b,pre,1002,4810,9,0,2280.792,318.4811,644.3488,635.6408,642.6765
31,PLR114,unexpected_w,pre,1003,4808,10,0,3066.998,-491.1304,-659.1556,-558.0568,-208.7711
32,PLR114,anticipated_w,pre,1002,4810,9,0,2255.162,335.7781,264.7771,457.3275,212.4388
33,PLR114,anticipated_b,post,1003,4810,14,0,1522.73,597.2679,1076.2007,1208.7658,1128.312
34,PLR114,anticipated_w,pre,1002,4810,10,0,3024.142,58.3559,-39.5012,135.2172,356.9441
35,PLR114,anticipated_w,post,1002,4812,11,0,2244.476,221.1311,609.6522,319.0744,-327.9466
36,PLR114,anticipated_w,post,1003,4810,12,0,1443.366,455.0941,809.4428,769.3147,404.0437
37,PLR114,anticipated_w,post,1003,4810,13,0,1992.202,99.2014,302.0564,256.0984,125.6677
38,PLR114,anticipated_w,post,1003,4812,14,0,1479.57,274.3376,547.4993,466.2283,133.6464
39,PLR114,anticipated_b,post,1003,4812,15,0,1869.508,332.8565,301.6317,506.2504,945.4941
40,PLR114,unexpected_b,post,1002,4810,11,0,2932.932,231.1575,189.1584,164.1856,431.5029
41,PLR114,unexpected_w,post,1003,4812,12,0,2968.32,-167.8726,-18.1792,-154.0091,300.0476
42,PLR114,anticipated_w,post,1003,4810,15,0,2700.996,178.8797,177.7183,263.4494,-433.9813
43,PLR114,anticipated_w,post,1002,4810,16,0,2614.632,45.0508,373.7777,376.8071,-70.5585
44,PLR114,unexpected_w,post,1002,4810,13,0,1816.03,394.0036,519.4506,224.4385,551.3692
45,PLR114,anticipated_w,post,1152,4960,17,0,2468.8492,546.2387,685.1741,789.7411,749.7853
46,PLR114,unexpected_b,post,1003,4812,14,0,3172.738,89.8072,-303.1278,-312.2233,146.9511
47,PLR114,unexpected_w,post,1003,4810,15,0,3196.614,85.3692,84.5268,-137.9165,-326.3808
48,PLR114,unexpected_b,post,1002,4808,16,0,1495.266,528.6333,833.5289,866.4252,481.0239
49,PLR114,anticipated_b,post,1002,4810,16,0,3007.066,-205.2446,-836.2383,-884.1857,-501.1185
50,PLR114,anticipated_b,post,1003,4814,17,0,2741.74,-190.2967,-308.4774,-421.0782,-179.8408
51,PLR114,unexpected_b,post,1002,4810,17,0,2691.954,161.2477,49.4189,-246.5254,-86.1053
52,PLR114,anticipated_w,post,1003,4812,18,0,2786.464,236.3637,150.8889,-144.4955,31.9814
53,PLR114,unexpected_b,post,1003,4810,18,0,1922.586,253.8447,604.7711,655.2333,234.3909
54,PLR114,anticipated_w,post,1002,4810,19,0,2067.334,-125.5483,-362.8143,-510.4537,10.4391
55,PLR114,unexpected_b,post,1003,4810,19,0,1173.606,512.7448,853.3625,912.1503,957.1755
56,PLR114,unexpected_w,post,1003,4812,20,0,2572.456,-36.6181,-497.0624,-802.3853,-596.6538
57,PLR114,anticipated_b,post,1003,4812,18,0,1635.284,408.3336,731.674,801.0227,732.6551
58,PLR114,anticipated_b,post,1002,4810,19,0,2483.122,-81.4875,-138.9581,-414.8615,-203.4434
59,PLR114,anticipated_b,post,1002,4808,20,0,2719.168,113.5064,290.5799,142.0169,341.1051
60,PLR114,anticipated_w,post,1002,4810,20,1,2573.278,-28.6351,344.659,261.8375,398.6506
1,PLR115,anticipated_w,pre,1001,4838,1,1,4679.7688,175.8131,459.8551,541.7942,340.061
2,PLR115,unexpected_b,pre,1002,4810,1,1,4578.852,-149.9633,379.5283,662.1018,135.3332
3,PLR115,anticipated_w,pre,1002,4810,2,1,4631.907,-23.1843,425.3262,476.7947,579.3262
4,PLR115,unexpected_w,pre,1002,4810,2,0,4586.276,135.7156,184.5013,320.8416,562.7786
5,PLR115,anticipated_w,pre,1002,4810,3,1,4225.364,272.7242,498.3471,820.1234,1051.1633
6,PLR115,unexpected_w,pre,1002,4810,3,0,4838.862,177.2073,366.7535,394.3922,411.1821
7,PLR115,anticipated_w,pre,1002,4810,4,0,3889.672,247.723,339.5465,687.1578,977.433
8,PLR115,anticipated_b,pre,1003,4812,1,0,3911.9088,72.0891,578.6647,881.982,996.4189
9,PLR115,unexpected_b,pre,1003,4812,4,0,4050.558,41.5323,294.8286,66.1226,-92.6
10,PLR115,anticipated_b,pre,1003,4810,2,0,3746.633,548.3923,986.5742,1249.3565,1485.7325
11,PLR115,anticipated_w,pre,1003,4810,5,1,4196.302,193.3093,261.156,-549.8209,-90.8377
12,PLR115,anticipated_b,pre,1002,4810,3,0,3974.278,438.5035,501.5035,149.6443,58.4699
13,PLR115,anticipated_w,pre,1003,4812,6,0,3442.92,87.0656,272.5707,133.1581,608.1682
14,PLR115,anticipated_b,pre,1002,4810,4,0,4430.422,65.5885,56.9729,-229.652,168.4267
15,PLR115,unexpected_b,pre,1003,4812,5,0,4081.784,107.4492,342.0462,-425.9227,37.5857
16,PLR115,anticipated_b,pre,1003,4810,5,1,3991.59,313.4625,549.3869,656.7335,818.6243
17,PLR115,anticipated_b,pre,1003,4810,6,0,4794.967,-90.8536,174.1506,258.8229,279.6044
18,PLR115,anticipated_w,pre,1003,4812,7,0,4061.372,311.433,131.0931,200.3738,480.607
19,PLR115,anticipated_w,pre,1003,4810,8,0,4181.554,-868.3523,-373.5807,-791.5275,-378.4553
20,PLR115,unexpected_w,pre,1003,4810,6,0,3944.219,135.9896,-96.1096,-394.1822,-103.6473
21,PLR115,anticipated_b,pre,1003,4808,7,0,4185.624,327.7584,283.8734,548.3634,730.6428
22,PLR115,anticipated_b,pre,1002,4810,8,0,4298.512,-74.6927,227.176,-408.1948,-385.0582
23,PLR115,unexpected_b,pre,1003,4812,7,0,3797.892,162.9798,451.5964,-142.8458,368.9988
24,PLR115,anticipated_w,pre,1002,4812,9,0,4759.312,232.0767,507.8119,382.2111,443.9422
25,PLR115,anticipated_b,pre,1003,4812,9,0,4130.9,149.6882,294.705,7.5685,-71.3916
26,PLR115,anticipated_b,pre,1003,4812,10,0,4728.415,284.3094,458.5283,471.5766,250.73
27,PLR115,unexpected_b,pre,1002,4810,8,0,3809.868,552.6404,1010.4765,933.9177,1059.6866
28,PLR115,unexpected_b,pre,1003,4808,9,0,3987.5574,184.8985,696.8816,479.6169,608.4069
29,PLR115,anticipated_b,post,1003,4812,11,0,4206.578,319.682,448.9233,461.193,705.1132
30,PLR115,anticipated_w,pre,1002,4812,10,0,4349.244,-303.0864,-215.7902,-45.8259,265.1552
31,PLR115,anticipated_w,post,1003,4812,11,0,4071.76,115.5635,292.8492,206.3135,433.6245
32,PLR115,anticipated_b,post,1002,4812,12,0,4078.194,107.6088,-113.7558,-1014.0141,-542.1288
33,PLR115,unexpected_w,pre,1003,4810,10,0,4321.3262,-57.8535,263.2579,135.2904,-243.4192
34,PLR115,anticipated_b,post,1002,4808,13,0,4493.916,32.4952,135.8492,9.4243,356.6323
35,PLR115,anticipated_w,post,1003,4812,12,1,3935.458,283.6196,446.0567,682.6638,1109.2227
36,PLR115,anticipated_w,post,1002,4810,13,0,3880.506,331.0066,740.1065,506.5556,639.3616
37,PLR115,anticipated_b,post,1002,4810,14,0,3769.8562,381.7986,650.3749,-78.0285,151.6774
38,PLR115,anticipated_b,post,1002,4810,15,0,3838.898,90.4848,162.4731,-484.5146,190.2386
39,PLR115,anticipated_w,post,1002,4808,14,0,2968.262,332.5027,748.0552,1277.7653,1547.6519
40,PLR115,unexpected_w,post,1003,4812,11,0,4064.0319,178.2901,296.3441,246.8567,593.7013
41,PLR115,anticipated_b,post,1002,4810,16,0,4576.288,-372.683,-134.4949,-446.0779,-120.3363
42,PLR115,anticipated_w,post,1003,4812,15,0,4009.382,374.7188,625.3974,452.9121,748.1579
43,PLR115,unexpected_b,post,1002,4810,12,0,4282.8,210.7315,325.2672,328.366,425.0655
44,PLR115,unexpected_w,post,1003,4808,13,0,4107.678,249.4039,121.1349,239.4589,340.9018
45,PLR115,unexpected_b,post,1002,4810,14,0,3799.9876,-40.4708,255.5691,346.6931,414.5964
46,PLR115,anticipated_w,post,1002,4810,16,0,3549.396,140.6166,535.9548,785.9422,944.9716
47,PLR115,unexpected_b,post,1003,4812,15,0,3857.36,123.4865,317.8298,163.0959,480.8333
48,PLR115,anticipated_b,post,1002,4810,17,0,4239.838,-203.58,-67.4196,53.8301,368.9624
49,PLR115,anticipated_w,post,1002,4810,17,0,3929.9979,352.2178,713.5759,856.1114,778.6072
50,PLR115,anticipated_w,post,1003,4810,18,0,4022.838,257.1557,140.2796,283.767,624.5107
51,PLR115,anticipated_b,post,1002,4810,18,0,3975.9563,-125.5101,59.1115,-163.5592,226.1467
52,PLR115,unexpected_w,post,1002,4810,16,0,2324.4986,251.0984,665.4762,923.4888,1392.7892
53,PLR115,anticipated_w,post,1003,4810,19,0,3927.305,-597.4941,-171.6768,438.1194,216.8295
54,PLR115,unexpected_w,post,1002,4810,17,0,4087.582,282.5118,-128.2192,-847.352,-536.5526
55,PLR115,anticipated_b,post,1002,4808,19,0,3777.294,-20.1595,535.6598,409.04,-152.1238
56,PLR115,anticipated_b,post,1003,4810,20,0,4132.502,17.1104,-224.7757,-313.9724,343.1556
57,PLR115,unexpected_w,post,1003,4812,18,0,3961.666,261.9228,341.4888,434.7857,633.8844
58,PLR115,anticipated_w,post,1003,4812,20,0,4086.494,221.422,300.089,28.0312,261.0648
59,PLR115,unexpected_b,post,1003,4812,19,0,3824.906,-88.4921,-296.4543,-64.5531,37.7116
60,PLR115,unexpected_w,post,1003,4810,20,0,3866.532,300.7033,178.1204,-22.0784,-142.5034
1,PLR116,anticipated_w,pre,1000,4838,1,1,2756.0587,-895.2037,-914.544,-357.418,-115.4327
2,PLR116,unexpected_w,pre,1002,4810,1,1,2411.132,-281.3715,-200.4324,5.3743,216.326
3,PLR116,unexpected_b,pre,1003,4810,2,1,1324.103,-163.9312,453.6113,1069.9201,667.7226
4,PLR116,anticipated_b,pre,1002,4810,1,1,2297.344,-247.4869,7.1875,240.6959,-73.8524
5,PLR116,anticipated_w,pre,1002,4808,2,0,2540.084,-34.2058,-153.7143,179.3488,4.8215
6,PLR116,anticipated_b,pre,1003,4810,2,0,1765.572,353.157,604.5519,673.844,781.8146
7,PLR116,anticipated_w,pre,1003,4812,3,0,1948.8315,-68.6466,175.1475,-133.3693,33.8975
8,PLR116,anticipated_b,pre,1003,4812,3,0,1736.868,15.3715,353.9742,230.3505,418.5249
9,PLR116,anticipated_b,pre,1003,4812,4,0,1815.874,-193.4202,242.1482,406.4999,195.5945
10,PLR116,anticipated_b,pre,1003,4812,5,0,2106.782,-306.7736,-377.9375,-38.927,-38.8786
11,PLR116,anticipated_b,pre,1002,4808,6,0,1845.564,160.0578,80.2385,-214.1522,-524.1396
12,PLR116,unexpected_w,pre,1003,4810,3,0,1714.44,72.1335,274.587,234.4213,459.7722
13,PLR116,anticipated_w,pre,1003,4812,4,1,1787.754,194.2145,365.0755,569.5443,568.0779
14,PLR116,anticipated_b,pre,1003,4810,7,0,1917.5592,273.4934,249.5627,544.9661,799.2875
15,PLR116,anticipated_w,pre,1003,4812,5,1,1922.032,-73.0551,-51.0278,419.447,464.2243
16,PLR116,unexpected_w,pre,1003,4810,4,0,2037.66,73.2959,-73.5403,291.735,523.6887
17,PLR116,unexpected_b,pre,1002,4810,5,0,1660.14,191.8019,171.0905,233.4566,11.0743
18,PLR116,unexpected_b,pre,1002,4810,6,0,1997.4282,214.5676,293.1579,536.8407,359.0235
19,PLR116,anticipated_w,pre,1002,4812,6,1,2076.1392,-473.7526,-273.4501,-0.025755,199.7852
20,PLR116,anticipated_b,pre,1003,4812,8,0,2174.628,-181.9431,-181.1595,257.6367,-161.1868
21,PLR116,anticipated_b,pre,1002,4808,9,0,1908.49,80.7558,199.6192,160.3861,-440.2148
22,PLR116,anticipated_b,pre,1003,4812,10,0,1783.038,68.8423,223.4879,372.4053,720.9599
23,PLR116,unexpected_b,pre,1002,4810,7,0,2696.5486,20.2645,-68.7849,60.0544,229.2918
24,PLR116,unexpected_b,pre,1002,4810,8,0,2576.934,-935.2218,-680.7239,-478.142,-298.2911
25,PLR116,anticipated_w,pre,1003,4810,7,0,1377.4084,-14.3328,535.6609,803.9424,1085.6084
26,PLR116,anticipated_b,post,1002,4808,11,0,1827.032,216.1067,426.3798,426.7999,298.7684
27,PLR116,anticipated_b,post,1003,4812,12,0,2213.039,20.0702,165.4841,330.3644,534.5345
28,PLR116,unexpected_w,pre,1003,4812,9,0,2003.936,-351.0221,-188.3856,-170.3667,29.8434
29,PLR116,anticipated_w,pre,1002,4810,8,0,1523.0166,209.7571,331.2292,529.8573,-8.6301
30,PLR116,unexpected_w,pre,1003,4812,10,0,1728.748,-140.4476,118.8444,-235.3846,-500.6724
31,PLR116,anticipated_b,post,1003,4810,13,1,1974.3836,90.3645,162.3614,69.3155,139.2193
32,PLR116,anticipated_w,pre,1002,4810,9,1,2419.9579,52.2407,-368.5762,-199.3844,-167.4012
33,PLR116,anticipated_w,pre,1003,4812,10,1,2308.364,-31.5594,-15.6539,61.6822,179.1591
34,PLR116,unexpected_w,post,1003,4810,11,0,2069.33,132.9809,-121.0086,-158.2817,197.8927
35,PLR116,unexpected_b,post,1002,4810,12,0,2119.6831,206.2966,291.6698,342.5144,425.3757
36,PLR116,unexpected_w,post,1002,4808,13,0,2185.1708,185.8512,142.3606,34.0805,-42.8116
37,PLR116,anticipated_b,post,1003,4812,14,1,2031.508,-25.2013,293.0949,571.5088,438.1496
38,PLR116,anticipated_w,post,1002,4810,11,0,2433.226,-449.6252,-201.7386,82.1227,389.1564
39,PLR116,unexpected_b,post,1002,4812,14,0,1898.86,113.077,234.8018,68.4089,386.5518
40,PLR116,anticipated_w,post,1003,4812,12,0,1592.91,316.2161,648.798,998.0753,1332.1635
41,PLR116,unexpected_b,post,1003,4808,15,0,2401.15,-20.2361,-129.6253,-514.2487,-56.0387
42,PLR116,unexpected_b,post,1002,4810,16,0,1818.564,391.373,392.5821,83.0452,261.5032
43,PLR116,anticipated_w,post,1003,4810,13,1,1871.6976,-123.7312,352.7877,572.0293,497.878
44,PLR116,anticipated_b,post,1003,4812,15,0,2197.576,-130.1768,-160.1894,216.8631,368.1866
45,PLR116,anticipated_b,post,1003,4812,16,0,1833.86,170.4152,187.0896,-143.4692,-600.3621
46,PLR116,anticipated_w,post,1003,4810,14,0,1792.794,-80.0839,48.9812,214.0842,37.0442
47,PLR116,anticipated_b,post,1003,4810,17,0,2096.8,120.2525,128.6013,175.3807,315.0172
48,PLR116,anticipated_w,post,1003,4812,15,0,1886.944,391.6442,394.0559,509.3039,566.4321
49,PLR116,unexpected_w,post,1003,4812,17,0,2071.524,-29.6984,-26.2697,66.9739,22.9823
50,PLR116,anticipated_w,post,1002,4810,16,0,1754.5708,378.4208,549.9481,621.4586,602.0342
51,PLR116,unexpected_w,post,1003,4812,18,0,1876.385,-2.9837,8.3104,75.0163,96.8629
52,PLR116,anticipated_w,post,1003,4810,17,0,1494.712,357.6346,538.0527,589.0947,225.4204
53,PLR116,anticipated_w,post,1003,4812,18,0,1443.674,122.2147,133.3071,132.889,215.4899
54,PLR116,anticipated_w,post,1003,4812,19,1,1922.554,-434.5372,-710.0876,-372.3796,-68.7284
55,PLR116,anticipated_b,post,1003,4812,18,1,2312.146,-434.8587,-713.0767,-213.7468,-27.2384
56,PLR116,anticipated_w,post,1002,4810,20,0,2009.944,-525.617,-628.2184,-521.8915,-243.3306
57,PLR116,anticipated_b,post,1002,4808,19,1,2009.838,-164.8905,-103.1111,102.6788,217.3658
58,PLR116,anticipated_b,post,1002,4810,20,0,1883.244,-180.8643,-542.0451,-319.5927,-188.349
59,PLR116,unexpected_w,post,1003,4810,19,0,1594.892,-159.7723,21.4315,273.9546,411.9693
60,PLR116,unexpected_b,post,1002,4812,20,0,1981.548,-439.1335,-259.5954,-365.2266,-75.3148
1,PLR117,unexpected_b,pre,1001,4838,1,1,2284.802,6.2169,333.3241,243.0867,127.3955
2,PLR117,anticipated_b,pre,1002,4810,1,1,1933.7081,358.3486,525.3431,649.6114,680.616
3,PLR117,anticipated_w,pre,1003,4812,1,1,2242.748,187.4642,115.6449,315.0377,217.4663
4,PLR117,anticipated_b,pre,1002,4810,2,1,2052.116,-61.6244,342.9539,186.3609,342.7306
5,PLR117,unexpected_w,pre,1002,4810,2,0,2100.3972,103.6574,155.6658,-11.9581,-211.3825
6,PLR117,anticipated_w,pre,1003,4810,2,0,1971.796,229.6641,309.1263,524.5046,650.3847
7,PLR117,anticipated_w,pre,1003,4812,3,0,1945.986,135.201,308.2535,139.9426,370.0182
8,PLR117,anticipated_b,pre,1002,4810,3,0,2202.3163,-148.539,78.4664,100.8847,106.877
9,PLR117,anticipated_w,pre,1003,4810,4,0,2355.8392,-172.8811,-34.7415,-39.2972,-23.7111
10,PLR117,anticipated_b,pre,1002,4812,4,0,1684.512,-57.1612,28.8577,213.4166,411.5279
11,PLR117,unexpected_b,pre,1002,4808,3,0,1844.41,-4.4457,270.83,386.7224,361.2434
12,PLR117,anticipated_w,pre,1002,4810,5,1,1712.918,185.2354,500.4519,425.7774,696.3593
13,PLR117,anticipated_b,pre,1002,4810,5,1,1955.132,75.1348,57.763,281.91,317.4709
14,PLR117,unexpected_w,pre,1003,4810,4,0,1839.634,198.6076,171.0047,150.7063,349.0341
15,PLR117,anticipated_w,pre,1002,4808,6,0,1721.868,76.5228,355.4912,451.403,328.1278
16,PLR117,anticipated_b,pre,1003,4810,6,0,2016.476,-11.0012,122.566,-6.2911,-15.7512
17,PLR117,anticipated_w,pre,1002,4810,7,1,1686.854,182.396,65.6691,-166.5116,-28.5431
18,PLR117,unexpected_b,pre,1002,4810,5,0,1831.158,-5.3744,366.967,270.1781,274.5542
19,PLR117,unexpected_b,pre,1002,4810,6,0,1898.698,-93.5215,-6.8865,-24.5467,273.2159
20,PLR117,anticipated_b,pre,1003,4810,7,0,1982.548,-192.7245,11.8365,291.2377,155.1684
21,PLR117,anticipated_b,pre,1002,4808,8,1,1830.302,60.99,396.0825,217.2148,475.2778
22,PLR117,anticipated_b,pre,1003,4812,9,0,2037.981,-175.689,-132.1701,132.5673,123.9875
23,PLR117,anticipated_w,pre,1003,4812,8,0,1905.422,80.0444,216.8616,100.6704,164.3637
24,PLR117,anticipated_w,pre,1003,4812,9,0,1625.098,336.6319,270.5154,543.7928,570.5625
25,PLR117,unexpected_w,pre,1002,4810,7,0,1946.417,-72.2992,-138.014,69.4654,-118.8351
26,PLR117,anticipated_b,pre,1002,4808,10,1,1798.942,-121.0449,312.6592,429.9551,486.5832
27,PLR117,anticipated_b,post,1002,4810,11,0,1794.612,64.9195,137.4206,224.4867,259.5162
28,PLR117,anticipated_w,pre,1003,4810,10,0,1714.342,162.6009,25.5389,-28.2328,339.5172
29,PLR117,anticipated_b,post,1003,4812,12,1,1966.78,-92.8388,-108.0321,-53.9964,150.2263
30,PLR117,anticipated_w,post,1002,4810,11,0,1829.9807,-75.9526,105.1181,173.179,63.6874
31,PLR117,anticipated_w,post,1003,4808,12,0,1946.2777,28.8421,86.0301,165.3715,127.3085
32,PLR117,anticipated_w,post,1003,4812,13,0,1792.817,-126.7225,284.8973,287.0843,313.6977
33,PLR117,unexpected_b,pre,1003,4810,8,0,1749.718,-82.2012,373.3125,349.6854,297.3261
34,PLR117,unexpected_b,pre,1003,4812,9,0,1967.482,-35.9064,34.0348,3.4109,135.0915
35,PLR117,unexpected_b,pre,1002,4810,10,0,1763.028,111.1527,111.9477,218.2031,245.7577
36,PLR117,anticipated_w,post,1002,4808,14,0,2088.354,-258.7237,-160.0221,8.2952,-121.1292
37,PLR117,unexpected_w,post,1003,4810,11,0,1865.032,151.0319,174.1502,159.1907,228.1655
38,PLR117,anticipated_b,post,1002,4810,13,1,1571.382,275.5151,556.7333,438.4289,378.7062
39,PLR117,unexpected_w,post,1002,4810,12,0,1799.234,126.4971,123.3143,56.4425,303.2387
40,PLR117,anticipated_w,post,1003,4812,15,0,2006.668,-110.0906,-14.0577,44.4454,162.3572
41,PLR117,unexpected_w,post,1002,4808,13,0,1981.4768,222.2249,190.401,60.6002,189.2438
42,PLR117,anticipated_b,post,1003,4810,14,1,1821.218,226.8996,340.7483,493.8219,650.282
43,PLR117,unexpected_b,post,1003,4810,14,0,2264.1682,-252.3371,-82.2818,-238.2355,-84.4161
44,PLR117,anticipated_b,post,1003,4812,15,0,1667.684,95.1918,201.8158,-2.7743,114.4294
45,PLR117,anticipated_b,post,1002,4810,16,0,1840.01,-89.9963,19.4229,-17.5457,134.3766
46,PLR117,unexpected_w,post,1003,4808,15,0,1858.545,-116.3794,-14.2053,38.4088,188.3857
47,PLR117,anticipated_w,post,1002,4812,16,0,1895.8331,-23.4381,27.2968,-24.7764,-36.2196
48,PLR117,anticipated_w,post,1002,4810,17,0,1696.962,66.4176,17.2187,-50.6196,75.9246
49,PLR117,anticipated_b,post,1002,4812,17,0,2020.913,-132.1424,-183.0639,-200.476,-11.0475
50,PLR117,anticipated_b,post,1003,4812,18,0,1955.24,161.9386,239.6466,74.1697,352.7243
51,PLR117,unexpected_w,post,1002,4808,16,0,1802.87,237.8023,230.8537,307.4934,335.9136
52,PLR117,unexpected_w,post,1003,4810,17,0,1869.442,49.9866,184.2886,243.3185,185.5769
53,PLR117,unexpected_b,post,1003,4810,18,0,1980.7314,-88.2227,137.0283,294.2056,55.9892
54,PLR117,anticipated_b,post,1002,4810,19,1,2170.82,-198.8052,-185.377,-90.299,13.9678
55,PLR117,anticipated_w,post,1003,4810,18,0,1971.007,-176.3599,-69.3999,-14.9356,231.0602
56,PLR117,unexpected_w,post,1003,4810,19,0,1825.288,79.8022,198.2044,479.6596,503.6343
57,PLR117,unexpected_b,post,1003,4810,20,0,2017.771,145.4349,148.7042,179.6772,264.437
58,PLR117,anticipated_w,post,1003,4812,19,0,1864.494,-34.4646,156.3812,377.4139,320.5669
59,PLR117,anticipated_w,post,1003,4812,20,0,2157.41,-111.6537,-18.9037,-89.9415,-189.5928
60,PLR117,anticipated_b,post,1002,4810,20,0,2133.332,-41.3698,62.897,-75.0505,-52.0925
1,PLR118,anticipated_b,pre,1000,4870,1,1,3043.66,-672.8449,-248.0318,488.9818,653.1719
2,PLR118,unexpected_w,pre,1003,4812,1,1,3538.7535,-64.3144,250.9587,206.9944,-69.2514
3,PLR118,anticipated_w,pre,1003,4812,1,0,2863.652,-29.1331,80.0707,698.4888,963.7219
4,PLR118,unexpected_b,pre,1002,4810,2,0,3680.1852,13.0036,167.8799,91.5458,-158.3806
5,PLR118,anticipated_b,pre,1003,4808,2,0,4042.6224,-107.1072,-230.067,210.6507,-90.719
6,PLR118,unexpected_w,pre,1002,4810,3,0,3405.278,-140.6971,-354.4062,-132.9923,-330.8032
7,PLR118,anticipated_b,pre,1002,4812,3,0,2724.742,-157.8176,-92.2798,300.2811,784.508
8,PLR118,unexpected_w,pre,1003,4812,4,0,2962.23,-492.5201,17.2139,280.4948,-375.8014
9,PLR118,anticipated_w,pre,1003,4812,2,0,3260.728,-160.373,-31.8372,314.6712,497.0094
10,PLR118,anticipated_w,pre,1003,4810,3,1,3247.254,-14.6784,-82.0056,389.4771,310.2355
11,PLR118,anticipated_w,pre,1002,4812,4,1,2363.694,23.6421,727.2829,834.098,697.6905
12,PLR118,anticipated_b,pre,1002,4810,4,0,2503.446,468.2158,789.6503,574.4195,690.8082
13,PLR118,unexpected_w,pre,1003,4812,5,0,3251.696,-549.0027,-872.2388,-242.1141,315.4343
14,PLR118,anticipated_b,pre,1003,4810,5,0,2198.664,281.6385,740.0105,969.4137,1208.6553
15,PLR118,anticipated_w,pre,1003,4810,5,1,1868.922,189.6977,604.7335,1078.2167,1254.9667
16,PLR118,unexpected_b,pre,1002,4812,6,0,2100.966,142.007,377.6138,419.7252,-129.2433
17,PLR118,anticipated_b,pre,1003,4812,6,1,2155.092,193.4836,542.7588,767.4479,866.5572
18,PLR118,anticipated_w,pre,1003,4810,6,1,3132.8,-692.0785,-942.0909,-340.6676,343.742
19,PLR118,anticipated_b,pre,1002,4810,7,0,2689.708,568.8543,514.3444,549.8193,-81.8887
20,PLR118,anticipated_w,pre,1003,4810,7,1,3190.818,-608.6439,-750.1604,-654.6331,-249.026
21,PLR118,anticipated_w,pre,1002,4810,8,0,2592.134,367.1412,573.6979,572.3219,375.011
22,PLR118,anticipated_b,pre,1002,4812,8,0,4140.318,-1212.9672,-1179.5138,-849.6226,-351.0365
23,PLR118,anticipated_w,pre,1003,4808,9,0,3554.8908,452.8046,492.6502,247.7268,374.4348
24,PLR118,anticipated_b,pre,1002,4810,9,0,3290.39,212.2577,92.0596,241.7003,706.7087
25,PLR118,anticipated_b,pre,1002,4812,10,0,3041.24,-87.1917,141.8041,561.3945,647.3797
26,PLR118,anticipated_b,post,1002,4810,11,0,3557.604,-124.4002,-617.499,-632.7784,-441.8708
27,PLR118,anticipated_b,post,1003,4812,12,0,2887.954,440.3338,543.4142,552.3673,973.1594
28,PLR118,anticipated_w,pre,1003,4810,10,0,2155.158,256.697,537.9596,825.6004,1195.7096
29,PLR118,anticipated_w,post,1002,4812,11,0,3332.318,64.516,49.4845,284.369,705.3059
30,PLR118,anticipated_b,post,1002,4810,13,0,3303.886,-150.4364,-524.6234,-942.5415,-722.4091
31,PLR118,anticipated_w,post,1003,4810,12,0,2944.692,-280.4018,-742.8372,-408.1206,290.5832
32,PLR118,unexpected_b,pre,1003,4812,7,0,2778.186,-169.4654,-45.0592,228.7132,404.5892
33,PLR118,anticipated_b,post,1002,4810,14,0,2546.884,-113.9533,205.3849,713.4059,970.4626
34,PLR118,anticipated_w,post,1003,4810,13,0,2573.45,98.9828,63.466,663.445,922.9092
35,PLR118,unexpected_w,pre,1002,4812,8,0,3352.764,275.7409,438.2201,420.1436,744.1625
36,PLR118,anticipated_w,post,1002,4810,14,0,2416.744,33.9304,624.0942,1104.7266,1136.9619
37,PLR118,anticipated_w,post,1003,4810,15,0,2918.502,142.6535,347.6808,343.4938,643.0673
38,PLR118,unexpected_w,pre,1002,4810,9,0,2849.762,343.2212,287.5363,-238.7998,-533.7158
39,PLR118,anticipated_w,post,1003,4810,16,0,2377.714,58.8238,-75.1963,-675.1657,-717.8127
40,PLR118,anticipated_b,post,1002,4810,15,0,2147.908,208.6424,387.8378,-91.8387,-40.3177
41,PLR118,unexpected_b,pre,1002,4810,10,0,2130.5,-48.9706,169.3624,162.3424,250.0987
42,PLR118,anticipated_w,post,1003,4810,17,0,2205.828,-88.2608,-44.3805,-300.3973,130.4262
43,PLR118,unexpected_b,post,1002,4810,11,0,1920.518,525.6291,965.9862,939.2173,882.4442
44,PLR118,anticipated_w,post,1003,4810,18,0,2608.11,97.4593,133.8795,261.3039,467.9194
45,PLR118,unexpected_b,post,1003,4812,12,0,2043.31,459.5703,837.7845,1062.419,667.6207
46,PLR118,unexpected_w,post,1002,4810,13,0,1984.426,337.5908,612.8295,866.719,1173.8555
47,PLR118,anticipated_w,post,1003,4812,19,0,2582.32,49.535,46.6527,-14.2234,-742.7339
48,PLR118,anticipated_b,post,1003,4808,16,1,1875.23,387.1334,886.1545,436.0767,94.5536
49,PLR118,unexpected_b,post,1003,4812,14,0,3189.285,-87.3796,-133.402,-115.7094,94.3095
50,PLR118,anticipated_b,post,1002,4810,17,0,3017.338,-103.1321,-171.1111,310.1368,471.391
