trialNumber,subid,condition,bgcol,pre_post,pre_post2,cueTime,bgcTime,trialprog,feedback,baseline,window0,window95,window190,window285,window380,window475,window570,window665,window760,window855,window950,window1045,window1140,window1235,window1330,window1425,window1520,window1615,window1710,window1805,window1900,window1995,window2090,window2185,window2280,window2375,window2470,window2565,window2660,window2755,window2850,window2945,window3040,window3135,window3230,window3325,window3420,window3515,window3610,window3705,window3800,window3895,window3990,window4085,window4180,window4275,window4370,window4465,window4560,window4655,window4750,window4845,window4940,window5035,window5130,window5225,window5320,window5415,window5510,window5605,window5700,window5795,window5890,window5985,window6080,window6175,window6270,window6365,window6460,window6555,window6650,window6745,window6840,window6935,window7030,window7125,window7220,window7315,window7410,window7505
6,PLR122,unexpected_w,1,pre,2nd,1003,4808,6,1,1278.7734,-52.8609,-33.8579,11.5897,55.4161,75.9061,33.3249,-29.4251,-41.9454,-33.7145,-28.5642,-18.7011,-2.5981,20.4538,51.8925,83.7895,39.4166,-54.6322,-105.0712,-120.0888,-113.0716,-80.7117,-47.6463,-23.1433,-5.4818,-3.7517,-33.8758,-88.3461,-133.4447,-148.1505,-148.339,-137.6288,-119.4202,-106.0225,-85.9824,-58.2274,-34.3019,-4.8018,5.2008,-17.9064,-59.9458,-71.5778,-59.7021,-82.872,-232.4964,-373.7053,-442.3444,-471.0319,-480.4731,-487.5527,-483.0921,-474.6969,-461.5799,-454.4242,-448.504,-437.4627,-401.965,-368.7121,-387.733,-409.67,-405.835,-357.4319,-278.9275,-202.9464,-138.1586,-80.8248,-30.553,10.1038,38.428,43.8134,48.509,56.8487,69.1285,86.4789,120.2342,120.9741,9.0917,-81.713,-96.7059,-64.767,-18.6434
7,PLR122,anticipated_b,0,pre,1st,1002,4810,1,0,1000.3543,40.2584,-37.5276,-77.2225,-80.401,-46.6753,6.4591,52.9752,91.9085,132.8387,165.2725,195.2513,227.0343,254.0476,273.9426,285.8854,319.0922,343.1801,265.649,209.4867,214.1496,254.6444,317.7427,367.627,402.235,429.9327,454.7165,473.3459,496.2267,525.2902,533.2046,539.3166,565.163,604.4701,635.5074,659.9684,676.1209,687.2524,696.7723,709.8965,727.9414,753.7528,774.7706,788.6788,808.926,841.0432,883.1775,932.0917,984.9285,1034.337,1085.8002,1141.6121,1208.8968,1281.2622,1356.1738,1417.871,1460.8015,1495.3948,1516.402,1442.4845,1076.9692,718.7475,427.3648,206.4017,73.7731,42.5235,81.9022,96.7044,75.17,55.5245,64.8773,92.8196,104.7581,101.2065,118.6344,160.2923,203.3677,217.1568,220.6168,222.1376,227.1197
8,PLR122,anticipated_w,1,pre,1st,1003,4810,1,1,1435.9424,-97.6971,-87.7695,-56.7974,-8.4555,41.5342,73.0614,73.6716,58.3775,58.3168,61.3449,53.8838,43.3667,33.0471,26.7981,54.6412,94.8473,35.5202,-27.6334,-26.4071,8.1955,35.0865,38.6099,29.3718,50.3225,102.825,162.6328,218.6422,275.6057,333.7736,347.3666,282.2621,218.1026,220.283,279.4616,354.5682,417.4095,453.1248,454.5699,417.8399,380.8614,371.0466,384.2784,325.6835,17.6199,-263.9666,-414.8816,-497.0066,-545.159,-574.53,-587.2768,-587.8939,-583.8803,-580.2413,-577.0161,-569.5753,-562.1803,-559.2985,-554.6056,-545.0194,-524.124,-461.179,-373.3093,-316.9624,-269.4718,-210.2709,-169.6265,-148.0984,-112.687,-67.581,-18.2365,30.5423,70.3746,12.5631,-126.0074,-195.879,-208.8462,-181.3697,-138.7433,-88.0772,-45.9224
9,PLR122,anticipated_b,0,pre,1st,1003,4812,2,1,1464.0633,108.5009,70.2429,40.3736,24.1291,32.5442,30.1699,-82.2785,-182.9759,-212.8631,-210.2941,-200.1191,-181.2847,-153.6884,-117.5446,-75.9623,-52.2433,-115.4388,-178.1187,-203.2789,-209.3978,-195.4889,-161.1616,-132.3907,-120.3603,-116.2168,-123.3174,-137.8184,-149.4403,-158.5493,-156.0467,-130.2653,-92.808,-60.6607,-22.6835,21.6169,71.3802,102.5591,101.5572,106.3227,137.2315,176.5102,212.9167,247.4303,277.7397,305.7836,330.9258,363.6361,401.0166,436.9907,481.456,537.222,615.7442,698.1067,766.7855,823.2521,863.8917,885.9396,900.207,829.4856,408.03,-28.2678,-271.5048,-369.103,-422.45,-454.1662,-468.3725,-447.8042,-378.3466,-348.1845,-366.6643,-384.2309,-375.7318,-345.8265,-308.6473,-277.8223,-261.0048,-251.3006,-238.4796,-218.3166,-192.3778
10,PLR122,unexpected_w,1,pre,2nd,1002,4808,7,0,1457.2391,-118.4215,-117.6693,-87.5269,-41.1708,22.7592,88.5612,114.2082,113.894,112.0483,108.5505,103.0806,109.2224,89.0462,-17.7114,-99.299,-142.7497,-164.467,-163.4453,-139.8722,-109.2191,-73.359,-36.9217,-3.5958,31.2415,55.4229,83.3873,120.7635,162.3315,177.4845,157.536,140.3077,145.4852,173.8727,212.5202,244.2953,263.9662,264.0794,246.9933,236.9909,259.5706,287.0611,310.0433,221.7694,-100.8513,-362.9296,-501.6677,-572.6893,-606.115,-616.2604,-621.4582,-616.5873,-609.4553,-616.8841,-634.8734,-658.1685,-674.701,-673.3254,-655.3676,-618.2838,-566.3422,-510.271,-448.0821,-376.9976,-298.8456,-240.7119,-265.2632,-295.413,-282.025,-238.4359,-185.7385,-144.8197,-115.2512,-90.6268,-72.8967,-63.7374,-55.6048,-110.9113,-241.1279,-297.1851,-282.3615
11,PLR122,anticipated_b,0,pre,1st,1002,4810,3,1,1255.7831,51.3229,66.858,-11.6011,-96.6298,-102.281,-47.4145,23.3053,77.8233,117.5001,150.6928,176.5586,190.0052,210.0478,231.8408,247.8021,258.6833,276.3853,236.72,169.2598,156.4235,186.9159,233.2531,264.5464,277.1219,279.5723,290.468,317.3053,351.0066,381.9444,393.4156,364.6017,329.7042,325.9461,350.6542,389.6327,442.0949,497.5575,530.6959,521.117,447.3727,341.2101,287.7954,294.2314,355.982,444.0736,527.294,591.1106,648.9816,705.5996,763.2506,827.6587,895.8229,961.003,1016.2573,1063.8534,1100.4122,1127.7845,1147.0453,1087.4482,674.9741,219.1166,-50.514,-177.6859,-210.5542,-199.7731,-178.1659,-149.8169,-112.639,-44.7902,-0.92096,-37.7236,-73.6573,-61.3418,-15.1796,57.8627,105.1069,78.0111,36.2356,30.8955,53.9678
12,PLR122,anticipated_b,0,pre,1st,1002,4810,4,0,1507.5851,-42.1438,8.669,45.0684,36.0226,18.5582,-9.542,-25.7932,-18.3977,-7.0923,3.8948,11.5087,21.2515,-34.1926,-194.0291,-301.7479,-346.77,-364.1344,-354.3077,-330.4456,-288.5676,-229.8117,-191.4381,-182.7445,-170.5168,-164.8963,-165.6138,-172.3921,-175.3089,-152.3636,-114.134,-75.008,-59.4631,-69.7716,-85.2749,-99.6471,-104.22,-76.1018,-108.366,-234.3903,-309.7517,-317.821,-276.7138,-226.4392,-180.0299,-123.5919,-48.5792,31.0969,105.4741,171.8256,224.6086,273.369,317.5207,362.6785,402.719,436.3244,466.7639,500.8312,526.3937,480.4187,119.038,-254.861,-416.1386,-491.7031,-540.9779,-568.5688,-573.435,-525.7851,-467.9678,-463.3338,-469.6663,-454.9299,-410.2985,-349.7904,-325.4725,-322.8701,-321.4835,-320.8177,-319.238,-297.8152,-294.3235
13,PLR122,anticipated_b,0,pre,1st,1002,4810,5,0,1393.4428,-82.8926,-84.1741,-58.0724,-12.0671,42.3008,78.7053,69.7172,46.5362,22.0775,5.2934,2.1617,2.5168,-77.0635,-171.9001,-226.4503,-248.3123,-245.8392,-235.8911,-218.9866,-193.8986,-157.6292,-129.7934,-178.132,-235.0042,-246.8186,-210.6643,-148.1413,-86.9534,-53.927,-71.5131,-102.5639,-108.2924,-97.4802,-81.7235,-54.2859,-15.6735,6.5879,19.1707,24.9748,18.2869,15.5445,33.1103,69.7239,113.4564,167.3842,227.269,285.0139,338.2594,380.2754,415.9071,456.871,506.855,555.3642,598.2524,632.9782,663.8679,690.3527,707.6968,641.1997,288.0688,87.3946,-56.0486,-218.5118,-362.1591,-448.4308,-436.8544,-383.6711,-392.1008,-410.5254,-403.2025,-379.9837,-346.266,-306.3199,-263.7717,-207.7794,-182.0275,-241.2089,-288.1729,-285.4623,-265.0383
14,PLR122,anticipated_w,1,pre,1st,1002,4810,2,1,1015.6721,-108.6505,-93.6463,-80.7121,-63.5626,-10.3439,58.2025,120.9895,144.8606,161.5015,187.6346,220.3206,256.7975,302.8288,347.3312,302.3461,235.008,231.0876,274.4603,332.9367,373.9709,387.5783,397.2762,411.4507,430.3216,448.7135,452.3141,395.1795,334.756,331.1799,375.2237,433.1552,477.8239,504.4274,516.3724,541.0124,579.9734,618.1748,649.3349,658.4605,635.6273,613.8393,609.1046,554.9218,288.0438,51.8172,-78.7454,-150.8971,-184.7659,-195.768,-198.732,-202.6286,-206.54,-208.254,-184.6129,-169.8898,-193.5518,-203.6692,-195.7096,-173.1789,-141.8067,-87.5242,-11.7604,79.671,161.7035,227.58,272.6196,308.2439,334.7829,352.1936,361.0809,379.0967,374.4995,303.9135,292.9704,308.7191,332.4697,361.9174,392.5036,407.5361,320.4624
15,PLR122,unexpected_w,1,pre,2nd,1003,4810,8,0,1059.6379,-118.4806,-103.1523,-85.0665,-50.525,2.3876,68.677,114.2163,140.7211,157.6245,163.4715,161.2371,157.4048,153.5587,151.1479,162.7412,156.6974,85.127,30.6957,16.3825,42.6316,104.2477,178.8652,235.286,273.4791,305.5313,326.1359,353.9471,381.799,404.013,394.7765,342.6232,300.9148,283.4029,256.4941,242.772,252.6657,271.2409,293.8936,310.1457,314.2309,312.2363,318.5978,263.1555,43.0464,-148.163,-245.071,-291.2514,-307.8603,-302.5078,-292.2322,-272.6677,-256.7474,-251.2914,-253.2406,-258.802,-257.9549,-226.6909,-174.8797,-134.8667,-104.1037,-77.9132,-51.6829,-20.8016,19.4091,73.4943,145.5637,214.6168,256.1834,262.7771,251.2459,260.3234,283.5737,295.6019,296.693,297.8725,300.5188,305.2034,314.5823,340.8744,318.4862
16,PLR122,anticipated_b,0,pre,2nd,1002,4810,6,1,1254.3099,-10.0873,-10.3706,9.1157,-36.0917,-59.5153,-36.6873,22.3754,82.047,131.9915,172.8169,215.3642,254.2203,283.2825,298.8821,318.8007,301.1203,209.0183,157.6093,169.3444,221.3235,271.2385,315.4497,357.9426,394.1774,424.5706,451.0316,465.3716,488.7563,507.8929,533.4043,548.9826,555.0103,566.4452,576.139,580.5442,586.4622,588.3827,595.279,610.918,621.3348,629.8448,650.097,674.4214,686.1686,703.4222,734.9858,778.9001,834.229,885.7245,929.3698,975.3095,1042.0749,1111.7701,1166.9073,1197.4862,1223.2003,1263.4025,1304.6685,1321.2598,1117.8746,617.4758,229.87,23.821,-68.1837,-101.5315,-71.0592,9.7284,84.1134,107.001,116.9109,124.5714,135.2158,158.0768,206.7994,177.3682,80.0957,24.8117,19.2103,48.6327,82.3873
17,PLR122,anticipated_w,1,pre,1st,1002,4810,3,0,1211.7392,-114.9169,-111.2048,-104.5746,-75.8004,-18.3752,58.4595,129.7476,186.3395,224.9921,249.7665,269.2353,301.088,332.6167,356.8706,366.6086,355.9201,356.1052,381.3845,414.6388,423.2042,392.68,363.7931,376.1588,417.9922,455.03,474.9312,481.2312,488.8778,497.5891,504.1027,511.0497,516.0926,413.146,298.552,278.3211,274.4385,272.3317,271.4946,287.4933,343.7964,345.7145,285.6278,215.2166,3.0747,-205.9386,-315.5363,-358.6371,-369.6176,-373.4369,-372.8966,-359.5189,-330.7179,-295.1414,-269.5447,-261.9964,-277.3972,-310.1277,-317.7611,-298.1287,-264.2749,-219.7207,-167.5597,-110.9943,-53.1634,2.776,52.485,98.0692,116.3141,81.2664,74.3924,107.8323,155.9589,180.8851,182.6882,182.7561,182.7948,183.3709,195.3395,213.8994,180.1196
18,PLR122,unexpected_w,1,pre,2nd,1002,4810,9,0,1254.3503,-17.6785,-84.413,-95.9277,-60.5869,3.8415,59.1103,76.2705,86.1716,97.6591,115.1578,132.1072,150.0031,151.0961,143.6064,134.95,128.9994,144.5358,188.1903,189.9278,164.3228,168.6591,202.9279,246.915,292.0545,329.083,344.7409,355.2773,362.5685,371.8294,374.7568,364.7245,351.5056,339.9118,334.4586,344.5022,294.1079,171.6004,102.3457,87.9057,105.249,140.6769,176.239,159.7832,-60.9809,-284.4808,-402.2674,-455.3847,-474.4577,-476.8388,-468.1046,-458.278,-454.8963,-452.2308,-449.3124,-439.2285,-432.9447,-434.0228,-436.1359,-438.3149,-439.4818,-413.8799,-330.6539,-257.4757,-220.8938,-179.8673,-135.4107,-86.8996,-47.7914,-27.5055,-20.0458,3.8716,25.6759,31.4961,16.3757,-11.1869,-39.9185,-57.4883,-29.61,4.9541,-34.9829
19,PLR122,anticipated_b,0,pre,2nd,1003,4808,7,0,1524.2058,-30.2891,-8.9796,5.8724,-2.5706,-3.0927,13.9719,18.105,10.4899,-0.22168,-10.4591,-14.9406,8.972,10.2908,-80.6589,-137.0901,-124.8372,-85.2844,-50.7264,-64.9273,-111.8259,-121.5293,-81.6277,-17.256,39.9687,81.4787,58.7317,-18.085,-95.3232,-152.5578,-157.4973,-107.1964,-45.1446,-61.5497,-126.5044,-158.7742,-151.277,-125.6254,-76.7989,-35.1901,-10.3049,17.014,52.5601,77.0145,104.6422,150.8082,198.9242,253.1013,305.7607,344.1411,375.6691,417.4333,483.2065,561.6254,628.6218,688.2168,732.1412,744.0285,733.7072,646.244,238.5714,-179.7224,-408.6281,-509.2139,-545.0484,-540.3575,-511.5829,-466.4496,-388.3331,-298.7696,-223.1485,-180.0459,-141.7635,-184.8299,-284.3511,-340.4167,-369.7431,-373.1484,-351.9659,-330.0863,-300.9251
20,PLR122,unexpected_w,1,pre,2nd,1003,4812,10,0,1170.5416,-20.4528,-27.6712,-42.0212,-46.3842,-16.4404,30.1014,53.7411,56.0495,56.4139,56.5792,57.3458,65.5542,89.6725,26.398,-62.3592,-90.0173,-71.2198,-24.4479,33.591,80.8736,112.2568,138.1776,151.1812,168.2959,191.8819,201.7264,198.1392,191.6042,185.0223,180.7888,192.1003,189.5962,91.1157,24.415,9.2105,36.014,68.5476,85.5558,112.7505,162.9715,220.2262,277.814,258.1182,28.7178,-182.1603,-301.6099,-358.8626,-368.9551,-365.2289,-360.2636,-355.6897,-350.7538,-325.4583,-327.2355,-359.1671,-380.4704,-389.6016,-386.6241,-380.0518,-359.46,-298.7283,-213.8486,-148.5589,-129.371,-121.8092,-116.8414,-113.9792,-111.5343,-89.179,-85.9123,-148.0115,-181.1464,-175.1598,-143.0989,-91.2474,-41.525,11.1663,46.7592,56.4754,54.733
21,PLR122,anticipated_w,1,pre,1st,1003,4812,4,0,1337.8313,-9.8751,-17.1974,-24.7001,-18.9454,-5.726,10.2653,24.3399,32.8072,34.3636,-49.0446,-172.6978,-213.1912,-181.7773,-116.8068,-44.1634,25.8055,78.0147,86.6118,73.624,85.2761,110.482,131.2141,147.3204,154.4181,151.8362,150.5872,159.8166,181.5031,201.8613,217.1433,230.9004,194.5139,132.843,102.8575,98.6385,122.314,152.3562,181.339,213.5862,238.1745,254.5943,272.9271,196.4679,-60.0321,-244.2548,-374.5643,-466.5948,-521.4611,-534.5338,-507.7263,-515.6889,-538.9084,-556.9933,-567.5077,-557.2676,-537.9126,-524.2323,-514.3166,-510.5656,-498.9309,-447.9523,-380.2674,-305.649,-233.1892,-183.8778,-158.9019,-127.5743,-118.5426,-116.8711,-112.373,-103.5981,-87.6094,-46.4104,-21.3965,-87.9206,-148.0475,-135.1043,-88.3936,-45.731,-13.5515
22,PLR122,anticipated_b,0,pre,2nd,1003,4810,8,1,1260.2453,18.0018,-52.2661,-69.2419,-65.5818,-39.7279,4.4293,54.7982,100.4862,133.0941,157.9879,204.5893,211.2687,169.245,147.8056,160.4244,183.8668,216.4176,256.4849,294.2003,321.245,335.9265,339.3503,325.6429,317.9617,322.4797,341.6081,352.7764,348.7731,329.6816,275.2495,205.9172,173.5611,205.8164,264.459,336.7985,398.7835,439.353,450.3391,430.8385,400.2566,398.2007,416.9326,434.1472,461.0346,509.4767,564.113,626.1453,688.322,737.3107,765.2994,803.2824,861.838,915.6098,950.2862,971.6149,990.0546,1000.6348,999.7252,933.5515,538.8468,114.7075,-121.2644,-235.6891,-285.0882,-301.4421,-292.8233,-275.9285,-241.2179,-187.1481,-116.7588,-38.4089,32.7552,59.9418,31.4536,24.239,48.7081,82.955,92.7747,62.7802,39.5198
23,PLR122,anticipated_w,1,pre,1st,1003,4810,5,0,1236.569,-60.9992,-29.6839,-12.9873,-4.8772,4.4109,19.0886,34.4944,45.6954,58.2991,75.8754,3.9608,-69.7305,-73.7076,-38.6118,10.4117,25.8105,15.72,1.1303,-13.2248,-22.3134,-3.0864,25.1249,-26.8011,-81.7568,-77.6519,-41.9113,-3.9333,26.1187,46.6292,66.2099,85.9527,110.0762,135.9638,145.7872,159.8783,180.7438,202.5637,220.7851,224.4676,231.9925,245.2163,254.5277,200.1857,-69.8105,-301.3155,-419.192,-470.6574,-486.4248,-487.1497,-484.5923,-482.7339,-472.3927,-465.4579,-458.3535,-449.5049,-441.8286,-432.0221,-395.3192,-396.6035,-411.749,-392.1301,-349.9599,-289.6696,-214.4465,-133.6737,-80.804,-95.2156,-157.7651,-160.4992,-117.1683,-64.6331,-45.1449,-34.4587,-20.2572,-7.3619,0.30538,14.7326,35.9111,39.196,40.9537
24,PLR122,unexpected_w,1,post,3rd,1003,4808,11,0,1276.3116,-30.5794,-13.212,9.9882,9.5227,9.0531,7.9371,5.8723,3.9244,2.2475,3.6033,-0.47143,-68.8401,-129.6666,-151.4103,-163.2248,-167.4511,-170.1228,-190.4119,-198.8872,-188.6598,-150.7163,-99.0179,-69.7142,-61.7368,-50.4765,-26.5361,10.9465,45.566,71.1098,83.9429,86.8066,64.1187,29.2526,31.5089,59.4503,67.8767,65.1166,71.6914,97.1893,120.6326,144.1608,174.3969,131.7497,-120.9713,-329.6283,-433.7046,-465.669,-478.2845,-485.7847,-489.3194,-483.6908,-463.454,-471.2627,-500.6285,-522.7958,-538.519,-553.4119,-561.4669,-564.5939,-550.479,-503.3736,-427.3053,-361.7231,-333.4348,-319.9765,-309.1225,-294.5255,-285.1642,-279.2884,-275.9634,-274.7663,-268.5247,-262.0701,-300.4074,-337.7882,-340.746,-308.8243,-267.3357,-236.9519,-209.858
25,PLR122,anticipated_w,1,pre,2nd,1003,4812,6,0,1120.1859,63.9486,52.7903,36.2589,15.9689,-6.4116,-29.2446,-50.8854,-69.6725,-83.9849,-90.8534,-59.2754,-15.9456,-63.0903,-114.3188,-119.9444,-107.2692,-101.6885,-98.9752,-97.4202,-92.35,-75.9478,-39.4991,5.9425,67.6196,128.2439,156.9432,127.8085,72.5079,44.502,50.8678,89.8889,144.6483,191.678,238.6491,278.1971,306.4759,320.8124,328.9848,328.3532,326.4892,336.4212,362.0331,314.4165,45.729,-164.5983,-263.4216,-325.1154,-360.2405,-373.9042,-360.5768,-360.5439,-388.9027,-418.4308,-434.7849,-430.8666,-408.7457,-376.7029,-347.8532,-322.3845,-285.7361,-211.7246,-120.0764,-41.8581,11.4522,51.2654,78.0633,91.7559,109.8617,131.7724,110.5263,86.3553,97.8374,126.1733,149.6966,171.0988,182.4313,188.41,191.9789,193.9116,194.8607
26,PLR122,anticipated_b,0,pre,2nd,1002,4812,9,0,1393.3195,18.1372,36.6464,32.8153,16.1883,4.8485,-13.3707,-33.3467,-47.8862,-45.4514,-19.3811,-59.115,-125.9179,-145.2528,-143.9595,-137.6884,-125.8638,-106.8966,-80.4781,-78.6541,-145.4386,-207.5002,-224.5206,-206.7812,-164.1283,-132.8939,-106.6943,-85.9564,-64.3603,-61.2289,-66.3011,-51.2587,-32.5281,-6.8879,27.7609,60.5326,96.364,139.0003,176.3898,203.3123,215.2224,218.678,194.4827,167.32,180.8451,223.9744,255.323,273.31,306.0142,354.3827,415.3344,464.5021,523.9142,589.4433,650.2066,695.8778,724.3819,746.8765,761.6114,713.732,342.5005,-41.1148,-193.3205,-279.0963,-337.2234,-371.4602,-380.3234,-313.4324,-225.2806,-214.3336,-217.3433,-220.7588,-224.7558,-228.2108,-222.9798,-173.3224,-165.6343,-240.5763,-290.1966,-305.7106,-295.2986
27,PLR122,anticipated_w,1,pre,2nd,1002,4810,7,1,1339.8315,14.5503,4.7104,-16.851,-23.8306,-7.7761,3.8387,6.7081,11.8853,20.6868,33.787,51.7987,77.5288,98.7939,-4.5008,-141.3549,-236.6274,-300.5258,-336.5907,-366.1839,-385.9002,-386.7014,-389.4096,-392.2392,-388.7765,-372.6367,-361.6278,-363.391,-365.5616,-346.4322,-303.9356,-236.7362,-169.2338,-113.9122,-70.4021,-40.1954,-12.0106,9.3964,34.1898,61.4857,88.797,120.4347,143.9978,74.688,-157.3525,-324.7224,-453.4726,-544.5997,-585.5564,-586.4276,-584.8535,-595.763,-604.5961,-604.2583,-594.5862,-578.5993,-566.4699,-553.4662,-536.5287,-512.8213,-469.7967,-403.9573,-347.8031,-302.3459,-261.1615,-219.6232,-182.6141,-141.53,-125.3004,-151.5619,-186.3808,-182.6844,-154.113,-125.1912,-99.966,-79.2736,-63.6707,-50.2116,-46.8873,-45.4697,-41.755
28,PLR122,anticipated_w,1,pre,2nd,1003,4810,8,0,1218.5705,-81.1045,-70.1865,-43.5212,-23.2235,6.6525,44.1154,66.4373,82.5463,93.6288,100.5221,104.1235,113.6024,132.2037,35.0805,-77.4893,-147.7367,-183.846,-193.7442,-188.2682,-162.6863,-113.7384,-46.3831,16.6089,58.003,65.5435,35.8248,12.3747,15.2392,34.9308,64.6423,91.4287,104.1196,100.7922,91.0472,76.6872,53.5495,41.3632,48.8252,62.2671,71.7848,92.0456,114.8756,78.6893,-146.4105,-340.8707,-428.8433,-453.8911,-462.9883,-468.0232,-469.9377,-459.9755,-451.5193,-465.8558,-482.3443,-493.201,-487.2873,-459.2631,-427.5592,-404.0747,-370.3747,-316.4012,-266.6885,-217.0705,-167.4525,-120.1041,-85.8604,-75.9638,-125.5159,-166.3974,-165.1756,-136.4871,-96.3535,-64.8094,-34.4518,-4.2206,30.956,69.0205,104.3425,123.9737,138.1454
29,PLR122,anticipated_w,1,pre,2nd,1002,4808,9,0,1457.7546,25.4448,31.6878,34.137,33.5665,33.4499,6.4037,-39.6538,-88.8743,-125.3962,-121.6207,-95.2643,-160.1061,-239.84,-260.8928,-241.4654,-207.1609,-189.0695,-194.8759,-210.0754,-228.8806,-246.5422,-257.5691,-225.975,-186.1927,-254.4314,-322.2922,-337.7762,-315.3326,-270.7205,-231.1923,-220.2699,-207.3035,-186.3387,-165.5009,-143.1959,-119.1894,-102.5994,-93.1656,-92.8872,-101.039,-117.6453,-139.5267,-229.1002,-454.0753,-630.9484,-718.8262,-758.7482,-772.9132,-771.6967,-762.8787,-751.7852,-741.321,-736.3477,-739.2993,-743.9391,-748.797,-756.9909,-758.6429,-747.5811,-713.5113,-661.4944,-599.2969,-539.5332,-495.0039,-471.2412,-440.2373,-435.8505,-443.1824,-423.7508,-395.0735,-364.3981,-338.7911,-322.0341,-287.4581,-300.4238,-376.3476,-421.0169,-442.9803,-453.1627,-447.805
30,PLR122,anticipated_w,1,pre,2nd,1002,4812,10,0,1235.3932,-27.5342,-24.9028,-19.8309,-11.7292,-0.052523,15.7957,37.1304,39.6406,-66.5811,-174.1741,-205.6674,-181.8243,-125.2924,-70.2632,-23.278,10.1416,29.2497,34.7967,31.6748,38.0046,59.1145,82.8084,112.5932,128.9383,129.1808,126.244,129.7705,135.7959,113.8445,76.4544,60.0562,54.2603,70.9342,110.8417,149.1731,188.3365,209.3602,202.7463,173.8657,144.7855,136.5992,132.3882,54.3972,-188.2999,-389.5679,-489.8555,-534.056,-547.155,-543.7138,-535.7689,-526.3141,-517.2145,-504.5548,-496.596,-491.7193,-484.3136,-480.1151,-469.2949,-460.3716,-444.1458,-396.4591,-327.8715,-260.6878,-216.0718,-182.6869,-157.0096,-201.1555,-241.9146,-231.1232,-187.9309,-151.076,-128.6464,-112.0582,-81.0072,-62.1935,-80.807,-97.8337,-110.763,-119.5863,-123.503
31,PLR122,anticipated_w,1,post,3rd,1003,4812,11,1,1337.0625,-21.0846,-12.1154,-2.7725,14.8875,28.9183,16.0457,-1.0749,-13.0602,-19.8687,-22.282,-21.7828,-24.3896,-29.5239,-36.1071,-43.2056,-49.8928,-55.2484,-56.5227,-32.9411,-70.0442,-201.9639,-296.0333,-329.4435,-319.7206,-291.3678,-260.0338,-228.6637,-193.5465,-156.1926,-123.7939,-118.1896,-131.1545,-125.6365,-96.0692,-57.2449,-25.6897,-2.1531,22.6064,43.7768,70.586,92.6756,101.6976,23.6913,-241.9096,-447.1152,-547.2612,-587.1144,-601.2433,-598.0285,-577.359,-543.3542,-515.4882,-506.1148,-514.0233,-523.6773,-528.5473,-532.7809,-504.1314,-449.2469,-402.9257,-361.1925,-317.6166,-261.8152,-197.1766,-140.3061,-97.2299,-59.3827,-21.4315,-6.9537,-17.878,-31.3358,-41.134,-47.6085,-50.9831,-43.4772,-33.6373,-34.6268,-36.3733,-38.385,-40.3466
32,PLR122,anticipated_w,1,post,3rd,1002,4810,12,0,1269.6419,61.2879,7.3577,-30.4906,-38.161,-16.4964,-2.7634,1.5318,3.1235,5.3863,11.8696,43.3864,109.84,86.3929,21.7625,-9.218,-18.4924,-5.934,10.2735,21.2276,36.2019,42.6957,63.7333,91.614,108.648,99.4087,57.9358,19.4716,9.2335,23.0388,34.039,36.7569,36.1194,27.7892,8.4526,-15.1275,-17.5066,-11.0705,16.9712,65.3381,102.0807,121.4903,129.2973,74.3568,-165.8089,-345.7561,-421.2313,-473.7386,-506.9073,-515.4876,-501.3591,-506.7491,-524.2442,-544.3715,-557.4832,-556.4791,-540.2567,-512.6326,-483.5982,-457.5918,-414.6328,-338.5696,-252.8285,-174.8256,-117.8206,-86.1946,-56.4649,-23.706,1.7203,32.3297,61.1169,84.7277,101.2948,112.2006,123.3244,64.9482,-54.4349,-100.2852,-94.0763,-70.8826,-35.2829
33,PLR122,unexpected_b,0,post,3rd,1003,4810,12,0,1410.3024,-55.4993,-34.4186,-4.6266,8.8208,16.8576,20.6896,22.2693,24.5658,30.5381,51.0723,87.5584,7.3606,-100.5902,-126.8369,-128.5272,-129.5058,-130.0344,-130.2461,-119.5205,-81.5832,-104.6609,-156.6015,-141.8131,-75.2525,-8.5741,48.0566,87.5862,111.1503,123.726,128.7217,138.5857,147.8725,150.5717,160.8979,184.5959,214.2144,240.8532,254.7067,242.6317,234.4069,256.5738,299.1007,345.4986,388.9083,420.6419,446.8996,484.3306,530.9074,594.1283,651.9621,694.26,740.9864,809.0866,873.3655,908.5056,928.4791,946.0468,959.374,968.4871,972.6282,870.3047,446.8617,24.178,-227.7064,-360.7276,-428.2325,-455.6825,-457.3412,-439.816,-406.8972,-400.8598,-419.239,-429.1111,-429.2455,-429.0948,-428.783,-428.2519,-419.3405,-371.2746,-376.5994
