trialNumber,subid,condition,bgcol,pre_post,pre_post2,cueTime,bgcTime,trialprog,feedback,baseline,window0,window95,window190,window285,window380,window475,window570,window665,window760,window855,window950,window1045,window1140,window1235,window1330,window1425,window1520,window1615,window1710,window1805,window1900,window1995,window2090,window2185,window2280,window2375,window2470,window2565,window2660,window2755,window2850,window2945,window3040,window3135,window3230,window3325,window3420,window3515,window3610,window3705,window3800,window3895,window3990,window4085,window4180,window4275,window4370,window4465,window4560,window4655,window4750,window4845,window4940,window5035,window5130,window5225,window5320,window5415,window5510,window5605,window5700,window5795,window5890,window5985,window6080,window6175,window6270,window6365,window6460,window6555,window6650,window6745,window6840,window6935,window7030,window7125,window7220,window7315,window7410,window7505
34,PLR122,anticipated_b,0,pre,2nd,1002,4808,10,0,1210.4723,-96.17,-74.9817,-37.392,10.9271,54.2398,78.9875,53.5544,20.3136,2.9175,12.2339,33.7494,51.9769,65.6115,74.3529,80.6086,104.8963,74.2662,-14.4782,-50.5574,-32.6102,18.6165,68.935,106.9303,128.0524,153.2726,183.3344,212.2942,229.5643,235.7704,237.3078,249.557,266.1932,288.6739,316.1916,338.4779,340.7197,320.3053,261.5739,198.4834,194.8259,234.1794,271.7796,284.5255,284.895,301.1735,349.7342,409.8406,457.12,482.7363,526.6501,587.0724,656.4291,727.5967,800.5947,869.7275,912.1541,936.4783,948.089,890.5289,693.0124,403.4726,97.1602,-150.4705,-265.2624,-247.078,-210.9359,-207.4328,-210.0092,-207.0782,-190.8726,-165.9562,-132.6606,-97.4477,-66.1012,-33.4966,12.4531,60.0366,101.5481,130.2891,153.4414
35,PLR122,unexpected_b,0,post,3rd,1003,4810,13,0,1114.4484,-46.6121,-86.8453,-105.8251,-92.3842,-41.2524,38.9465,116.7175,165.567,178.0937,162.2461,132.3736,99.5442,73.748,71.8231,94.2353,45.1822,-39.641,-82.4534,-103.7723,-105.3026,-100.7328,-106.2447,-121.0793,-135.6683,-135.9228,-131.3192,-118.1069,-92.1576,-47.7434,19.6724,74.7145,72.8232,56.8425,85.7903,139.1554,196.7728,234.2906,242.8432,231.953,234.223,258.4938,288.5825,331.9981,369.5254,403.7753,446.5391,487.0376,537.5379,585.8361,635.2843,690.2,753.1256,817.9135,885.3163,946.9738,991.0394,1017.9249,1036.6803,988.4334,613.9561,209.4658,-13.0619,-109.9845,-142.6275,-141.6321,-115.4211,-69.4145,8.3836,87.3451,133.2299,160.0473,158.2951,102.1311,62.6098,52.9655,43.2912,30.6896,18.0573,8.2913,14.0996
36,PLR122,anticipated_b,0,post,3rd,1003,4812,11,0,1467.6877,-23.9428,-16.699,-20.4938,-22.4432,-8.6358,10.0345,26.1137,44.4222,64.6027,77.7832,68.1946,61.192,55.5061,44.2481,35.2944,57.6613,69.0308,35.396,15.8021,27.9982,59.1227,92.69,96.3395,88.7975,93.6686,115.7779,134.209,145.5688,167.5266,195.9449,232.186,260.735,254.6401,185.7925,86.365,18.2698,11.8918,54.9154,116.6163,178.865,227.3952,256.79,269.1992,288.8246,312.1694,345.6201,381.7965,410.9437,434.9692,459.6501,478.1903,515.2994,565.7081,617.982,665.5767,701.4193,729.2417,745.4169,719.9225,533.2991,215.1132,-128.3358,-388.5081,-478.3844,-457.9143,-433.5823,-432.5372,-431.0143,-421.0723,-393.9589,-365.8636,-342.2745,-324.5019,-313.7339,-287.2982,-244.3704,-299.882,-356.0784,-371.3586,-367.2654
37,PLR122,anticipated_b,0,post,3rd,1003,4810,12,0,1283.973,-91.2404,-105.3562,-73.8973,-21.3571,31.7129,64.2177,81.0928,92.3054,105.5008,129.7622,175.2567,158.4439,80.4097,55.0861,83.2847,132.1549,188.2787,240.5526,258.013,209.6709,154.7,133.7488,151.5368,188.8057,222.9066,224.9887,217.1465,206.5321,194.7996,183.5869,174.5244,170.229,193.5452,200.9462,123.8574,83.8517,103.0253,164.7171,232.5517,289.7704,328.5228,360.3919,384.9216,407.7692,436.9356,465.8617,491.567,529.6946,563.22,598.037,637.9267,680.9071,728.1329,782.0662,828.7273,871.4635,900.9696,923.8707,890.9409,677.5365,334.4146,-1.3133,-196.4385,-237.2216,-239.3714,-242.7827,-233.5359,-207.4216,-161.0134,-104.7685,-60.192,-32.8672,-26.6525,-51.5428,-73.6125,-89.4455,-100.5417,-106.8587,-99.1277,-90.2654
38,PLR122,anticipated_w,1,post,3rd,1003,4812,13,0,1402.6875,-40.5587,-44.1373,-27.1901,1.3279,26.3593,33.0859,23.4315,23.7204,32.0881,28.1485,19.237,9.4595,1.7383,0.64297,-13.9107,-143.002,-267.7895,-321.2543,-325.9728,-286.4134,-237.0264,-226.4422,-234.4396,-246.0257,-253.4855,-238.6017,-221.7075,-205.2627,-173.0136,-123.8358,-85.3567,-37.8454,11.2224,50.3937,81.8678,107.4229,128.5761,131.2708,136.0013,159.3875,188.4685,188.8752,74.8146,-214.1511,-437.0259,-556.6317,-622.9626,-657.1207,-675.6131,-682.4601,-684.2912,-680.331,-678.0799,-682.2306,-690.8559,-697.134,-693.4681,-671.6996,-639.3333,-592.3855,-529.3163,-458.4596,-423.7565,-405.3137,-391.8667,-378.8539,-361.721,-333.1671,-284.7377,-306.3714,-353.699,-360.2614,-329.4192,-291.9191,-251.3125,-212.0057,-178.4018,-152.7541,-133.3231,-116.5955
39,PLR122,unexpected_b,0,post,3rd,1002,4810,14,0,1440.9135,-48.2766,-23.614,1.4436,21.8812,24.6018,21.3541,8.1034,2.3283,-4.3066,-13.137,-22.8998,-32.3452,-40.2279,-45.012,-38.8289,-123.9477,-288.1695,-387.5978,-442.4973,-459.9856,-449.996,-430.5578,-402.0751,-389.432,-396.2094,-401.6998,-382.8935,-351.4154,-304.797,-265.3979,-228.8714,-194.6707,-174.0368,-163.986,-169.5487,-201.8135,-216.9896,-186.6803,-127.1559,-73.3046,-26.6006,12.1098,44.8803,78.4813,119.0691,168.7891,219.5044,266.959,311.8237,360.2835,413.0401,465.5034,516.9313,568.8303,610.3684,641.6259,658.1316,672.0132,658.41,355.7462,-82.9403,-374.1188,-461.527,-503.3908,-510.5189,-493.4421,-479.602,-472.077,-465.7768,-454.3645,-420.3356,-361.916,-347.7252,-347.8185,-323.962,-299.0147,-286.7137,-294.4833,-294.6248,-263.8878
40,PLR122,anticipated_b,0,post,3rd,1003,4810,13,1,1199.6374,-63.4699,-71.2992,-58.256,-31.5624,7.1492,44.3718,64.6496,83.9765,106.8726,131.8634,146.8044,155.0679,161.62,171.2646,186.9291,198.3839,132.7886,42.3455,16.9787,23.8391,48.4175,74.7833,106.5378,141.1631,173.8235,200.7437,225.1147,238.1273,242.6811,251.6396,251.6415,253.3584,245.1033,234.129,239.9345,259.8308,289.0884,333.7408,382.0323,439.2793,484.3214,496.4626,462.565,417.7929,424.8524,479.8699,546.5457,627.0814,698.4979,752.4956,798.3143,842.6347,886.8031,942.1315,992.1522,1016.4305,1026.1449,1017.3193,944.3577,668.9111,376.0886,112.839,-99.2539,-236.0559,-268.5988,-206.9198,-116.7343,-73.5124,-80.5868,-100.5766,-108.3291,-113.1022,-122.8398,-110.6478,-77.2692,-32.031,0.31692,19.9423,35.2575,51.0263
41,PLR122,anticipated_b,0,post,3rd,1003,4812,14,0,1087.1653,-10.6309,-21.4652,-28.3677,-15.2903,17.6348,28.576,14.2527,10.289,32.6582,69.0017,107.7324,137.4537,156.4614,157.2162,64.4337,-18.6864,-40.613,-27.0404,14.3521,57.6331,70.1021,56.3415,33.5541,13.1479,5.2271,15.9971,43.5268,70.9163,80.8164,85.2699,101.4197,119.07,143.4499,160.4848,153.1782,125.723,85.4216,40.7493,2.972,-24.5164,-41.0879,-34.5745,-6.7984,-25.5173,-28.3082,21.364,102.739,181.4175,248.2325,286.974,310.5787,338.3529,388.7066,456.1455,527.6446,598.8659,658.6331,708.0996,701.378,405.3574,128.2603,55.1581,15.7102,-14.4416,-36.4881,-51.5034,-60.6622,-64.8334,-45.8496,4.6693,7.8938,-1.7001,18.648,54.6731,97.8674,129.7418,148.6361,173.0875,202.3938,234.5169
42,PLR122,anticipated_w,1,post,3rd,1003,4812,14,0,1339.1194,-52.9328,-8.9508,0.46686,-9.3902,1.7262,29.9726,29.4907,18.2808,11.7419,2.4615,-13.0132,-24.5762,-31.592,-35.0489,-30.3743,-7.7134,-67.1445,-153.628,-191.2062,-197.0349,-175.2534,-139.7958,-94.6084,-50.4156,-41.0467,-52.8779,-38.653,-5.9149,25.7658,66.6935,93.4998,100.3521,102.3416,103.3883,103.6889,100.0953,86.3533,13.4928,-50.0901,-74.0553,-81.1131,-64.4147,-75.3163,-261.4601,-446.2449,-546.8441,-603.4672,-632.907,-641.0072,-642.1819,-639.2024,-631.6813,-627.7495,-626.8625,-624.8516,-624.0028,-621.7117,-618.8217,-604.7986,-586.2162,-543.7101,-479.4154,-405.7932,-335.2095,-274.5627,-237.958,-250.5237,-248.1449,-237.3815,-225.2378,-215.2425,-204.7726,-172.0234,-173.9029,-218.2126,-216.9637,-182.0531,-142.5701,-149.5748,-198.0903
43,PLR122,anticipated_w,1,post,3rd,1003,4812,15,1,1246.3009,-51.8375,-33.5275,-0.055177,35.5612,65.8202,42.0577,-18.0025,-26.9363,-10.2348,1.5396,8.7475,17.5601,34.1366,69.8643,89.5545,-17.6245,-123.1032,-173.9994,-183.8456,-173.2293,-141.3014,-109.3938,-100.1134,-97.034,-98.9242,-115.1968,-115.505,-107.5113,-106.8235,-108.814,-118.6113,-114.1876,-89.005,-39.1077,19.2093,56.1385,54.7471,31.4004,22.0919,34.6112,66.4044,103.1701,54.4512,-187.7728,-380.5964,-482.9798,-531.951,-549.1393,-554.5216,-551.303,-546.3779,-538.0127,-525.8681,-518.3684,-504.5093,-493.797,-493.471,-500.4779,-512.7108,-506.4093,-460.3591,-402.0003,-342.8408,-291.4423,-256.4141,-228.4966,-178.965,-171.6358,-200.0462,-198.1835,-168.1657,-127.1098,-84.2525,-62.1593,-51.9582,-38.2114,-27.0105,-29.2116,-35.4857,-43.9614
44,PLR122,anticipated_w,1,post,4th,1002,4808,16,0,1251.8924,-129.0599,-103.9911,-41.4345,15.1434,62.361,75.4887,62.0332,54.3729,61.8927,68.2357,69.7287,73.1224,79.3324,89.2269,106.8954,119.1451,31.6233,-54.8324,-71.5859,-52.6529,-11.7755,18.8127,28.7863,24.2797,13.1185,-1.2861,-13.0673,-14.3696,9.0766,6.8069,-23.3665,-43.6688,-35.307,-20.6309,-8.4545,5.4574,36.9222,82.3821,117.097,107.9002,61.3652,17.9372,-49.3733,-223.1186,-381.6224,-452.452,-477.2295,-492.1906,-500.35,-502.17,-478.7299,-468.9166,-486.7508,-499.1027,-499.196,-491.2918,-474.4502,-458.5855,-445.3699,-416.2302,-351.9137,-267.2489,-187.1271,-123.7562,-82.667,-58.2854,-38.6477,-6.6582,30.0331,59.6214,78.9402,85.619,14.455,-65.5138,-83.693,-70.5309,-38.5212,1.2214,19.3943,16.1498
45,PLR122,unexpected_b,0,post,3rd,1002,4808,15,0,1053.174,-37.5341,-43.3402,-42.0018,-38.9466,-15.1374,18.3065,42.322,81.8919,125.6468,164.1391,191.7775,209.079,237.7886,204.8631,122.8218,92.9793,102.7776,118.4245,138.4935,156.2433,169.9725,186.9384,213.9753,252.8958,290.9908,315.7744,345.6545,365.2421,303.3209,270.3529,289.258,327.0672,356.5918,374.3383,387.5807,400.153,417.1713,420.9456,404.6258,387.5874,371.3396,379.921,407.3698,440.8456,485.9429,544.3763,611.0055,666.8393,712.7182,754.1537,796.1767,844.213,899.2465,947.9526,987.1929,1010.4683,1011.6581,1007.5753,938.7253,568.1938,190.1968,-8.8899,-94.7352,-123.5522,-112.8836,-71.9539,-8.2783,51.4512,103.5547,151.9785,199.0351,225.3633,168.4302,77.3766,19.7172,-14.5266,-20.4709,-9.2707,11.184,38.662
46,PLR122,anticipated_b,0,post,3rd,1003,4810,15,0,1262.5149,29.8767,12.7675,-32.9626,-39.1713,-23.3529,-3.0176,10.3278,28.987,55.6854,81.6392,108.2109,127.5838,133.0004,131.2431,133.1284,129.2977,119.5897,130.8691,136.1871,102.3356,60.8559,43.9541,53.1773,69.0586,74.3406,94.4601,136.5463,188.0382,228.1084,262.254,288.1025,316.862,357.1684,393.7642,426.4451,455.4231,475.1641,480.9158,491.7398,517.7875,547.8244,577.3831,598.6968,610.2311,630.8184,664.7967,711.427,765.859,827.8921,896.7187,972.0381,1043.0782,1104.6624,1158.7317,1206.2789,1230.1977,1246.4622,1259.0341,1265.0442,1125.2935,645.6241,239.3504,60.4184,-17.4108,-74.1856,-120.7701,-159.2974,-123.2032,-39.9834,-11.5395,-18.4613,-33.3165,-29.4126,-19.6644,-8.9322,-0.1512,12.6363,42.151,-15.1773,-111.5732
47,PLR122,anticipated_b,0,post,4th,1002,4810,16,0,1963.0123,-27.4424,-23.2157,-19.3093,-10.229,15.8182,57.6987,59.9822,-20.1168,-129.9026,-201.0773,-221.4019,-211.8854,-188.166,-152.7713,-107.4603,-52.2996,11.0159,43.6741,6.7432,-66.1393,-108.6734,-115.2176,-112.3346,-100.46,-82.7381,-62.4629,-37.5182,-25.5725,-16.7249,-7.1606,0.24239,-13.3409,-62.5846,-118.8194,-159.176,-169.6166,-148.5761,-108.6474,-72.0786,-58.9182,-86.2147,-138.4146,-161.1756,-149.4392,-113.8511,-63.6558,-4.3614,43.3063,78.5893,109.9003,146.594,193.3813,254.2607,312.5646,354.3938,382.7824,399.6523,408.8515,404.1922,301.7394,84.0977,-193.5564,-469.929,-683.7082,-769.9354,-698.4758,-612.6092,-590.0768,-599.5901,-608.313,-602.5191,-578.5466,-556.321,-527.9002,-484.1101,-437.4188,-395.5369,-365.6199,-355.7568,-375.6695
48,PLR122,unexpected_b,0,post,4th,1003,4810,16,0,1609.3864,-117.1849,-91.7463,-38.5335,15.6061,57.3304,83.9093,65.1612,33.696,23.5675,21.6318,15.1415,5.6807,-3.4778,-8.2673,8.0251,-7.9412,-131.6806,-231.9683,-287.2023,-294.9133,-260.437,-194.5959,-122.2589,-60.4472,-3.5892,35.14,51.344,57.292,43.4167,24.4403,35.077,68.0771,108.8079,117.8543,83.401,41.559,24.182,30.7389,57.3215,91.1946,122.8946,148.3712,164.0694,170.0692,183.3444,207.5111,242.1319,285.2766,322.2148,352.3516,378.6229,412.2875,450.4533,484.1196,522.27,565.4307,605.9873,644.741,608.1501,299.4549,57.5859,-95.8267,-219.5955,-310.7731,-366.8308,-364.8658,-262.2687,-150.0957,-103.0433,-112.9079,-114.5284,-93.5605,-49.7933,14.2591,85.9409,151.0542,210.1497,254.7693,297.8368,341.1917
49,PLR122,anticipated_w,1,post,4th,1003,4812,17,0,1906.0844,64.4082,11.6678,-50.1209,-58.0489,-36.5503,0.52165,30.0793,24.3692,4.7286,-0.63204,21.1444,58.3463,89.8013,124.5446,153.2987,158.9748,158.4603,168.874,182.1984,169.9206,128.601,69.7103,6.5521,-20.3322,8.3638,73.4304,145.209,197.0502,223.7281,236.8178,244.002,244.3405,248.4356,260.991,263.2154,257.1247,230.8094,194.6537,180.6869,176.1518,191.0453,227.4354,156.155,-204.9494,-551.6673,-778.7932,-915.5082,-988.1631,-1032.7957,-1058.096,-1067.5763,-1067.6466,-1060.2442,-1060.5021,-1068.1643,-1070.625,-1076.3111,-1069.0319,-1036.1676,-977.7736,-902.2025,-817.8908,-733.4003,-657.2898,-597.9986,-563.3729,-536.1439,-501.3576,-490.3458,-481.2043,-459.16,-431.1439,-404.0924,-386.0685,-372.7978,-353.5825,-323.6158,-301.9298,-275.2204,-241.2539
50,PLR122,anticipated_b,0,post,4th,1002,4810,17,0,1728.046,-72.8147,-34.35,-15.3044,-8.8789,2.442,19.5073,40.0063,60.4284,46.5603,-19.2307,-49.8319,-68.0083,-78.2841,-82.8265,-73.0245,-29.7907,-39.668,-98.405,-114.6897,-83.9764,-35.0749,8.2497,31.7772,51.5784,63.8006,84.7537,116.8333,155.3181,197.2372,230.7762,256.6921,274.765,285.3486,297.3959,315.0038,330.2448,339.1407,355.3472,372.8329,386.6562,400.0574,410.3368,366.3775,306.1556,299.9183,340.5405,404.3894,461.0732,508.7257,547.2964,580.7746,608.912,638.3333,671.7108,700.6522,721.0777,732.4136,738.9082,672.0193,368.5217,95.2367,-117.9437,-282.6792,-401.7463,-478.5738,-513.4143,-457.6604,-376.5757,-393.9622,-416.4233,-396.3993,-341.6024,-276.8291,-215.986,-172.1314,-140.2584,-99.1327,-60.7923,-19.0285,17.6396
51,PLR122,unexpected_b,0,post,4th,1003,4810,17,0,1747.9811,-76.3893,-52.5226,-33.8961,-13.2939,18.3667,43.2792,53.1124,56.1876,61.2145,78.2654,82.903,78.4782,73.4504,69.6417,65.1062,64.9443,21.9755,-21.8441,-36.226,-48.2822,-75.6899,-89.4164,-77.0287,-30.0457,21.9321,55.9868,77.1987,94.582,88.7502,46.4075,-10.7481,-36.1923,-31.0432,-28.6175,-59.6984,-98.1556,-124.3795,-122.6787,-101.8425,-71.9803,-39.6792,5.0176,36.7098,51.0768,66.2315,88.9481,117.7812,146.3696,180.0691,220.1272,266.8939,326.5174,383.652,439.1567,479.4551,503.7756,515.6243,512.831,455.2299,133.4293,-146.6904,-333.8349,-470.0025,-559.6936,-607.9882,-598.1637,-493.4522,-367.5963,-315.2228,-333.943,-358.817,-377.8957,-389.7212,-380.4137,-336.1397,-320.6629,-327.7639,-329.5342,-343.7898,-362.2664
52,PLR122,anticipated_b,0,post,4th,1003,4812,18,1,1769.5042,-74.3728,-34.8965,-0.5076,25.3434,41.4622,21.8673,6.1859,19.47,40.6731,46.5593,34.4668,15.613,-8.8523,-30.4306,-38.1324,-23.9099,-81.8928,-205.9623,-287.4294,-336.3405,-367.8494,-359.0806,-308.6896,-243.5725,-195.5008,-173.6254,-151.9987,-131.2785,-148.2878,-185.8849,-189.8265,-159.8657,-123.5926,-96.5975,-78.6118,-69.852,-61.5293,-40.0898,-6.1577,32.0131,61.833,78.1693,77.6599,83.4731,89.1262,100.6313,122.7931,155.1675,196.8866,234.5531,269.8933,308.5928,346.2394,390.325,419.0723,427.4771,424.4864,434.1709,382.7543,31.2888,-320.3035,-506.5085,-579.2671,-600.4569,-611.8291,-618.1693,-620.6507,-593.5707,-492.5633,-389.3034,-360.8252,-394.2868,-418.4604,-411.7995,-401.2151,-386.9578,-375.8741,-370.6258,-340.2444,-287.1098
53,PLR122,anticipated_w,1,post,4th,1003,4808,18,0,1548.5946,-127.7647,-95.3763,-46.8025,5.5208,48.6686,76.2909,79.1388,59.3246,46.7545,45.9898,47.6255,37.3257,29.2077,24.9735,21.2989,14.8416,8.5534,38.9482,38.635,-44.3351,-101.2544,-121.5513,-110.0474,-76.3909,-37.581,-14.5421,12.4131,46.2113,72.47,95.9385,111.2876,97.3417,56.5113,23.4883,11.3323,15.707,30.7366,50.8265,75.5512,105.7253,138.1707,154.1026,67.1848,-255.49,-519.0589,-659.9524,-737.3829,-775.7483,-793.3816,-803.2297,-821.3514,-822.0286,-827.4602,-837.4022,-844.6728,-843.2818,-839.334,-830.4763,-822.1707,-795.7874,-736.5423,-666.3779,-616.7823,-585.8339,-563.6923,-541.2975,-507.3125,-449.1978,-422.5257,-439.3976,-429.1979,-388.7233,-354.6188,-344.7741,-338.425,-318.8598,-301.9629,-292.0385,-281.6084,-261.8532
54,PLR122,anticipated_b,0,post,4th,1002,4810,19,0,1403.1843,79.7591,55.3192,-21.212,-80.6104,-68.3846,-21.9299,10.2668,26.6324,37.899,56.8127,84.2111,105.0528,112.7614,124.5347,147.3613,177.8849,212.3633,247.8089,261.8561,232.3904,209.7421,178.4721,166.4249,169.6732,172.1375,177.2388,216.7111,268.5137,306.3981,339.1276,366.2264,385.091,402.3186,412.4683,417.0567,426.323,419.595,404.5304,396.322,397.874,412.842,436.2667,459.885,469.512,471.3186,490.7848,520.6707,556.6362,589.1639,618.9431,654.0044,695.8282,736.5393,782.7615,827.4415,861.2401,887.7349,919.8619,939.1316,746.8117,475.5386,289.4286,133.6547,8.5806,-85.3596,-147.284,-172.3989,-102.8518,-25.1108,-55.8641,-108.1104,-134.9253,-133.0742,-121.3159,-100.5734,-75.2656,-52.5619,-20.0523,14.9462,7.6337
55,PLR122,unexpected_b,0,post,4th,1002,4808,18,0,1487.9404,-137.463,-94.8297,-33.8473,30.5671,60.1431,58.9932,58.0654,57.1603,54.5368,65.6253,66.7505,-9.1679,-64.1624,-67.9808,-57.4885,-45.0221,-36.1084,-56.955,-88.8754,-99.9225,-79.162,-34.7876,11.5647,37.5564,66.0179,97.0183,125.0842,118.2503,89.1667,77.0891,92.1365,136.476,176.4996,208.2366,225.5459,237.5277,245.733,236.8934,229.605,212.479,170.9741,130.8355,116.5812,122.3161,142.1722,176.5623,218.7156,260.1937,293.5472,322.0229,343.9337,373.3678,408.5413,445.6272,485.9503,521.6872,558.6067,588.8197,548.5541,241.5536,-63.2705,-289.8301,-445.4145,-529.1768,-536.9494,-487.4315,-465.2019,-482.8547,-495.3958,-506.519,-499.6067,-467.8696,-427.7963,-379.3465,-345.5557,-324.848,-297.7891,-266.7176,-221.6037,-187.0612
56,PLR122,anticipated_b,0,post,4th,1002,4810,20,0,1286.5591,18.9247,28.0749,39.0369,47.6209,66.9199,56.2676,-60.8168,-146.88,-162.8122,-144.5242,-113.833,-75.7727,-34.8521,-1.7289,-23.6484,-109.1626,-145.6514,-142.0172,-114.7049,-91.5308,-82.21,-87.2076,-116.5085,-165.7715,-188.7207,-186.9377,-176.7219,-154.4279,-128.4124,-92.0497,-73.2483,-88.3409,-100.9503,-92.8823,-49.827,4.2231,60.2815,87.0644,44.2997,-7.6857,-28.6611,-3.3667,52.8312,115.5496,168.1875,209.8878,246.3831,278.5338,307.4175,330.1556,371.9447,425.4367,472.5633,521.3559,558.4698,577.0819,587.199,594.1764,551.6908,351.511,96.5668,-148.7279,-329.1449,-398.1794,-385.2296,-370.2821,-366.7789,-376.5354,-395.0672,-406.522,-405.3104,-392.6291,-377.0778,-357.2776,-329.6054,-304.6274,-286.0592,-255.8948,-221.3051,-192.3398
57,PLR122,anticipated_w,1,post,4th,1002,4810,19,0,1318.556,94.586,7.9879,-62.3766,-81.8442,-57.6461,-14.6776,25.9206,53.2911,62.8155,62.1701,54.3375,36.9479,11.6512,-19.0613,-42.9323,-42.3161,-99.843,-170.8134,-210.0688,-236.6618,-247.0063,-254.4956,-248.5411,-226.9508,-187.0632,-144.1887,-105.5262,-63.7722,-30.6075,-16.7255,-32.8987,-47.1487,-34.0943,-5.087,24.3828,40.5031,14.316,-26.818,-51.0853,-36.3757,12.7284,57.6639,30.8717,-195.7972,-402.627,-511.0108,-567.5705,-598.5668,-611.2847,-609.5977,-599.6555,-583.2361,-568.6806,-558.3661,-558.8536,-569.4785,-583.5441,-595.2511,-591.3261,-559.1812,-504.2208,-447.9997,-401.2728,-373.5265,-349.8141,-326.8721,-350.1836,-373.9279,-388.7737,-381.1666,-352.1313,-320.9871,-304.4888,-298.9783,-295.4183,-276.2697,-259.0816,-262.1237,-267.1622,-272.0012
58,PLR122,unexpected_b,0,post,4th,1003,4810,19,0,1260.2014,-44.7235,-66.1085,-59.8344,-36.5366,-3.8731,32.1347,65.393,88.1691,86.3065,66.6871,41.5725,18.4317,4.8226,1.3495,-57.3089,-172.3621,-248.1231,-290.5945,-315.5866,-313.2159,-302.627,-284.1268,-249.1784,-204.0735,-172.8145,-163.3501,-149.2779,-122.1056,-86.4535,-47.176,-4.6359,32.4642,51.4968,53.5666,50.7965,51.9898,67.2081,95.6654,128.2247,158.2951,178.3144,172.3971,160.7812,178.2559,216.4015,258.8124,311.0622,362.9683,396.8474,419.4311,461.302,522.9928,598.8067,667.8854,733.6694,784.7803,814.8271,828.0977,759.1405,550.0114,258.696,-39.051,-267.3498,-359.1187,-341.6151,-315.575,-314.354,-310.3492,-283.6835,-232.8503,-168.6559,-103.348,-60.931,-23.1306,-4.3238,-37.1501,-86.911,-99.6828,-70.9603,-14.0306
59,PLR122,anticipated_w,1,post,4th,1003,4810,20,0,1550.4404,11.3572,18.5975,19.9686,19.4397,37.1587,35.2868,-23.9854,-86.6961,-101.0285,-93.3329,-103.2983,-122.6903,-144.1733,-161.8778,-165.7075,-140.0344,-193.1491,-304.9181,-356.88,-354.7677,-318.2508,-263.3712,-223.5139,-187.4254,-147.744,-118.0081,-105.8307,-95.1393,-82.6972,-77.8115,-99.4536,-117.2596,-142.3736,-151.7282,-130.7308,-93.0351,-63.9871,-54.0135,-40.7673,-19.7319,13.7029,45.7541,-33.3515,-349.2184,-601.5539,-731.7336,-799.678,-830.699,-845.4323,-846.0101,-838.1041,-835.235,-831.3524,-828.8606,-824.2839,-819.9406,-812.2984,-800.8502,-794.6096,-777.0085,-724.8528,-663.1393,-632.269,-622.3708,-628.4353,-634.9256,-630.0771,-619.2424,-601.1568,-575.5487,-542.2431,-494.7501,-435.8073,-413.8777,-413.1283,-402.0784,-385.525,-366.3417,-339.5909,-315.3075
60,PLR122,unexpected_b,0,post,4th,1003,4810,20,0,1355.4144,70.2816,66.2873,59.5309,56.4609,53.2374,-21.1778,-106.4259,-139.2757,-162.9206,-152.6353,-110.5806,-67.5821,-29.2244,0.27523,17.8985,52.7496,71.0639,-18.6889,-81.459,-85.875,-65.2141,-30.4423,8.6303,34.1175,51.5367,69.4361,84.7021,111.8597,123.5452,117.7622,117.3479,121.3236,123.9381,121.7905,100.3471,33.5706,-19.3566,-14.2561,20.9419,61.6048,83.7884,107.3111,142.1081,180.0192,217.9181,259.9692,306.4041,353.686,398.5104,434.4469,468.6303,512.7326,551.2986,588.1891,629.7599,661.145,686.7166,705.115,656.9547,288.7314,-100.9943,-307.33,-360.7093,-380.2863,-395.3656,-405.7161,-409.7972,-375.6986,-324.5534,-350.1882,-378.1746,-378.4398,-364.4858,-346.2711,-340.3085,-341.8017,-343.9263,-339.8284,-317.2749,-296.1587
1,PLR123,anticipated_b,0,pre,1st,1001,4838,1,1,2765.6239,307.9852,278.8047,195.1924,25.287,-168.2727,-267.9963,-271.9513,-225.6247,-152.0946,-51.6385,68.9666,203.9517,320.0955,407.2511,478.2889,522.192,553.2553,577.2574,597.1886,603.2886,584.2987,575.0546,557.7328,528.7259,493.2932,487.4956,498.0721,513.2199,547.0172,586.661,616.6945,628.2461,611.9522,603.339,603.3255,615.4561,625.2575,635.7705,650.5109,668.5481,672.0211,673.9704,676.8808,639.476,591.7936,552.0987,551.7009,564.6772,594.1686,639.6093,702.0389,784.02,868.9301,945.8892,1020.9832,1092.8721,1146.1461,1198.3286,1256.1227,1217.4411,824.8701,263.7151,-169.3739,-455.2549,-646.2226,-766.7161,-813.3218,-803.3221,-769.0128,-708.6687,-611.3043,-470.8876,-359.3765,-266.7147,-221.1095,-191.2733,-116.4101,-28.6931,61.1986,143.4566
2,PLR123,anticipated_b,0,pre,1st,1002,4810,2,1,3046.9347,-142.5983,-74.0238,-18.9759,22.2424,48.9412,58.1041,55.2214,56.2836,64.5147,84.0019,115.2879,153.1755,184.2381,196.1915,209.8625,199.9841,128.8817,44.5889,4.0568,18.7921,69.4119,131.4602,185.1695,230.9775,256.9748,280.6834,306.4429,333.6439,366.317,403.4698,426.3213,440.9908,453.2622,456.9462,446.5454,442.2927,442.096,440.7301,436.272,404.4935,307.7699,192.6109,88.7779,32.3994,35.3264,81.1216,141.1997,193.404,249.3698,313.576,381.1236,452.3331,518.0815,561.5018,588.471,615.2278,654.1483,677.9006,606.7355,452.6997,253.6215,27.7783,-206.1946,-429.7793,-624.6059,-771.8909,-848.9298,-795.2888,-693.5788,-647.4295,-661.4087,-686.1871,-668.9929,-608.3732,-522.2191,-436.6452,-375.4835,-327.7188,-271.3128,-218.141
