trialNumber,subid,condition,pre_post,pre_post2,cueTime,bgcTime,trialprog,feedback,baseline,window1,window2,window3,window4,window5,window6,window7,window8,window9,window10,window11,window12,window13,window14,window15,window16,window17,window18,window19,window20
36,PLR111,anticipated_w,post,3rd,1002,4810,11,1,2708.91,-474.9571,-798.8267,-1064.5251,-1056.3864,-1035.7529,-658.198,-170.8786,288.7287,505.1109,607.2785,451.0638,-769.7597,-1110.5466,-1044.9781,-1055.5906,-703.2922,-167.2604,213.7347,205.7811,254.6338
37,PLR111,anticipated_w,post,3rd,1003,4810,12,0,1662.4897,56.0495,196.5096,429.1537,728.5155,901.416,927.4474,1074.2851,1203.4422,1122.081,925.2694,655.4893,-260.2186,-519.4041,-368.8274,-234.7201,-79.474,314.7878,677.0562,767.5388,727.3275
38,PLR111,anticipated_w,post,3rd,1003,4810,13,0,1834.144,475.8717,584.8905,824.3706,822.2487,592.8298,239.2015,-137.1335,-352.7199,-557.6309,-721.4895,-639.8142,-784.9646,-788.3982,-650.7618,-519.4215,-223.0759,194.6309,425.6099,353.7199,445.8717
39,PLR111,anticipated_b,post,3rd,1002,4810,14,0,1900.782,521.862,695.0019,757.5455,785.4431,792.6892,770.485,742.3279,415.9091,-66.8186,-363.4783,-567.4783,-563.2846,-12.7149,656.1028,938.841,80.7992,68.7992,461.9697,480.3332,563.7474
40,PLR111,anticipated_w,post,3rd,1002,4810,14,1,2916.792,-128.3417,-462.4772,-707.2656,-920.5564,-908.0328,-688.2056,-644.415,-346.2318,-143.7135,73.8782,5.4061,-1177.09,-1522.6925,-1574.3941,-1314.6768,-924.5616,-538.7868,-341.1585,-384.6349,-615.1218
41,PLR111,anticipated_w,post,3rd,1002,4810,15,1,1533.8744,101.3245,343.6935,810.3896,1213.6699,1422.2931,1427.8062,1547.5235,1814.4711,1951.4083,2032.4868,1874.8181,542.8932,57.7643,244.7957,553.5287,747.7337,1210.3185,1409.2952,1537.335,1633.5078
42,PLR111,unexpected_b,post,3rd,1003,4810,13,0,3800.882,9.7777,-218.6025,-255.613,-212.9239,-335.1071,-247.416,-273.6202,-489.683,-429.2275,-313.8611,-216.9372,-158.9136,72.3641,453.4217,436.3274,-559.416,-872.8768,-516.5679,-315.0423,-211.3673
43,PLR111,unexpected_b,post,3rd,1002,4808,14,0,3358.098,204.4256,-7.0195,-191.0771,-242.2184,-343.8767,-257.9026,-274.4331,-635.8938,-438.1922,-142.0509,22.5198,173.9334,450.4727,1001.4832,1036.4413,-396.8572,-1194.6896,-1270.1765,-1032.6739,-849.2394
44,PLR111,unexpected_b,post,3rd,1002,4810,15,0,2850.614,89.5221,65.5431,-15.6611,-51.2109,109.8781,140.674,149.8781,362.7054,516.7263,649.3179,764.2028,836.7368,1077.1242,1450.9619,1441.3441,-15.6821,-650.0171,-425.9438,-202.5826,-120.7135
45,PLR111,anticipated_w,post,4th,1003,4812,16,1,2862.868,137.9069,144.4775,100.2325,146.7132,-40.779,20.0744,490.666,898.5351,1089.9906,1160.7603,1022.8889,-200.7454,-601.4701,-323.3759,-23.2764,94.8702,473.6614,747.4998,715.8074,527.3519
46,PLR111,anticipated_w,post,4th,1003,4812,17,1,2954.55,220.6437,299.6274,412.2699,559.9893,477.1777,604.4291,538.8427,332.8793,364.8008,361.8217,173.7414,-954.7439,-1308.1887,-1190.639,-999.0421,-787.4976,-391.6606,-92.442,197.9421,251.5704
47,PLR111,anticipated_b,post,3rd,1002,4808,15,1,2900.68,-495.9575,-705.0474,-770.9346,-675.0413,-573.3502,-315.7847,47.5242,331.3095,615.7231,856.8279,962.0163,989.0006,1251.1734,1619.4928,1623.2101,620.319,363.5166,627.802,763.9849,449.6795
48,PLR111,unexpected_w,post,4th,1003,4814,16,0,4351.586,-136.2195,-309.1669,-340.8192,-197.6384,-307.3399,-376.9682,-285.2719,-293.9996,-354.1776,-241.7797,-353.9692,-1574.0606,-1980.1829,-1938.5912,-1628.8007,-1315.0919,-940.4308,-713.6331,-686.4329,-727.0963
49,PLR111,unexpected_w,post,4th,1002,4810,17,0,3793.4828,67.1978,84.3182,223.3323,310.4753,87.9832,69.9727,314.3392,446.957,421.2345,346.7319,267.3022,-1080.7826,-1827.9802,-2084.5142,-2126.8859,-1742.064,-1202.2786,-870.2105,-717.6765,-622.3153
50,PLR111,unexpected_w,post,4th,1003,4812,18,0,3129.08,-243.7083,-237.0026,-133.1809,-86.9229,-135.5879,78.9671,248.2708,168.3284,262.1818,372.1504,343.4406,-677.1965,-1199.1018,-1144.0067,-1421.7397,-1398.436,-922.9805,-662.5303,-428.3994,-293.5879
51,PLR111,unexpected_b,post,4th,1002,4810,19,0,2882.598,142.6219,257.2219,461.8524,539.1297,470.7266,528.3339,665.2345,712.4229,584.9674,524.2502,510.4969,584.1436,906.791,1298.669,1211.8523,290.2659,-41.0744,344.7613,571.7015,646.2083
52,PLR111,anticipated_w,post,4th,1002,4810,18,1,3681.412,130.3629,219.5985,304.5414,371.8513,347.2006,320.5775,393.588,624.1063,713.6299,777.4728,711.2525,-515.4559,-1232.1869,-1402.857,-1392.4853,-1086.1031,-747.6982,-346.5852,-78.8177,40.5199
53,PLR111,anticipated_b,post,4th,1003,4812,16,1,2777.596,-16.4808,144.8362,533.2329,770.9537,859.7181,1164.3674,1494.5401,1455.4145,1413.205,1410.6448,1395.4455,1476.1773,1678.0009,1896.4249,1961.0951,1214.4459,756.6406,993.4524,1127.7774,1153.849
54,PLR111,anticipated_b,post,4th,1003,4812,17,0,3657.938,225.4651,337.4089,486.6703,541.8962,485.2945,406.0358,438.7007,630.5856,970.7583,1147.4599,1162.1772,1204.3069,1398.049,1634.7322,1376.4075,348.4547,128.7654,281.6541,464.3395,309.6013
55,PLR111,anticipated_b,post,4th,1002,4810,18,0,3496.57,-390.9155,-139.4171,201.4755,404.6566,307.5242,435.5766,635.163,910.6237,1104.1263,1167.6551,1191.2939,1186.2834,1268.2206,1558.875,1631.7546,-4.1965,370.3043,657.8855,594.3148,553.0687
56,PLR111,anticipated_b,post,4th,1002,4810,19,1,4076.164,-503.363,-437.6876,-216.2792,133.9721,350.0925,463.8046,509.37,506.9459,556.9302,570.2182,608.2937,730.2864,833.7522,968.8517,962.5166,298.103,49.8046,215.5219,336.1815,389.7843
57,PLR111,anticipated_b,post,4th,1003,4810,20,0,4655.908,-65.9761,-141.9601,-224.6005,34.9349,-14.2797,-8.6776,145.1915,96.9925,213.3538,310.9035,369.5708,364.4597,416.0187,654.7517,594.9402,-271.5467,-748.8871,-545.4852,-463.2879,-323.9036
58,PLR111,anticipated_w,post,4th,1003,4810,19,1,4134.703,100.9829,169.9862,242.4653,306.5221,204.8153,30.7316,209.3441,388.6007,459.1713,507.4122,464.878,-847.5231,-1622.0224,-2074.6035,-2052.7396,-1630.5198,-1098.703,-662.4255,-375.059,-328.6035
59,PLR111,unexpected_w,post,4th,1002,4810,20,0,4399.106,-53.729,-64.8401,-22.8839,22.2134,-129.4411,-331.3783,-299.2369,-228.0955,-119.9489,-109.6714,-307.4882,-1744.629,-2352.1322,-2446.551,-2401.3625,-2118.8285,-1611.0774,-1176.5556,-928.6583,-878.5002
60,PLR111,anticipated_w,post,4th,1002,4810,20,1,4095.3532,209.7515,231.8353,278.1337,275.9609,176.3484,227.7882,202.94,117.029,186.6677,309.8458,256.6443,-1007.4957,-1632.416,-1566.0862,-1229.5103,-928.9344,-571.221,-276.9432,-106.8106,-151.3477
1,PLR112,anticipated_b,pre,1st,1001,4838,1,1,3481.448,-237.9087,-342.0606,-312.893,64.908,106.1122,261.4525,235.5101,215.7143,58.5468,-43.893,-161.804,22.5415,453.2274,810.3007,1047.3216,-509.2909,-1424.8459,-1014.9244,-672.7098,-450.7203
2,PLR112,anticipated_b,pre,1st,1002,4810,2,1,3349.624,18.664,-21.713,20.9676,165.4284,70.3603,191.3184,229.1875,191.177,197.7582,312.8629,360.1718,416.0043,782.1561,1078.0095,1079.3655,-789.0586,-1154.8125,-815.6449,-614.8282,-329.3622
3,PLR112,unexpected_b,pre,1st,1003,4810,1,0,3187.568,-43.8141,160.6257,311.4634,503.6519,487.6624,536.6833,587.7933,491.1179,239.9399,448.0498,431.3954,595.8404,999.4791,1253.8299,1146.0865,-755.6884,-1167.9293,-1087.8978,-646.1177,-405.8141
4,PLR112,anticipated_b,pre,1st,1002,4810,3,1,3275.378,43.8524,53.7895,160.3393,435.8052,579.0775,664.8995,614.8628,606.533,66.6011,188.5225,344.0461,467.3497,881.8995,1219.1979,1164.0251,-694.3571,-1011.4775,-434.0639,81.0827,267.978
5,PLR112,anticipated_w,pre,1st,1003,4810,1,1,3579.41,-295.3891,-525.5566,-498.5671,-140.3943,-308.3262,-235.2268,-63.9231,188.8518,356.2811,300.7628,-300.3158,-1783.609,-2027.3629,-1740.8917,-1663.2948,-1407.033,-820.1325,-445.8707,-227.1116,-428.232
6,PLR112,unexpected_b,pre,1st,1003,4812,2,0,3114.81,178.3261,16.8602,82.6874,206.19,291.9492,460.7502,304.9073,288.0015,258.4465,200.5198,10.2214,149.923,676.457,1079.4256,1058.9282,-750.344,-948.8676,-515.8414,-457.1032,-381.5116
7,PLR112,unexpected_w,pre,1st,1002,4810,3,0,2393.104,73.9902,282.8489,167.4719,292.6866,172.9065,253.9641,286.4196,411.5609,262.6237,355.5557,5.1211,-1017.5961,-1170.3134,-885.3082,-651.8632,-310.6537,192.6133,394.3096,567.5714,603.8122
8,PLR112,anticipated_w,pre,1st,1002,4810,2,1,2288.618,328.3715,308.2302,336.9736,499.916,552.7537,603.916,367.2302,552.4553,600.937,374.2092,198.9893,-872.5656,-985.0316,-719.9269,-791.8117,-467.3772,159.115,595.005,847.7433,962.3454
9,PLR112,anticipated_w,pre,1st,1003,4814,3,1,3404.93,-838.3488,-1098.5059,-1105.0399,-1137.5164,-1165.1447,-979.3803,-1243.663,-814.8253,-840.2232,-957.7939,-866.0609,-1956.4326,-2003.9928,-1704.8305,-1747.019,-1480.6735,-905.8043,-615.6316,-790.7258,-1085.4064
10,PLR112,anticipated_w,pre,1st,1003,4808,4,1,1658.476,-154.3399,-5.9472,66.0999,325.3617,276.8381,440.9586,439.6549,563.4455,703.6392,917.0161,602.969,-460.4341,-519.6959,-339.7797,-253.2352,153.5816,654.5606,996.1261,1083.3512,1075.1156
11,PLR112,anticipated_b,pre,1st,1002,4810,4,0,1801.302,220.897,497.2268,630.3053,856.2896,1015.7975,1320.698,1333.6142,1337.1378,1300.0017,1215.9284,1185.9179,1263.5148,1703.787,2090.3315,2225.1849,579.3472,-83.3858,465.3891,812.5148,759.6614
12,PLR112,anticipated_b,pre,1st,1002,4810,5,0,2992.754,-71.6598,-182.7435,-615.6755,-777.0734,-706.5708,-644.3299,-636.9215,-592.8064,-606.3299,-698.2147,-812.7383,-342.0105,121.6177,481.1413,442.8062,-1205.6022,-1444.3613,-1083.4399,-1116.0891,-941.6022
13,PLR112,unexpected_w,pre,1st,1003,4812,4,0,2346.826,376.352,282.0536,47.3834,-65.7841,-23.8993,221.9332,121.3363,-25.1558,-205.2134,-200.7056,-240.5014,-1155.8365,-1234.1558,-1037.8784,-762.8888,-373.9674,83.2421,332.8337,325.5824,-92.1558
14,PLR112,anticipated_b,pre,2nd,1003,4810,6,1,1899.544,374.0372,663.7073,574.4298,650.8277,908.7073,1109.545,881.9377,549.7858,339.0319,330.2885,42.2204,360.1785,953.1471,1318.1052,1366.189,-191.8058,-316.5859,239.5555,292.5136,616.8745
15,PLR112,unexpected_b,pre,1st,1003,4812,5,0,1330.902,255.8205,530.7996,567.4802,550.4069,617.3912,778.8153,898.6111,635.1346,487.6477,326.6582,259.3336,645.9514,1179.0038,1539.9148,1574.3964,178.564,130.9252,346.8205,571.7682,693.2708
16,PLR112,anticipated_b,pre,2nd,1003,4812,7,0,2217.066,-318.4482,-409.9299,-549.5686,-529.977,-490.4325,-270.4377,-107.6,-134.7414,-31.5896,-84.7885,55.1958,336.5675,701.9078,1016.8921,974.6303,-617.5211,-842.7781,-627.354,-555.2074,-153.8461
17,PLR112,unexpected_b,pre,2nd,1002,4810,6,0,3110.056,-347.1659,-256.4277,-73.4382,-247.8099,-685.2445,-667.9146,-929.9461,-1092.522,-1073.9199,-1070.412,-1125.5063,-849.4801,-257.2602,90.4361,74.0173,-1408.9303,-1558.7262,-1222.6162,-1127.1555,-948.9251
18,PLR112,anticipated_b,pre,2nd,1003,4812,8,0,2303.774,26.781,-280.2033,-515.8525,-570.8682,-591.0515,-626.7164,-441.4808,-268.4651,-191.0044,-94.6745,-146.7635,86.1213,438.3831,672.603,681.1265,-775.7531,-1067.6641,-955.2609,-616.4913,-475.6065
19,PLR112,anticipated_w,pre,1st,1002,4810,5,1,1872.5,89.8822,102.3691,11.5262,-109.3848,-252.6832,-415.3482,-322.8822,-127.0759,49.0445,293.0707,352.2592,-613.8141,-649.1702,-600.4058,-446.1911,25.6728,468.7932,785.8037,943.8927,576.5785
20,PLR112,anticipated_w,pre,2nd,1002,4810,6,1,2269.814,-470.7145,-584.547,-783.5313,-640.7721,-582.8245,-596.3585,-592.4842,-485.0339,-246.9239,-267.1124,-100.348,-1050.5051,-1071.7616,-740.2119,-700.6465,-287.3585,133.4321,378.4897,111.1179,-388.7774
21,PLR112,anticipated_w,pre,2nd,1002,4810,7,1,2445.352,-655.3991,-793.7028,-924.8127,-966.7656,-1021.8599,-832.5667,-755.5195,-548.1897,-277.1478,-158.2682,-238.8494,-1241.3154,-1241.1373,-1027.5091,-1041.4672,-635.8232,-226.3311,-315.174,-674.3101,-900.098
22,PLR112,anticipated_w,pre,2nd,1003,4812,8,0,1374.618,-157.6651,-41.4819,20.3401,186.6019,212.9893,285.3087,292.183,550.3611,804.8689,765.2302,490.9893,-309.3667,-392.3039,-251.7489,-101.906,242.2459,654.8951,947.2197,1129.9841,1213.9422
23,PLR112,unexpected_w,pre,2nd,1002,4808,7,0,1565.2832,-170.7387,42.1095,283.3869,424.5335,494.9472,720.6697,815.3294,822.6906,841.1199,966.0728,755.8215,-416.5921,-580.6288,-509.9953,-392.079,-21.9115,383.6121,602.5388,661.6801,428.8477
24,PLR112,anticipated_w,pre,2nd,1003,4810,9,1,1529.724,8.9252,151.6268,181.276,328.2341,322.0509,318.3755,267.0823,220.4278,87.6687,-76.0591,-234.7711,-644.1533,-634.5408,-460.2947,-362.8654,12.9043,411.3299,703.5026,779.1294,914.9985
25,PLR112,unexpected_b,pre,2nd,1002,4812,8,0,1729.932,208.869,294.3298,380.0994,460.602,524.8586,627.4711,699.0523,754.6282,590.1727,217.0471,-64.1519,155.7382,833.9633,1308.6387,1371.2041,-100.1414,-288.9425,185.2303,428.979,517.9738
26,PLR112,anticipated_w,pre,2nd,1002,4810,10,0,2031.414,488.0781,510.9891,453.5389,556.4394,498.3347,453.3661,422.0415,814.4813,946.3504,1000.4761,947.4342,-492.0109,-688.1679,-396.4925,-459.3878,40.3399,476.2928,786.4289,1012.9368,1152.1829
27,PLR112,unexpected_w,pre,2nd,1003,4812,9,0,2789.568,-280.9659,-98.835,-32.4685,119.8927,335.3692,509.5105,547.7461,551.1545,561.6938,652.0132,221.2959,-1363.8978,-1482.6727,-1253.3167,-1097.3586,-794.5052,-259.6204,49.5367,94.6414,33.055
28,PLR112,unexpected_w,pre,2nd,1003,4812,10,0,2565.72,117.9554,157.7721,14.9711,-65.7462,-220.0027,-119.5996,106.2538,218.9187,78.3795,-251.7566,-594.5525,-1408.0394,-1395.8509,-1030.9294,-793.8457,-485.8509,-13.0917,304.1543,519.4161,591.992
29,PLR112,anticipated_b,pre,2nd,1003,4810,9,0,2541.294,225.6536,174.8474,344.4809,587.083,670.2505,705.7845,760.8159,798.5489,845.5018,702.905,456.4285,468.3919,950.6589,1250.9678,1199.2139,-523.1422,-797.9327,-493.582,-330.9851,-39.7809
30,PLR112,anticipated_w,post,3rd,1002,4810,11,0,2616.394,-296.4359,-427.6453,-541.4411,-479.0799,-474.0327,-305.9542,-238.1479,-175.9019,-20.6558,68.6793,-475.2788,-1430.9071,-1534.6034,-1444.9804,-1470.4464,-1069.8508,-727.2841,-776.1636,-328.2422,-62.3678
31,PLR112,unexpected_w,post,3rd,1003,4812,11,0,2308.728,-188.5343,-167.7228,-346.55,-386.6652,-510.5186,-545.5238,-567.0369,-489.9479,-375.3301,-247.9898,-446.016,-1258.1678,-1354.5709,-1287.8065,-1240.0735,-829.0893,-395.7123,-125.7175,-92.0421,-459.6442
32,PLR112,anticipated_b,pre,2nd,1002,4810,10,0,1285.436,-1.881,122.7263,227.9828,547.3127,669.7944,916.8729,951.6059,800.5692,462.3755,274.187,72.2656,366.8886,970.3598,1419.3179,1559.2027,262.0771,91.9305,352.6006,473.2446,604.5535
33,PLR112,unexpected_b,post,3rd,1003,4812,12,0,1711.952,-241.1771,-378.6326,-440.4075,-452.6955,-456.2923,-465.1405,-419.7426,-254.8159,-2.4441,131.5087,118.5035,418.493,785.4093,1083.6292,1062.5506,-380.2714,-652.2818,-511.3394,-154.2871,303.6134
34,PLR112,unexpected_b,post,3rd,1002,4810,13,0,2183.01,392.8696,179.0947,-0.81241,309.9918,262.168,117.4036,300.2047,500.524,643.8434,609.2465,728.0005,859.9586,1126.6497,1383.4141,1341.3565,-403.1514,-700.3137,-248.3241,296.9848,564.346
35,PLR112,unexpected_w,post,3rd,1002,4808,14,0,2962.502,19.5085,11.8069,-198.4662,-177.066,-639.858,-995.2821,-644.303,-346.6591,-248.9575,-148.1355,-616.5229,-1669.8057,-1531.591,-1105.0151,-1003.2978,-594.7271,-257.3868,-38.2978,159.5294,356.2257
36,PLR112,unexpected_b,post,3rd,1002,4810,15,0,3624.194,-752.4924,-429.749,-313.55,-163.3877,-76.9898,-255.2411,-382.0736,-284.2254,-584.2411,-580.461,-138.5971,-60.3668,214.7379,403.4605,268.3976,-1521.0683,-1788.1835,-1242.4453,-892.8118,-737.1731
37,PLR112,anticipated_w,post,3rd,1002,4810,12,0,3285.02,79.3779,174.8805,99.8229,223.6502,314.3988,266.5507,145.5612,95.3046,17.8439,-311.0566,-696.4546,-1850.8734,-1960.5279,-1567.5331,-1480.5593,-1157.1247,-654.5488,-382.3708,-225.4284,-174.3551
38,PLR112,unexpected_b,post,4th,1002,4810,16,0,2790.786,35.4444,-22.3514,-2.6656,38.1093,-11.2363,85.5543,67.5438,-136.2153,-585.4405,-618.7912,-567.9954,-208.3043,274.9313,601.3292,609.2559,-990.5713,-1148.3619,-817.3357,-615.6237,-375.32
39,PLR112,anticipated_w,post,3rd,1002,4810,13,0,2494.586,492.8067,433.3826,489.7491,403.0475,174.3407,6.9219,-96.8792,-186.0939,-286.1253,-415.9263,-665.3504,-1375.9839,-1465.853,-1263.8949,-1071.2771,-724.6017,-219.785,125.147,413.3669,543.8014
40,PLR112,anticipated_b,post,3rd,1002,4808,11,0,1399.0393,12.1007,234.9188,470.2382,700.3586,958.322,1124.4738,1216.4162,1276.2382,1423.5314,1584.301,1691.4214,1789.8717,2097.8926,2393.1963,2336.5837,625.856,294.5314,840.4267,1169.6889,1362.4716
41,PLR112,anticipated_b,post,3rd,1003,4810,12,0,2732.844,276.2398,424.5539,420.0984,512.1717,610.9728,756.622,835.8733,333.6481,-122.8283,-235.3466,-431.8492,-228.6293,436.9309,857.7267,807.9728,-922.8283,-1301.9592,-1013.3414,-818.1529,-909.6084
42,PLR112,anticipated_w,post,3rd,1003,4812,14,0,1852.632,-207.2917,-244.0666,-165.8597,-125.3512,-265.3673,-217.098,-40.2865,89.6926,350.1219,387.0539,351.7554,-607.6948,-726.8048,-707.5901,-618.1817,-202.7524,48.9387,121.6455,391.1848,486.6717
43,PLR112,anticipated_b,post,3rd,1002,4812,13,1,1397.428,22.3259,90.6453,148.1434,479.5507,565.6244,794.7762,1090.7919,1242.771,1206.4882,1425.6034,1683.9333,1862.2003,2039.0118,2225.9542,2051.771,268.2526,-103.3338,451.0327,924.0851,1231.9699
44,PLR112,anticipated_b,post,3rd,1003,4812,14,0,2624.434,-336.1775,-184.8057,-357.8947,-87.2926,-250.989,-74.1722,72.2152,198.2728,438.3409,626.1053,891.1367,1055.943,1376.2152,1570.7964,1614.4194,-60.1879,-942.9785,-573.0466,-25.7481,-20.9785
45,PLR112,anticipated_w,post,3rd,1002,4810,15,0,3652.65,-144.6657,-68.6291,41.2401,350.8317,434.7531,562.2139,644.9102,670.3238,669.2715,526.8736,268.35,-1584.1788,-2161.8961,-2053.6866,-2168.9484,-1856.9798,-1215.2678,-847.5139,-578.65,-381.6709
46,PLR112,anticipated_b,post,3rd,1002,4808,15,0,3433.6599,-912.372,-663.4139,-480.6023,-232.6495,-64.0474,40.094,78.3924,209.5547,194.1725,282.8479,261.4029,162.9893,492.9317,832.8217,750.3191,-1079.5395,-1487.6599,-1119.6547,-720.7229,-464.3457
47,PLR112,anticipated_w,post,4th,1002,4810,16,0,3458.17,221.5787,180.8195,-34.6203,39.5944,-195.2695,-355.4108,-300.2642,-347.2014,-545.5365,-577.2119,-697.4108,-1958.9449,-2108.8506,-1978.0496,-1770.4056,-1387.7354,-908.704,-871.3114,-654.9658,-594.8716
48,PLR112,unexpected_b,post,4th,1003,4810,17,0,2486.402,11.0849,11.2001,-24.3811,-120.0962,-172.5053,-419.5065,-287.2706,-382.3339,-159.58,-11.046,-36.0355,277.1163,663.2315,948.865,922.6818,-764.5905,-920.8104,-599.2502,-422.2659,-202.9779
49,PLR112,anticipated_w,post,4th,1003,4812,17,0,2350.886,391.5119,395.7161,448.936,457.4072,225.8313,117.5695,14.9255,0.94123,-75.3101,-75.9645,-137.619,-1060.5405,-1141.8494,-859.1687,-734.5823,-384.1425,-28.6295,91.58,201.8732,247.9473
50,PLR112,anticipated_b,post,4th,1002,4810,16,0,2025.834,470.2759,355.4068,464.0508,741.3807,858.6267,1004.1974,1080.3335,1241.0299,1315.7262,1420.8414,1472.4644,1601.3859,1883.1346,2039.3964,1839.5325,-14.9911,-329.4727,83.9723,515.0718,745.7262
51,PLR112,anticipated_b,post,4th,1003,4810,17,0,3046.618,117.7537,164.5443,157.4082,136.6385,329.2982,491.3925,489.2406,360.5129,111.183,-95.4348,-166.8693,200.9265,569.0155,865.1673,800.3977,-901.8012,-1128.1468,-627.084,-445.4819,-452.5342
52,PLR112,anticipated_b,post,4th,1003,4812,18,0,2931.87,-307.7234,-209.1894,-43.87,24.4337,132.8787,180.8002,8.0724,199.2504,465.2557,573.6536,589.8839,708.6483,994.1719,1259.664,1179.5384,-614.0271,-978.3412,-505.2103,-104.9642,-314.9224
53,PLR112,unexpected_w,post,4th,1003,4812,18,0,2501.976,295.0449,531.291,513.9298,362.7622,488.6313,627.1497,767.558,920.9193,1106.8041,1196.291,959.8146,-694.0179,-911.9132,-679.4577,-768.2535,-187.8451,393.3224,728.469,1029.0375,1134.1691
54,PLR112,anticipated_w,post,4th,1002,4810,18,0,3368.37,455.3577,520.7923,510.6928,591.2792,667.2112,767.253,657.3263,732.7714,688.1431,713.6038,286.5096,-1550.2705,-1971.4904,-1960.5166,-1744.1815,-1185.6632,-714.4904,-543.6004,-303.2862,-125.2129
55,PLR112,unexpected_w,post,4th,1003,4810,19,0,3303.45,-54.1045,-32.5704,5.2045,-96.9317,-249.5181,-164.9579,-17.9788,89.2149,196.6809,278.9688,32.1154,-1655.7641,-1957.1463,-1849.0207,-1755.162,-1359.738,-780.6437,-444.9421,-237.7903,-285.5809
56,PLR112,anticipated_w,post,4th,1002,4810,19,0,2732.002,-83.0177,-31.3266,-61.1119,225.9666,180.1394,217.8148,171.0975,94.0765,-47.4575,-32.1015,-280.9968,-1422.0125,-1561.6931,-1293.2952,-1064.3266,-745.0648,-218.7088,106.5792,248.6001,326.8671
57,PLR112,unexpected_w,post,4th,1002,4808,20,0,2301.298,-96.3294,-26.209,173.6339,254.6339,126.6758,1.6758,66.9114,255.5763,420.9376,508.2884,326.0318,-1000.9839,-1171.6907,-1085.1985,-1086.1305,-711.9053,-199.6854,136.5921,404.1941,339.7491
58,PLR112,anticipated_b,post,4th,1002,4812,19,0,2039.84,101.7045,517.9139,489.1548,747.7726,1002.4794,1105.7254,1063.1495,882.1705,844.0501,961.0343,895.4323,835.5213,1260.0396,1664.1443,1636.4427,-175.0913,-472.7091,37.5841,264.1548,511.7546
59,PLR112,anticipated_b,post,4th,1002,4810,20,0,2156.966,380.3848,569.9398,661.6675,634.4895,557.9607,580.7199,549.4057,603.034,550.9712,358.6623,532.9398,711.212,1111.2487,1368.9241,1382.0497,-167.6728,-282.6623,373.6885,409.0288,620.8455
60,PLR112,anticipated_w,post,4th,1002,4810,20,0,2099.132,567.0879,873.6952,1093.7999,1289.2135,1364.8575,1406.7057,1197.1088,1162.6219,1236.8156,1314.1926,1081.9675,-585.4461,-809.0168,-586.577,-437.509,-169.0116,368.3558,612.1952,483.6533,524.7633
1,PLR113,unexpected_b,pre,1st,1000,4838,1,1,3227.354,-41.909,-234.8409,163.3319,508.8292,719.4628,790.5675,757.5256,693.2847,750.7874,773.8868,773.6512,812.7088,1170.5832,1625.468,1737.6094,226.5203,-679.176,-623.9905,-488.374,-313.8365
2,PLR113,unexpected_w,pre,1st,1002,4810,2,0,3126.612,86.2466,108.7126,242.1157,480.1105,376.5189,520.21,481.4194,595.5032,421.2466,268.2833,199.8854,-1208.6853,-1516.5028,-1440.9639,-1409.0727,-1251.078,-678.9942,-357.79,-193.9942,-28.879
3,PLR113,anticipated_b,pre,1st,1002,4810,1,1,3187.022,215.4911,281.5434,288.2764,472.553,399.7845,194.5068,240.4859,289.9204,342.0408,448.8995,360.8523,457.7005,902.1979,1275.8,1189.533,-523.2,-924.4251,-641.993,-302.4723,-258.6922
4,PLR113,anticipated_b,pre,1st,1002,4810,2,1,3659.174,-185.8389,-299.5719,-81.2787,28.9778,115.5904,179.4281,117.4805,287.1977,353.8365,432.8103,480.5642,487.4647,978.6166,1400.6794,1270.3443,-511.3782,-1059.2892,-1069.0148,-1034.4567,-794.2787
5,PLR113,unexpected_b,pre,1st,1003,4810,3,0,3589.588,-51.1116,-328.3157,-273.321,-100.6194,-123.0016,-289.1587,-233.2686,-394.1011,-238.4728,-152.8864,-247.1116,200.7876,782.2321,1195.9408,880.6424,-978.7672,-1316.8236,-1278.5671,-1133.0801,-889.3576
