trialNumber,subid,condition,pre_post,pre_post2,cueTime,bgcTime,trialprog,feedback,baseline,window1,window2,window3,window4,window5,window6,window7,window8,window9,window10,window11,window12,window13,window14,window15,window16,window17,window18,window19,window20
24,PLR122,unexpected_w,post,3rd,1003,4808,11,0,1111.92,158.2004,184.9654,151.368,10.7659,-23.1294,69.6454,159.2423,241.525,211.0381,252.813,247.8915,-271.3,-322.3916,-343.9514,-393.831,-241.4488,-138.9254,-110.4646,-146.0352,-91.0352
25,PLR122,anticipated_w,pre,2nd,1003,4812,6,0,1185.252,40.8052,-16.946,-150.8834,-166.8593,-162.6813,-75.7546,56.9417,16.837,189.3344,261.015,200.6956,-357.3277,-437.4248,-488.964,-398.4195,-155.244,12.2553,41.7114,91.8082,124.1931
26,PLR122,anticipated_b,pre,2nd,1002,4812,9,0,1317.682,102.1753,78.4419,13.1452,-62.1637,-26.0275,-125.8914,-21.5459,22.6374,120.0615,259.5379,265.7421,385.2897,532.4382,741.2709,719.6217,-204.9177,-271.203,-176.9388,-134.3381,-208.7291
27,PLR122,anticipated_w,pre,2nd,1002,4810,7,1,1298.178,36.2775,44.0789,41.1556,-28.5235,-306.377,-348.0262,-324.1414,-222.4345,-16.979,90.1571,80.067,-471.8773,-551.3141,-544.3822,-477.0523,-262.3168,-122.1309,-127.4974,-50.0838,-2.7492
28,PLR122,anticipated_w,pre,2nd,1003,4810,8,0,1282.65,-119.1264,-22.3143,-2.5496,-77.938,-246.9589,-84.8385,-31.9955,10.2086,16.3134,-8.3987,-27.8961,-499.7515,-535.191,-546.7076,-479.5872,-299.2396,-161.8699,-205.8437,-82.1107,45.3448
29,PLR122,anticipated_w,pre,2nd,1002,4808,9,0,1387.314,101.5708,52.1071,-58.7207,-167.7381,-152.5335,-183.8217,-238.4554,-161.5287,-82.8637,-26.7433,-164.0575,-651.9632,-686.4082,-671.5548,-674.2459,-477.7914,-382.9851,-349.6286,-253.8428,-371.2878
30,PLR122,anticipated_w,pre,2nd,1002,4812,10,0,1175.9177,13.6005,68.4064,-99.6978,8.0299,92.92,155.6687,189.9462,135.2289,189.4802,242.2446,94.1922,-432.9962,-471.2894,-434.6769,-401.8249,-243.0899,-136.368,-114.9596,-18.1613,-104.7333
31,PLR122,anticipated_w,post,3rd,1003,4812,11,1,1246.066,85.6932,91.3519,54.5032,-49.6404,-4.5498,-197.7676,-152.3383,-41.0869,14.8188,124.9288,86.0701,-457.0032,-467.4325,-426.977,-421.4443,-209.9705,12.0021,70.6325,41.2525,33.106
32,PLR122,anticipated_w,post,3rd,1002,4810,12,0,1516.6544,-248.4502,-255.5428,-225.1227,-227.5497,-231.3926,-170.1203,-200.8272,-214.1989,-246.3664,-203.5968,-206.0628,-706.3281,-759.2931,-797.1203,-714.534,-466.9476,-289.3293,-222.5639,-187.3559,-322.7696
33,PLR122,unexpected_b,post,3rd,1003,4810,12,0,1422.804,-35.861,-8.5356,26.6591,-165.6641,-152.0207,-132.8302,47.908,122.3635,164.7405,230.8871,309.9604,458.018,645.9761,866.6966,888.5973,265.6201,-439.5003,-429.1443,-463.7288,-423.4186
34,PLR122,anticipated_b,pre,2nd,1002,4808,10,0,1070.954,89.9151,191.7214,159.0236,211.1258,132.7423,220.5643,334.7109,386.4648,461.1664,382.3915,408.9675,520.9053,711.2399,967.6638,973.2421,33.3202,-78.8493,-34.8598,93.4125,251.2973
35,PLR122,unexpected_b,post,3rd,1003,4810,13,0,1080.116,-49.4144,104.9939,142.8692,92.36,-49.5506,-81.5506,-85.3987,64.8997,153.6275,270.151,346.7793,502.9939,700.6275,945.3709,951.5332,15.4913,-30.1964,175.9867,72.4975,-0.33089
36,PLR122,anticipated_b,post,3rd,1003,4812,11,0,1296.394,150.4646,189.3023,242.1414,193.191,208.3023,255.8311,293.3023,385.8678,307.229,261.7474,432.2186,534.0615,643.1191,809.4803,789.1453,-191.2251,-267.1898,-249.1449,-144.5572,-178.4778
37,PLR122,anticipated_b,post,3rd,1003,4810,12,0,1256.037,-46.1574,85.6642,166.7415,114.3033,253.0415,184.1096,270.7436,217.9748,178.1829,225.6017,398.6436,509.0887,648.0887,831.0049,864.7091,-70.3049,-203.1469,-61.1993,-36.127,-87.3572
38,PLR122,anticipated_w,post,3rd,1003,4812,13,0,1292.798,81.7989,136.6104,134.9095,69.9112,-192.2273,-125.4734,-120.2901,4.9297,173.0763,248.7517,170.7099,-460.9865,-570.9551,-577.2221,-539.6514,-341.8999,-273.1098,-216.0127,-161.0284,-35.0022
39,PLR122,unexpected_b,post,3rd,1002,4810,14,0,1390.982,38.0337,57.7067,-26.0433,-50.1501,-346.8668,-367.7621,-333.6522,-197.9401,-127.1548,-101.4532,77.2327,243.8138,437.8243,635.0337,639.6096,-310.9558,-438.413,-375.0828,-279.6312,-235.071
40,PLR122,anticipated_b,post,3rd,1003,4810,13,1,1218.98,-76.4198,30.9624,123.4212,169.958,33.4598,73.5017,190.376,230.7006,225.2189,341.6797,446.1928,496.5426,722.2661,940.6221,867.7805,-90.1337,-186.3884,-119.9905,-105.0847,5.7075
41,PLR122,anticipated_b,post,3rd,1003,4812,14,0,1111.792,-44.0171,-7.0363,49.3953,64.8363,-23.6611,18.6897,9.1714,71.9619,121.7263,4.5751,-57.4662,43.7106,265.2577,470.2394,596.386,-35.7715,-105.2329,-33.6297,51.03,164.9776
42,PLR122,anticipated_w,post,3rd,1003,4812,14,0,1354.3788,-32.583,4.773,-5.8336,-39.29,-168.8291,-129.6929,-50.0699,58.9613,89.9984,-21.4416,-134.8186,-574.7348,-653.9128,-641.1537,-620.3042,-432.3463,-281.841,-268.6838,-210.4102,-183.028
43,PLR122,anticipated_w,post,3rd,1003,4812,15,1,1186.98,46.8263,75.0357,54.2817,99.6977,-105.5926,-52.2051,-49.9067,-53.1423,46.7268,94.6954,69.575,-428.9224,-488.446,-451.1318,-444.5559,-302.7962,-150.9746,-114.7392,0.5645,66.5541
44,PLR122,anticipated_w,post,4th,1002,4808,16,0,1340.734,-154.1057,-24.9068,-10.6814,14.0531,-127.4251,-71.5959,-107.5848,-101.4722,-103.7288,-1.8754,-136.9487,-559.0062,-587.2347,-583.2733,-537.8544,-320.7549,-121.6767,-19.5774,-141.3518,-83.2157
45,PLR122,unexpected_b,post,3rd,1002,4808,15,0,1179.99,-167.8696,-98.9601,30.3761,38.0152,2.1514,85.7591,203.7321,169.476,253.0414,281.2404,272.4707,440.4584,640.7071,835.1723,757.1775,-140.7701,-159.1615,46.2361,-64.9272,-123.1214
46,PLR122,anticipated_b,post,3rd,1003,4810,15,0,1126.946,128.4571,138.7922,229.2425,267.2687,258.1797,191.7137,258.8969,409.4676,544.0959,627.0435,719.054,829.6273,1075.4644,1311.1639,1365.232,336.0922,-21.1755,108.904,112.5038,116.5619
47,PLR122,anticipated_b,post,4th,1002,4810,16,0,1835.6731,92.0382,156.8034,-66.7497,-11.8753,127.3112,17.5311,75.3531,118.8924,-1.2542,30.95,-7.2542,93.0233,259.4526,454.0599,421.2467,-522.0165,-546.7254,-470.1338,-374.1809,-245.0291
48,PLR122,unexpected_b,post,4th,1003,4810,16,0,1483.4336,67.9119,186.3203,139.5808,119.567,-112.6587,-33.6011,162.0533,168.1318,214.3727,176.3936,277.5926,355.4931,492.3308,631.8701,660.535,-93.9749,-183.4772,20.1737,176.4565,402.4198
49,PLR122,anticipated_w,post,4th,1003,4812,17,0,2018.5572,-120.6567,-107.4054,-92.0023,19.6784,57.6208,-67.2379,-6.175,124.9611,145.3223,82.537,-17.7091,-924.7195,-1169.6253,-1177.2326,-1165.7262,-960.9533,-678.6437,-578.107,-491.5101,-397.6096
50,PLR122,anticipated_b,post,4th,1002,4810,17,0,1662.17,41.7148,107.8863,22.3103,-18.6172,-18.8506,80.5996,170.8719,306.2017,372.9818,429.4112,436.4164,442.0656,627.6415,749.2331,673.4185,-282.0327,-436.5876,-322.2276,-134.9135,25.9138
51,PLR122,unexpected_b,post,4th,1003,4810,17,0,1593.068,111.1781,197.9477,237.6625,240.3635,133.5289,86.0891,218.0262,176.7854,100.7592,49.1467,168.3718,259.754,403.5341,606.7488,553.3508,-339.0603,-378.709,-175.7999,-201.1702,-186.2094
52,PLR122,anticipated_b,post,4th,1003,4812,18,1,1664.4411,84.1819,127.339,127.9154,59.567,-123.4516,-215.3155,-57.216,-66.3416,13.3128,86.0667,180.7369,249.7133,360.7212,501.3285,425.4228,-414.5592,-530.9006,-302.8704,-299.7867,-238.6296
53,PLR122,anticipated_w,post,4th,1003,4808,18,0,1367.058,115.5441,247.8321,229.9694,193.8721,188.2404,78.3923,183.6855,276.3923,207.6279,247.1881,209.0991,-494.325,-628.5816,-656.8067,-640.7857,-476.9115,-333.637,-238.3512,-161.6424,-111.9989
54,PLR122,anticipated_b,post,4th,1002,4810,19,0,1320.906,90.2249,69.0102,153.4291,235.0626,322.094,263.1464,290.916,431.7013,497.1882,486.6385,527.0888,591.9369,721.8898,884.6909,953.2615,115.5049,-144.0091,1.8793,-25.2515,70.4134
55,PLR122,unexpected_b,post,4th,1002,4808,18,0,1443.474,-14.1494,122.992,89.6778,-14.7515,-26.2175,28.2799,146.8977,142.4789,256.7354,276.1962,178.9972,243.9658,377.8349,509.9867,520.0494,-335.2404,-448.7672,-448.186,-324.851,-198.1756
56,PLR122,anticipated_b,post,4th,1002,4810,20,0,1198.122,129.4002,67.1503,-25.5551,49.4382,-35.3157,-24.4309,-88.7032,-6.6979,28.0298,135.3073,121.8047,314.6215,447.3492,621.2707,579.1603,-204.5126,-285.7974,-311.7712,-251.8494,-151.8697
57,PLR122,anticipated_w,post,4th,1002,4810,19,0,1353.934,-46.3214,-33.1905,4.1134,-63.4862,-215.7298,-280.0125,-160.2534,-66.9916,-28.201,-61.5518,-57.112,-557.8188,-636.3843,-599.0178,-619.4875,-463.8428,-385.3214,-396.2795,-329.1225,-293.3424
58,PLR122,unexpected_b,post,4th,1003,4810,19,0,1256.656,-48.9806,49.9723,56.3126,-51.7764,-289.2581,-256.5303,-148.2214,-22.4256,55.4697,115.8361,176.0142,291.0927,477.4068,702.145,751.9521,-175.823,-316.923,-193.3314,-27.0748,-65.1743
59,PLR122,anticipated_w,post,4th,1003,4810,20,0,1439.316,128.4746,101.4484,11.0902,-49.6545,-192.3893,-136.9809,-5.1746,17.3227,-18.871,66.4379,32.0453,-632.5673,-730.2532,-714.939,-685.6092,-548.7506,-513.9949,-435.8472,-304.5516,-240.5778
60,PLR122,unexpected_b,post,4th,1003,4810,20,0,1423.0947,-11.271,-120.8067,-216.3573,-80.1407,-96.367,-80.5764,11.8582,52.544,27.455,-55.9743,60.4498,216.9315,386.4079,540.0571,519.5336,-376.5615,-491.8883,-424.8853,-415.7492,-392.1889
1,PLR123,anticipated_b,pre,1st,1001,4838,1,1,3014.3695,-37.449,-485.0083,-231.2543,184.5624,334.5153,312.7038,248.2535,346.8242,359.5362,396.4577,417.0493,315.7195,431.0755,734.1802,961.1122,-137.3329,-1020.9904,-894.5484,-511.8916,-279.5214
2,PLR123,anticipated_b,pre,1st,1002,4810,2,1,2919.454,74.6402,182.7397,227.8706,326.813,175.1376,282.347,421.8758,536.9544,577.5617,559.279,281.4203,239.9125,476.7031,698.7345,779.7943,3.8896,-747.2024,-543.5901,-431.454,-150.673
3,PLR123,anticipated_b,pre,1st,1002,4810,3,1,2935.716,-30.5589,116.0536,255.1322,384.7552,349.9699,100.8442,286.0432,437.7343,572.729,626.0589,557.1165,517.3835,637.7657,830.5981,790.9542,-502.1139,-926.3651,-824.0555,-567.3443,-415.869
4,PLR123,anticipated_w,pre,1st,1003,4812,1,1,2920.684,237.4469,230.4835,240.9129,335.6273,297.3063,207.7848,-269.972,-505.0505,-382.8463,-209.3856,-54.595,-1214.6159,-1698.9039,-1717.2442,-1520.8882,-1246.9301,-982.1552,-723.4223,-561.9766,-665.9091
5,PLR123,unexpected_w,pre,1st,1003,4812,1,0,3048.048,-9.4878,-69.9618,-82.9057,-65.9014,-544.671,-283.0375,-16.0061,143.8682,236.507,170.4808,-27.5506,-1327.4407,-1743.603,-1732.6606,-1663.5824,-1462.6359,-1140.492,-993.3687,-1151.1242,-1107.8915
6,PLR123,anticipated_b,pre,1st,1002,4808,4,1,2245.9166,-37.9553,-56.9323,125.1044,384.2876,588.1096,651.3923,589.0206,387.3452,558.9159,726.2719,852.8216,815.3818,1015.7431,1413.6122,1231.3089,38.8797,-544.236,-387.9532,31.6384,196.9735
7,PLR123,anticipated_b,pre,1st,1003,4812,5,1,1940.9,410.5346,588.0581,779.1508,923.1786,879.7387,484.1471,639.2623,798.2675,906.5712,983.7283,1097.5241,1089.3147,1329.4037,1679.8696,1575.7178,105.7139,-545.3632,-387.2194,-293.7272,-41.9942
8,PLR123,anticipated_b,pre,2nd,1002,4810,6,1,2236.218,307.9062,136.2113,244.8031,502.4843,238.1904,-292.9143,-218.4536,63.4626,168.4521,78.0228,278.5254,385.2375,573.405,853.8972,896.2258,-311.2871,-711.8777,-658.1499,-409.4274,-35.752
9,PLR123,anticipated_w,pre,1st,1002,4810,2,1,2625.512,33.0168,26.2053,73.6922,158.4837,246.0113,-85.3392,-76.5591,121.289,206.755,235.1739,-37.6638,-1146.0408,-1523.4335,-1396.0827,-1147.5045,-904.0485,-564.3549,-485.4439,-408.7503,-324.7387
10,PLR123,anticipated_b,pre,2nd,1003,4810,7,1,2110.62,239.2962,279.2504,248.0604,33.5414,-78.2326,-108.8661,112.5161,335.5057,467.4271,571.4742,393.8041,396.0816,670.9559,1008.469,891.6149,-403.8852,-707.3949,-622.9411,-350.0452,-90.6933
11,PLR123,unexpected_w,pre,1st,1003,4812,2,1,2598.3372,-262.3594,-333.4179,-313.0827,-224.9288,-146.4894,58.627,-70.6094,-83.8974,189.0869,265.0346,-82.8607,-1215.9707,-1538.4733,-1514.3215,-1402.9272,-1228.6159,-957.1487,-840.6618,-694.0108,-785.4733
12,PLR123,anticipated_w,pre,1st,1003,4812,3,1,2112.806,-197.34,-120.9055,19.2321,238.593,264.0788,154.2882,186.5605,234.5186,178.3144,31.2411,51.3354,-922.5023,-1204.4081,-1134.5697,-896.5481,-638.7073,-446.9981,-345.5026,-266.7851,-37.9272
13,PLR123,unexpected_w,pre,1st,1002,4810,3,0,1934.922,497.366,599.544,637.8191,470.26,119.3136,21.6644,341.989,514.6696,628.3293,655.6277,592.0152,-552.6759,-921.7754,-832.8644,-844.0005,-820.3132,-624.9139,-497.4351,-361.4456,-279.0162
14,PLR123,anticipated_b,pre,2nd,1002,4808,8,1,1431.0748,256.5064,305.6163,507.0118,605.3645,547.7891,504.1503,336.2236,467.9409,487.5482,517.3388,543.543,732.9147,1034.831,1313.8048,1155.6485,-95.7696,-326.2214,-111.4151,241.2969,472.7786
15,PLR123,unexpected_w,pre,1st,1002,4810,4,0,2705.97,-5.7658,-165.294,-315.205,-598.335,-957.6592,-1014.0642,-800.2056,-493.8443,-295.3522,-206.7344,-474.2684,-1572.258,-1826.8443,-1785.237,-1731.0567,-1520.0066,-1247.5308,-979.9684,-867.6465,-721.4687
16,PLR123,anticipated_b,pre,2nd,1003,4812,9,1,2038.618,-258.5081,-176.353,-236.8635,-419.6651,-493.177,-458.2528,-434.3772,-438.796,-246.7698,-27.3981,189.5234,288.7433,538.7223,844.6804,685.6857,-694.0054,-938.33,-651.6232,-356.2725,-85.6965
17,PLR123,anticipated_w,pre,1st,1002,4810,4,1,1515.092,-81.3433,-37.1129,209.6356,254.3274,371.4336,235.722,134.2797,146.4368,318.6096,501.3216,400.2693,-492.0187,-673.6784,-463.4899,-379.6279,-318.2952,-20.8355,62.6516,18.0386,49.107
18,PLR123,anticipated_w,pre,1st,1003,4812,5,0,2163.208,-135.8049,-78.2667,-37.1937,-461.8258,-464.941,-265.7211,-48.1714,32.1637,99.2213,-167.5064,-501.4907,-1161.7965,-1364.4933,-1339.3546,-1353.2342,-1117.4279,-774.6321,-558.4951,-546.3932,-716.3075
19,PLR123,unexpected_w,pre,1st,1003,4808,5,0,1742.1381,-164.6774,-100.2637,88.553,202.4588,162.3802,49.4483,-153.913,-235.2899,-54.5151,-39.7297,79.9038,-720.4436,-877.6637,-824.1695,-847.3842,-604.7768,-278.1521,-58.1573,-5.9548,-30.5569
20,PLR123,anticipated_b,pre,2nd,1002,4810,10,0,2025.6522,121.8523,40.2798,107.929,242.5887,374.7715,389.5474,176.4562,161.2955,281.5991,452.8714,710.0546,770.9604,901.6881,1088.7091,1151.2295,-185.867,-577.5347,-321.071,27.5206,319.8417
21,PLR123,unexpected_b,pre,2nd,1002,4814,6,0,2653.042,-285.508,-451.2718,-590.0649,-716.2097,-620.2095,-665.0734,-786.8221,-618.1101,-506.9739,-490.5027,-358.5499,-299.8745,-59.4399,221.314,208.258,-1101.4983,-1459.665,-1241.0054,-871.1572,-503.532
22,PLR123,anticipated_w,pre,2nd,1003,4810,6,0,2517.372,91.45,187.8374,129.7746,-28.4191,-192.6652,-16.3615,82.5914,115.3243,150.8898,216.4133,66.9317,-1147.3668,-1432.0893,-1241.3406,-1169.7631,-979.1602,-759.3301,-583.0055,-377.8903,-168.1783
23,PLR123,unexpected_b,pre,2nd,1002,4812,7,0,2131.3495,212.7057,164.5353,258.8546,97.9384,-111.805,-12.5328,188.64,358.1426,367.9437,238.1845,177.6452,194.4096,453.7656,722.3468,745.9751,-400.1057,-409.1676,-188.3943,4.2966,10.887
24,PLR123,anticipated_w,pre,2nd,1002,4808,7,1,2115.788,-38.1021,55.5104,28.1055,-13.0782,-8.3692,-19.0655,-9.589,119.3534,143.123,156.568,100.5418,-945.1283,-1193.5105,-1227.4791,-1241.0969,-1054.9299,-966.6003,-664.5262,-415.2278,-125.2068
25,PLR123,anticipated_w,pre,2nd,1003,4812,8,0,2336.19,-252.1848,-306.986,-463.6703,-674.0403,-715.4937,-633.2057,-429.2581,-415.6298,-460.6455,-525.1691,-720.8916,-1379.2947,-1534.5251,-1420.7607,-1335.19,-1061.5879,-743.9073,-542.7547,-309.0651,-224.4968
26,PLR123,anticipated_b,post,3rd,1403,5212,11,1,2737.8224,-156.9283,-217.8525,-228.8917,-167.2772,-150.6585,-174.0214,-50.8957,-12.791,-136.681,-251.592,-228.1208,-168.7386,41.5441,273.9472,354.9629,-840.1051,-1290.7805,-947.6392,-724.4402,-651.0692
27,PLR123,anticipated_b,post,3rd,1002,4810,12,1,2155.366,100.3827,11.7383,-161.7461,-501.0728,-592.7825,-575.8619,-602.2927,-466.4236,-393.3555,-220.8372,27.0528,90.5607,324.1104,681.3984,472.1261,-836.0328,-1197.8503,-1026.2,-787.953,-636.544
28,PLR123,anticipated_b,post,3rd,1002,4808,13,0,2149.374,180.9977,271.9047,260.703,-27.7981,-353.1698,-177.5049,118.3596,227.104,61.1548,128.0082,132.4689,218.1862,413.2124,773.3119,641.3571,-744.0702,-966.3845,-701.1227,-474.5572,-376.1279
29,PLR123,unexpected_w,pre,2nd,1003,4808,8,0,2333.8611,-52.021,-278.5312,-355.1153,-202.2961,-348.6255,-432.7982,-295.2747,-130.5679,-123.882,-161.5888,-274.3794,-1210.3585,-1451.1669,-1418.7357,-1427.6191,-1374.2614,-1137.9187,-890.6676,-721.4478,-591.8401
30,PLR123,anticipated_b,post,3rd,1002,4810,14,1,2458.962,138.5852,184.2737,167.7452,5.3982,-186.3536,-245.0458,-210.6007,-111.7578,-112.962,-112.5117,-332.3285,-321.8625,20.86,354.5511,182.7762,-1060.0975,-1400.5455,-1121.2268,-972.9618,-945.6793
31,PLR123,anticipated_w,pre,2nd,1003,4812,9,0,1983.842,-429.2347,-710.2024,-639.8962,-596.6874,-526.6849,-397.6305,-289.4703,-231.9938,-107.0828,-35.3603,-186.5279,-960.045,-1139.1952,-1106.634,-1129.2766,-970.581,-528.3477,-182.3394,-0.9886,128.6763
32,PLR123,anticipated_b,post,3rd,1002,4810,15,0,1492.1728,206.9476,325.892,502.9462,347.5283,412.5831,498.8481,562.9598,598.8977,636.602,610.9685,718.7329,791.8534,959.9162,992.7009,967.5452,-80.715,-246.4137,-57.5184,188.5549,436.2832
33,PLR123,unexpected_b,pre,2nd,1003,4810,9,0,1804.78,-397.5025,-262.3411,-251.7385,-156.7852,-84.7695,51.8005,215.7924,1.4294,-71.5968,33.2985,43.0996,116.3195,533.9373,883.8444,1078.1651,-1.4083,-400.881,-112.8027,143.3247,297.8169
34,PLR123,anticipated_w,pre,2nd,1002,4808,10,1,2153.204,171.4766,189.2639,48.1756,-186.8427,-552.5634,-660.9473,-850.937,-830.1255,-582.4448,-454.937,-331.5077,-1054.1324,-1226.3116,-1143.0993,-1219.6647,-997.0626,-620.4187,-303.4176,-78.6286,-75.4553
35,PLR123,anticipated_w,post,3rd,1003,4812,11,0,2179.522,179.8144,-17.3492,12.7103,17.9024,-191.8498,-286.7479,-314.258,-423.9315,-452.5063,-535.8885,-542.3283,-1234.522,-1303.9932,-1052.4958,-1042.0155,-851.0214,-653.4015,-491.255,-344.0197,-191.1334
36,PLR123,unexpected_w,pre,2nd,1002,4810,10,0,2302.262,247.0006,-87.5168,-58.2254,-90.2411,-53.1991,86.5818,-12.4452,-93.5395,23.7642,163.7589,3.4134,-1153.9321,-1321.9636,-1200.0735,-1266.571,-1138.2543,-940.2568,-707.9003,-504.7454,-275.6704
37,PLR123,anticipated_w,post,3rd,1003,4812,12,0,2119.2421,64.182,-109.2196,-342.6921,-598.7549,-763.9646,-720.6178,-587.6427,-526.017,-608.5824,-463.7605,-377.1374,-1170.9385,-1303.3259,-1194.3678,-1127.2039,-1078.9964,-955.6976,-837.6359,-671.8853,-570.5091
38,PLR123,anticipated_b,post,4th,1002,4810,16,0,2339.1786,176.0721,163.3869,-73.8488,-352.3162,-522.4141,-750.7021,-845.0382,-697.3963,-634.6446,-506.7283,-247.3985,55.0896,274.3209,563.2822,444.0559,-801.0893,-1075.1733,-861.9173,-524.4846,-440.5922
39,PLR123,anticipated_b,post,4th,1003,4810,17,0,2040.314,210.6127,218.3457,214.6751,317.8744,91.173,-289.1309,-504.4326,-657.1923,-765.4554,-594.3035,-306.6962,112.4844,500.0834,780.3352,635.6751,-447.5631,-655.5758,-428.6124,-222.3156,-133.3507
40,PLR123,anticipated_w,post,3rd,1002,4810,13,0,1686.26,279.8327,371.5492,501.2683,358.2681,432.2583,598.6562,755.4206,908.3526,958.1536,916.1379,844.3369,-406.4851,-665.2705,-477.8124,-323.0941,-326.7124,-243.8345,-71.4626,68.8356,166.6458
41,PLR123,anticipated_b,post,4th,1002,4810,18,1,2405.412,389.0749,497.5782,603.1707,299.7555,192.336,291.6039,190.4781,186.122,313.5409,442.0697,489.2843,523.0592,694.6456,757.6916,738.4668,-541.8796,-762.166,-363.5434,4.5135,244.606
42,PLR123,anticipated_w,post,3rd,1003,4810,14,0,2272.252,-333.0216,-254.7094,-57.5322,-6.5983,182.5281,56.6654,109.6811,134.5229,-131.9955,-7.0478,-37.9012,-1075.9169,-1310.0987,-1127.7555,-1165.697,-1029.9169,-728.3201,-492.4143,-244.5871,-36.8125
43,PLR123,unexpected_b,post,3rd,1003,4810,11,0,2052.9506,398.3716,592.4735,502.9087,472.9087,420.4374,273.7453,46.0756,12.0312,163.9912,221.285,258.196,406.2797,645.6881,931.0103,1214.013,197.3954,-485.9655,-456.0016,-265.0449,-297.5426
44,PLR123,anticipated_b,post,4th,1002,4808,19,0,2359.5112,36.4626,168.3637,-32.502,-47.9074,-493.7379,-464.4274,-508.8985,-394.0154,-252.6002,-150.7782,-85.0033,95.8553,61.0467,123.3539,329.6459,-879.5386,-1151.593,-825.6683,-659.4013,-400.1657
45,PLR123,unexpected_b,post,3rd,1002,4810,12,0,2353.5478,-23.4745,149.4474,158.7534,26.5864,-138.7028,-71.0818,-88.375,66.7873,299.9286,356.2742,346.5412,322.7454,449.1685,525.7486,550.7579,-696.2895,-966.2232,-657.752,-151.0295,243.6459
46,PLR123,anticipated_w,post,3rd,1002,4810,15,1,3040.5722,152.3839,250.9591,123.5328,164.3298,88.6641,-118.0826,-296.5669,-251.3104,-113.436,26.1189,-62.834,-1402.169,-1906.2737,-2039.3156,-2071.5163,-1870.5389,-1536.2266,-1210.2054,-969.6312,-831.1053
47,PLR123,unexpected_w,post,3rd,1003,4812,13,0,3387.528,-27.4442,-55.0097,-84.7845,-254.1082,-571.2219,-749.2819,-843.5332,-725.6222,-584.3657,-489.6118,-671.4233,-1999.1769,-2361.229,-2381.2819,-2249.6386,-1917.7343,-1555.0568,-1355.6955,-1137.8317,-940.9207
48,PLR123,unexpected_b,post,3rd,1002,4808,14,0,2493.012,-37.5984,83.8257,-39.9033,-246.2645,-443.8329,-841.5619,-865.0644,-956.4451,-964.257,-1059.3837,-1102.5565,-880.2424,-515.8811,85.0875,292.6312,-724.9923,-1314.5251,-1226.1272,-969.0417,-731.9237
49,PLR123,anticipated_w,post,4th,1002,4808,16,0,2137.464,-398.9614,-588.464,-518.464,-334.8305,-476.5001,-282.8737,78.3946,244.9496,293.3266,313.9025,247.536,-883.2022,-1115.2426,-961.1724,-1068.8828,-1053.9297,-824.46,-732.5478,-558.4954,-347.5226
50,PLR123,anticipated_w,post,4th,1003,4814,17,1,2669.266,233.082,274.1807,313.8594,245.8759,-72.2241,-146.0985,-64.0723,-147.7634,-93.5173,-36.7163,-173.266,-1386.1512,-1659.0278,-1647.6011,-1736.4632,-1600.565,-1211.3655,-938.9639,-650.0878,-346.7843
51,PLR123,anticipated_w,post,4th,1003,4812,18,0,3113.056,117.8131,118.1534,-82.5848,24.0141,-657.5938,-1044.145,-1002.7024,-861.1004,-640.7314,-521.5377,-591.412,-1744.8413,-2036.9827,-2032.9618,-1985.5377,-1777.7771,-1499.9696,-1322.611,-1243.5353,-1338.9873
52,PLR123,anticipated_w,post,4th,1002,4812,19,0,1721.9676,137.5507,317.5726,532.6353,600.1162,626.352,695.3447,529.3256,552.2946,580.2094,495.9958,438.8963,-545.9676,-748.287,-641.8629,-665.4755,-586.4859,-389.5435,-203.2015,-127.5843,-225.3539
53,PLR123,unexpected_w,post,3rd,1002,4810,15,0,1421.677,105.7262,241.7166,119.8498,360.077,280.0086,531.2272,706.7628,857.4278,1091.4173,1325.0927,1268.0874,-19.7084,-188.9754,298.7419,756.7234,1132.7279,1440.0037,1564.9251,1595.0037,1616.1129
54,PLR123,unexpected_b,post,4th,1003,4810,16,0,2857.5187,96.3172,190.7797,60.3201,61.1066,-279.9608,-415.0908,-471.7334,-563.299,-594.8178,-521.5554,-571.6549,-495.058,-302.147,180.7165,479.9786,-899.9638,-1299.2779,-1120.88,-903.9428,-657.1502
55,PLR123,unexpected_w,post,4th,1002,4808,17,0,1914.886,160.4177,322.2274,587.7458,602.2344,754.8862,955.0748,972.8575,996.8941,1071.3339,1131.4648,912.7266,-454.8657,-754.6716,-623.2263,-709.1949,-497.1688,2.5742,480.2397,740.6952,1064.2135
56,PLR123,anticipated_b,post,4th,1003,4812,20,1,3182.5,-262.0916,-254.8882,-94.7884,-58.327,-112.2801,-373.5471,-388.6518,-367.5576,-441.2068,-365.1126,-362.0079,-343.3272,-29.123,268.2853,27.1897,-1220.1444,-1622.8298,-1282.2473,-817.8603,-615.3691
57,PLR123,unexpected_b,post,4th,1003,4812,18,0,2427.742,250.703,259.1788,150.1012,-47.7968,-597.8444,-762.5849,-663.6678,-404.7282,-242.0195,-238.831,-141.386,97.4152,240.1452,599.945,597.7659,-874.1033,-1042.5652,-670.3859,-434.2917,-383.4393
58,PLR123,unexpected_b,post,4th,1002,4810,19,0,2347.832,-66.2404,62.8329,53.1566,170.3539,186.1418,186.4193,369.3198,-55.8943,-80.9614,72.2361,-7.9577,242.6601,440.6206,560.6753,961.3565,-25.4132,-389.7079,-55.4766,194.3303,347.8853
